"","X","FID","density","basal","POINT_X","POINT_Y","Line","Type","distance"
"1761",1761,880,7.18482125552,5.03859408995,546327.043759,4591829.27769,"West","Savanna",-1811.68285857675
"1762",1762,880,18.8337276018,8.5888715716,582229.220995,4569732.25012,"East","Savanna",21434.3646507184
"1763",1763,881,41.2080849906,4.34313253172,578264.214657,4568024.19173,"East","Savanna",17233.9319260949
"1764",1764,881,230.474437738,68.2013428641,547945.902366,4591039.82081,"West","Forest",-459.085292073385
"1765",1765,882,28.6934164196,24.6584301163,546259.907999,4594229.75291,"West","Savanna",-1703.49333102586
"1766",1766,882,194.243830538,94.8815088411,578820.206391,4576092.8068,"East","Forest",19352.027886205
"1767",1767,883,18.3184691253,15.4547053435,547906.294067,4592640.55313,"West","Savanna",-49.4003362774892
"1768",1768,883,194.295877494,25.5973053138,580523.806688,4572914.15851,"East","Forest",20256.3347377269
"1769",1769,884,0,0,525282.744822,4557916.40664,"West","Prairie",-34121.3143136506
"1770",1770,884,51.9618898537,38.8623098482,578954.397712,4571260.09674,"East","Forest",18413.325201384
"1771",1771,885,0,0,535696.365696,4588495.93001,"West","Prairie",-11573.2274277873
"1772",1772,885,5.55830333664,1.27302811004,581470.922866,4568093.87503,"East","Savanna",20420.4570305754
"1773",1773,886,0,0,535666.251804,4594933.79007,"West","Prairie",-12070.5240237975
"1774",1774,886,81.9773649694,41.5385439467,579032.115278,4568843.30515,"East","Forest",18126.4477101656
"1775",1775,887,0,0,536433.114018,4594936.62314,"West","Prairie",-11303.6859416332
"1776",1776,887,3.39700403945,0.998346664923,583785.548378,4571384.54369,"East","Savanna",23218.1837401638
"1777",1777,888,0,0,542875.536094,4594203.4833,"West","Prairie",-4938.85690442742
"1778",1778,888,114.844173358,7.44862740114,577397.485449,4569610.28565,"East","Forest",16685.1098056202
"1779",1779,889,0,0,542862.062678,4595012.02262,"West","Prairie",-4874.30275494352
"1780",1780,889,169.918621164,39.9499527884,574826.852395,4572777.21637,"East","Forest",14702.4529638881
"1781",1781,890,0,0,535706.159625,4586886.97262,"West","Prairie",-11469.4624579294
"1782",1782,890,28.5231572482,5.6077240768,580427.474148,4576130.60244,"East","Savanna",20934.0122572885
"1783",1783,891,0,0,535690.081818,4590105.56227,"West","Prairie",-11832.1334498384
"1784",1784,891,129.148766668,40.9004037417,575574.308875,4576842.87516,"East","Forest",16394.40972844
"1785",1785,892,0,0,535684.113973,4591719.35342,"West","Prairie",-12252.7401913082
"1786",1786,892,214.628522462,104.838737967,578054.789304,4574461.56523,"East","Forest",18290.1580677464
"1787",1787,893,0,0,536505.760362,4586896.42152,"West","Prairie",-10669.8059527077
"1788",1788,893,0,0,575782.229334,4569570.31861,"East","Prairie",15071.4192565859
"1789",1789,894,0,0,536496.084629,4587697.83253,"West","Prairie",-10700.3875618382
"1790",1790,894,64.4308222726,21.1556315354,574755.635837,4576008.68005,"East","Forest",15378.1663842282
"1791",1791,895,0,0,536486.410079,4588499.24071,"West","Prairie",-10790.5746677779
"1792",1792,895,359.226951725,99.7485947566,577273.460817,4573639.26139,"East","Forest",17293.8381217533
"1793",1793,896,0,0,536478.988403,4590912.77532,"West","Prairie",-11254.0757027915
"1794",1794,896,0,0,582136.80376,4572958.05866,"East","Prairie",21843.3467923719
"1795",1795,897,0,0,536474.125109,4591721.15495,"West","Prairie",-11507.1522509268
"1796",1796,897,187.648659082,15.5936085559,578859.234063,4574478.49446,"East","Forest",19058.8199091113
"1797",1797,898,0,0,536466.732121,4592523.8411,"West","Prairie",-11479.1015707199
"1798",1798,898,522.079742649,123.805520414,578882.426943,4573673.89004,"East","Forest",18847.544829728
"1799",1799,899,0,0,536439.049041,4594131.4396,"West","Prairie",-11336.6381540733
"1800",1800,899,176.817629193,121.848948602,574905.044525,4569551.34623,"East","Forest",14195.5027688655
"1801",1801,900,0,0,537312.285705,4586899.50908,"West","Prairie",-9863.29983593716
"1802",1802,900,224.111484896,87.6675214033,576540.473475,4571192.23073,"East","Forest",16017.8960608779
"1803",1803,901,0,0,537296.534568,4588503.27428,"West","Prairie",-9989.33428936128
"1804",1804,901,211.228192113,26.1155407565,578101.095565,4572851.5864,"East","Forest",17882.3629645844
"1805",1805,902,0,0,537266.070558,4591727.2249,"West","Prairie",-10721.0301299453
"1806",1806,902,53.2989508562,9.85754661481,580668.532392,4568075.49093,"East","Forest",19622.3529801973
"1807",1807,903,0,0,538118.809463,4586902.58525,"West","Prairie",-9056.79992631007
"1808",1808,903,50.9663079505,4.64850169569,580443.438547,4575319.35003,"East","Forest",20807.2833754937
"1809",1809,904,0,0,538106.658242,4588507.30188,"West","Prairie",-9189.65343987556
"1810",1810,904,512.608109468,29.3508870092,575738.071491,4571169.69707,"East","Forest",15223.0072947764
"1811",1811,905,0,0,538069.547107,4590923.20576,"West","Prairie",-9737.96011014915
"1812",1812,905,0,0,575666.836086,4573599.70737,"East","Prairie",15751.954559728
"1813",1813,906,0,0,538050.061427,4592542.2649,"West","Prairie",-9895.66826716597
"1814",1814,906,101.086744611,62.6950052669,582251.265616,4568922.25363,"East","Forest",21311.504140674
"1815",1815,907,0,0,538039.783545,4594150.08211,"West","Prairie",-9740.64730299677
"1816",1816,907,75.1731479655,76.1815926028,578930.005614,4572064.69045,"East","Forest",18523.9194382168
"1817",1817,908,0,0,538037.454165,4594948.91901,"West","Prairie",-9699.32274221845
"1818",1818,908,44.9083175262,19.9564685794,583692.382793,4575422.97069,"East","Savanna",23954.3522853574
"1819",1819,909,0,0,538903.515151,4588517.01723,"West","Prairie",-8406.04564393266
"1820",1820,909,0,0,581275.969082,4574533.09531,"East","Prairie",21385.0164296934
"1821",1821,910,0,0,539685.575682,4590135.32685,"West","Prairie",-7958.49533027693
"1822",1822,910,0,0,582069.450835,4575369.50099,"East","Prairie",22387.6366371496
"1823",1823,911,0,0,539651.858949,4595768.71362,"West","Prairie",-8113.25725873654
"1824",1824,911,0.117600251798,0.0581587928786,582161.058881,4572152.34532,"East","Prairie",21719.8459788322
"1825",1825,912,0,0,540488.973272,4590143.66639,"West","Prairie",-7196.32320750921
"1826",1826,912,1.37873490007,0.380046715344,582860.850197,4576210.03916,"East","Savanna",23339.7423856981
"1827",1827,913,0,0,541292.366506,4590151.99254,"West","Prairie",-6444.18363396365
"1828",1828,913,51.1969500995,9.57255280577,583088.193984,4568140.26129,"East","Forest",22031.192440808
"1829",1829,914,0,0,541281.947273,4590964.51447,"West","Prairie",-6789.84753195822
"1830",1830,914,11.7421683954,2.7845272479,581425.755226,4569713.38172,"East","Savanna",20643.3761804214
"1831",1831,915,0,0,541258.09624,4595798.46452,"West","Prairie",-6517.44189924082
"1832",1832,915,232.622690865,53.2779890857,583675.342016,4576239.1653,"East","Forest",24146.7156385484
"1833",1833,916,0,0,542085.588958,4591778.53573,"West","Prairie",-5927.9572599689
"1834",1834,916,1.15955918334,0.319631176995,583036.684343,4569757.45729,"East","Savanna",22231.3977895392
"1835",1835,917,0,0,542932.870356,4587744.4712,"West","Prairie",-4303.71389151522
"1836",1836,917,41.0158132807,17.9773117383,583709.423916,4574606.76517,"East","Savanna",23750.4511778348
"1837",1837,918,0,0,544536.093418,4589365.94494,"West","Prairie",-3166.65820462433
"1838",1838,918,27.3753212834,44.4435812386,582092.543233,4574558.0845,"East","Savanna",22177.1699641514
"1839",1839,919,0,0,544510.421203,4590976.98314,"West","Prairie",-3810.93968407627
"1840",1840,919,1.17402930921,0.164784372569,582027.998706,4576951.31849,"East","Savanna",22668.9442690063
"1841",1841,920,0,0,544447.436469,4595814.32228,"West","Prairie",-3369.30663435972
"1842",1842,920,243.695553868,30.1296957833,582114.67477,4573758.07607,"East","Forest",21996.4162311577
"1843",1843,921,0,0,583765.451404,4572190.3956,"East","Prairie",23309.6669041676
"1844",1844,921,251.114927825,9.41589409109,542911.014114,4589361.09843,"West","Forest",-4651.51347535854
"1845",1845,922,6.23942466238,0.825167979983,539648.92396,4593376.64115,"West","Savanna",-8264.52574383562
"1846",1846,922,8.04789828575,1.20706735471,583873.615989,4568975.46471,"East","Savanna",22922.4095350765
"1847",1847,923,0.645260297757,0.425045684489,583727.39035,4573801.50858,"East","Savanna",23576.3502287412
"1848",1848,923,24.2606009686,5.70396497259,544489.792263,4592592.51512,"West","Savanna",-3456.07267705376
"1849",1849,924,0,0,544467.797164,4594201.64258,"West","Prairie",-3384.22118304631
"1850",1850,924,1.63548740984,0.508001499654,583844.149194,4569782.66133,"East","Savanna",23029.1861252543
"1851",1851,925,37.1582614913,8.51042279158,583652.807713,4576992.70783,"East","Savanna",24266.3978211922
"1852",1852,925,336.716563995,106.63550082,541266.438131,4595000.15332,"West","Forest",-6469.94501543692
"1853",1853,926,1.81521759892,0.155443552372,577225.982476,4575252.99536,"East","Savanna",17624.5963263003
"1854",1854,926,214.861496442,27.2179818043,542922.920833,4588549.7031,"West","Forest",-4436.73932642282
"1855",1855,927,0,0,542064.247817,4595006.09196,"West","Prairie",-5672.12456114123
"1856",1856,927,0,0,577201.624362,4576061.35358,"East","Prairie",17765.0636457688
"1857",1857,928,0,0,542889.010568,4593394.93609,"West","Prairie",-5106.12688717288
"1858",1858,928,5.01599280338,0.620160420731,580459.400081,4574508.09748,"East","Savanna",20594.8033258181
"1859",1859,929,0,0,534906.561357,4586877.51284,"West","Prairie",-12269.1166267778
"1860",1860,929,559.983346259,38.5896939619,575760.153647,4570370.01445,"East","Forest",15129.0327963494
"1861",1861,930,0,0,538841.023964,4594964.95942,"West","Prairie",-8895.61071075473
"1862",1862,930,0,0,580491.603105,4573711.13081,"East","Prairie",20410.7352230284
"1863",1863,931,0,0,539692.973693,4589331.03111,"West","Prairie",-7755.03789632833
"1864",1864,931,69.2992857379,5.23205549055,579623.839824,4576111.70792,"East","Forest",20142.5110368155
"1865",1865,932,0,0,538883.327447,4590124.22826,"West","Prairie",-8726.10050066218
"1866",1866,932,12.730553416,2.19322665384,582046.363163,4576180.90123,"East","Savanna",22533.3503609792
"1867",1867,933,0,0,541256.073869,4593388.87046,"West","Prairie",-6697.00520688037
"1868",1868,933,1.02011644932,0.0584097716894,576657.711767,4567984.44256,"East","Savanna",15639.9939381839
"1869",1869,934,0,0,540503.543269,4588532.08243,"West","Prairie",-6832.63862112666
"1870",1870,934,99.3334038426,65.4328722466,581236.917304,4576155.75583,"East","Forest",21733.3043038901
"1871",1871,935,0.219442660409,0.0805039037779,576495.362214,4572815.00033,"East","Prairie",16318.1584938062
"1872",1872,935,38.2980408488,15.5247229863,538845.516236,4593363.93996,"West","Savanna",-9054.58703536901
"1873",1873,936,0.649577803163,0.0951231740933,541271.522553,4591777.02431,"West","Savanna",-6733.91853918482
"1874",1874,936,108.476187386,39.7951635078,582207.263291,4570539.44088,"East","Forest",21557.4200814335
"1875",1875,937,0,0,544554.937503,4587760.36569,"West","Prairie",-2722.80048791094
"1876",1876,937,0,0,583814.849731,4570583.60493,"East","Prairie",23161.7304865392
"1877",1877,938,0.539392315018,0.127911008248,536485.129259,4589301.81588,"West","Savanna",-10915.036586048
"1878",1878,938,19.3779719662,2.9064131442,582185.308032,4571346.63093,"East","Savanna",21625.6995791419
"1879",1879,939,8.42084270193,3.84021357963,538865.649623,4591743.72938,"West","Savanna",-9127.16260435048
"1880",1880,939,95.99010787,8.99819753176,583745.358347,4572996.2369,"East","Forest",23428.5461543447
"1881",1881,940,0.479722203819,0.0593112341696,582900.980349,4574582.43256,"East","Prairie",22963.0394538041
"1882",1882,940,722.225617856,120.03393607,542850.334467,4595812.9834,"West","Forest",-4940.13846738483
"1883",1883,941,42.603450981,9.15309459291,541306.712386,4588537.43766,"West","Savanna",-6035.1220476344
"1884",1884,941,51.3033028658,4.26330583138,551231.594675,4585503.94838,"East","Forest",262.350594624154
"1885",1885,942,19.9554873435,2.77057694395,544520.288823,4590166.14614,"West","Savanna",-3610.06780067163
"1886",1886,942,109.292322817,17.9982521483,552037.237107,4585516.2043,"East","Forest",865.410726220055
"1887",1887,943,31.3854803984,9.7327936836,539679.431294,4590944.75172,"West","Savanna",-8236.14294706879
"1888",1888,943,177.014997825,49.9600165838,554458.410709,4585570.20632,"East","Forest",791.732889524954
"1889",1889,944,0.151673752103,0.0504163713202,552859.979297,4583904.52129,"East","Prairie",1070.42604923408
"1890",1890,944,2.46962665377,1.12624046644,544456.562,4595006.06862,"West","Savanna",-3280.16785903162
"1891",1891,945,4.01797390971,3.62396862695,537250.721776,4593338.88109,"West","Savanna",-10628.8378544772
"1892",1892,945,221.966576563,55.4487573559,554483.789681,4583143.33715,"East","Forest",212.350352835225
"1893",1893,946,50.6989941811,8.04083213422,551263.725363,4583097.18135,"East","Forest",761.261025931384
"1894",1894,946,104.947032241,33.3954361793,544551.896637,4588565.73561,"West","Forest",-2847.19394450125
"1895",1895,947,16.4591895495,0.975779350022,535679.276516,4593312.72599,"West","Savanna",-12185.5300214244
"1896",1896,947,51.7667680113,7.76426012192,553650.642695,4585549.33638,"East","Forest",1506.39109933157
"1897",1897,948,53.7038954379,17.8511805516,540514.599422,4586922.51624,"West","Forest",-6660.95936546503
"1898",1898,948,341.2082074,116.875499418,552842.878597,4585528.45607,"East","Forest",1648.93708450912
"1899",1899,949,0,0,538042.105123,4593351.23148,"West","Prairie",-9846.82936242007
"1900",1900,949,382.883468379,140.463179945,552836.527901,4586345.44867,"East","Forest",1963.93175093064
"1901",1901,950,8.90644903321,1.41255783758,543750.400502,4586947.11732,"West","Savanna",-3425.20903692914
"1902",1902,950,98.10783528,127.461501065,554448.732954,4586385.20958,"East","Forest",1054.8245597227
"1903",1903,951,35.9457557381,16.3925849469,537235.287111,4594942.77346,"West","Savanna",-10501.5003722287
"1904",1904,951,54.8445989485,15.2568024929,549638.394169,4583053.5472,"East","Forest",547.943946836538
"1905",1905,952,38.1720563327,4.02314981875,539700.373532,4588526.72275,"West","Savanna",-7625.19346457419
"1906",1906,952,130.746804619,20.7363701195,551224.986832,4586315.32355,"East","Forest",612.801599875858
"1907",1907,953,0,0,553666.379594,4583927.80926,"East","Prairie",420.880855060543
"1908",1908,953,18.9207898849,10.7857189632,543684.0218,4593396.07922,"West","Savanna",-4320.48700891055
"1909",1909,954,2.73169993979,0.422172700993,552079.984119,4582296.1979,"East","Savanna",586.437477692691
"1910",1910,954,43.4785334056,7.93112330046,541311.129719,4587732.98134,"West","Savanna",-5907.13876698879
"1911",1911,955,40.7864561373,14.9627649164,543737.405869,4588557.71993,"West","Savanna",-3637.60237889002
"1912",1912,955,144.185383551,14.1005437589,550433.400667,4583878.95581,"East","Forest",409.971785745766
"1913",1913,956,1.21470731306,0.445622927041,538081.082618,4590113.12186,"West","Savanna",-9499.44020017557
"1914",1914,956,114.018300783,20.5675175708,554465.59314,4584760.65353,"East","Forest",468.38788538105
"1915",1915,957,43.6379477543,12.8247712098,542942.816571,4586939.23201,"West","Savanna",-4232.79187270871
"1916",1916,957,60.7849594625,7.51524723262,549655.628981,4582251.33442,"East","Forest",219.612134801933
"1917",1917,958,0,0,541263.796418,4592582.95355,"West","Prairie",-6681.67878755694
"1918",1918,958,56.6648129485,3.90489789508,552851.431183,4584716.49193,"East","Forest",1459.78600840291
"1919",1919,959,6.99639806397,2.05617379094,541315.544212,4586928.51875,"West","Savanna",-5860.01363004364
"1920",1920,959,60.2191114765,31.0322032306,551291.554106,4581482.99537,"East","Forest",12.7169231740188
"1921",1921,960,17.3407421211,11.1415149644,542899.382383,4590976.26734,"West","Savanna",-5324.91456942294
"1922",1922,960,64.0207281664,17.5499219425,550468.716864,4582271.77302,"East","Forest",112.270321507286
"1923",1923,961,1.16677521554,0.768577846583,552052.812742,4583903.34082,"East","Savanna",887.725901173104
"1924",1924,961,13.8077063998,4.05795149913,536459.336211,4593326.51886,"West","Savanna",-11412.156308441
"1925",1925,962,12.6946607282,4.21970657533,542129.181225,4586933.88324,"West","Savanna",-5046.39486438769
"1926",1926,962,185.852719504,48.2165570473,552869.073132,4583102.35712,"East","Forest",294.165633538999
"1927",1927,963,20.4141739492,6.7856735905,540455.511972,4594990.57686,"West","Savanna",-7280.92757699973
"1928",1928,963,55.2027892126,14.5452664038,551281.809698,4582292.20815,"East","Forest",315.587783907273
"1929",1929,964,0.189468017052,0.0588509799707,542114.817534,4588543.56967,"West","Prairie",-5234.55789209441
"1930",1930,964,27.6949512676,7.70424817836,551245.642401,4583902.1574,"East","Savanna",433.928341256353
"1931",1931,965,0,0,561682.572167,4585736.00343,"East","Prairie",4317.29030079093
"1932",1932,965,4.1225121537,1.51236920445,538058.009326,4591733.29078,"West","Savanna",-9931.8863404213
"1933",1933,966,0,0,563198.856591,4585810.6387,"East","Prairie",5834.60387163738
"1934",1934,966,1.83955755279,0.436231022866,542072.539162,4593391.90913,"West","Savanna",-5909.7498963975
"1935",1935,967,0,0,564111.286101,4586589.83048,"East","Prairie",6824.38304159107
"1936",1936,967,89.21554873,43.7595878479,543709.700143,4590169.3238,"West","Forest",-4284.40894592561
"1937",1937,968,0,0,542894.333055,4592587.49091,"West","Prairie",-5051.27999108006
"1938",1938,968,0,0,564122.417235,4585822.06813,"East","Prairie",6756.01097207985
"1939",1939,969,92.2188335688,21.8686912156,539673.290916,4591754.1646,"West","Forest",-8323.01637235808
"1940",1940,969,421.692636099,29.0597745125,564139.249463,4583321.95284,"East","Forest",6142.54252129666
"1941",1941,970,0,0,537282.463784,4590108.75619,"West","Prairie",-10275.1913556012
"1942",1942,970,829.848680417,195.107607259,564162.732858,4580900.96267,"East","Forest",6080.22060637217
"1943",1943,971,35.1416741737,24.2169068193,542899.653222,4591780.03169,"West","Savanna",-5124.56416143956
"1944",1944,971,81.7871042541,19.2291517625,560909.057742,4582481.09748,"East","Forest",2849.74503211965
"1945",1945,972,6.92198097922,2.83399498213,543700.102119,4591783.92691,"West","Savanna",-4337.9885744813
"1946",1946,972,152.253942318,34.8709915051,560922.468752,4581659.1645,"East","Forest",2842.89182122968
"1947",1947,973,0,0,540472.403943,4591765.59997,"West","Prairie",-7527.97749241059
"1948",1948,973,112.860524069,34.0836138977,562535.859577,4581717.46045,"East","Forest",4456.82968511782
"1949",1949,974,65.6869721935,17.3077216467,539646.758014,4594178.8171,"West","Forest",-8139.23566032411
"1950",1950,974,130.098658274,19.5129010977,560859.790621,4586500.43733,"East","Forest",3591.70890755155
"1951",1951,975,39.6727416467,4.90500387772,559267.990509,4584019.61349,"East","Savanna",1685.08551282952
"1952",1952,975,65.6869721935,17.3077216467,540452.496915,4593382.75808,"West","Forest",-7478.66188300495
"1953",1953,976,0,0,562498.793769,4586573.58175,"East","Prairie",5226.251577255
"1954",1954,976,21.5115349962,10.6384543334,536483.848159,4590104.38396,"West","Savanna",-11054.1970960214
"1955",1955,977,2.41906012054,0.573653740358,543659.310147,4595009.04673,"West","Savanna",-4077.20076688429
"1956",1956,977,145.549473665,34.2204671946,562579.762491,4578462.03411,"East","Forest",4538.41022654385
"1957",1957,978,41.0516230198,17.2441652985,559293.72032,4581617.54271,"East","Savanna",1214.64479705186
"1958",1958,978,54.9449785707,18.0409884642,542095.739317,4590162.24634,"West","Forest",-5706.85511838757
"1959",1959,979,146.985736242,53.9226308373,561719.231003,4582522.39547,"East","Forest",3660.86067216549
"1960",1960,979,653.821916128,214.680102775,541261.252222,4594194.51755,"West","Forest",-6534.98183206829
"1961",1961,980,5.49061845453,1.18240841021,539644.59139,4594980.99342,"West","Savanna",-8091.90467617511
"1962",1962,980,39.1574439056,17.8572327204,560950.794126,4580031.61821,"East","Savanna",2907.20702047927
"1963",1963,981,54.079116867,30.8275796019,539661.105897,4592565.4043,"West","Forest",-8284.45793714762
"1964",1964,981,275.243684779,160.667174767,562518.499,4584172.92213,"East","Forest",4756.01465366369
"1965",1965,982,24.939302167,8.7068454118,560184.421632,4577604.49265,"East","Savanna",2101.80853272995
"1966",1966,982,25.2702505919,10.3461369787,538033.830013,4595757.34896,"West","Savanna",-9725.62694192089
"1967",1967,983,148.749792506,39.2691414685,564195.302469,4579280.31454,"East","Forest",6167.41843251958
"1968",1968,983,298.536738077,44.7761561989,538093.870234,4589310.2142,"West","Forest",-9325.1920507935
"1969",1969,984,52.6438707472,19.3127311582,541299.54423,4589344.7174,"West","Forest",-6190.77112821492
"1970",1970,984,61.1330823535,22.4270511953,561699.056376,4584136.21638,"East","Forest",3960.87569167706
"1971",1971,985,6.69477159186,3.31087585637,544500.54507,4591787.80793,"West","Savanna",-3557.6207472926
"1972",1972,985,275.013093746,62.9867385358,559275.427611,4583212.97781,"East","Forest",1373.8989052
"1973",1973,986,92.5311075352,33.2423188042,560980.147085,4578424.95192,"East","Forest",2939.02505362125
"1974",1974,986,1375.29947622,361.005365881,542899.111914,4590172.49354,"West","Forest",-4989.97844074564
"1975",1975,987,0.708547297821,0.219724043641,536420.870812,4595754.86022,"West","Savanna",-11335.083841592
"1976",1976,987,367.329650923,37.2257362834,560055.681353,4585660.43674,"East","Forest",2689.66371248598
"1977",1977,988,156.254773269,82.6591825995,560075.813168,4584034.08825,"East","Forest",2397.4405245488
"1978",1978,988,289.72444644,6.60624947499,539707.014303,4587721.61701,"West","Forest",-7500.90618986072
"1979",1979,989,93.6916454447,27.5350693359,562512.899446,4584983.7596,"East","Forest",5011.3882599602
"1980",1980,989,829.323048303,5.46291448512,544479.032959,4593397.21413,"West","Forest",-3539.03395000966
"1981",1981,990,8.50310475142,0.262823793159,539713.652486,4586916.4992,"West","Savanna",-7461.91207040066
"1982",1982,990,94.4324364429,44.7872460189,561793.300285,4577641.59716,"East","Forest",3710.44451912977
"1983",1983,991,11.2458425721,0.347599504943,538916.234716,4586909.55028,"West","Savanna",-8259.35138546438
"1984",1984,991,197.8563853,36.9942094708,560147.463885,4579208.33425,"East","Forest",2120.31319951097
"1985",1985,992,117.582053733,32.4709397887,564147.845274,4582521.62652,"East","Forest",6088.00561361756
"1986",1986,992,491.26470423,10.2060274938,538112.736894,4587704.95036,"West","Forest",-9088.11399871083
"1987",1987,993,0,0,539837.827702,4565170.87082,"West","Prairie",-19292.5235160509
"1988",1988,993,32.3117682546,8.90670236279,562554.910029,4580067.9999,"East","Savanna",4508.68383366928
"1989",1989,994,0,0,544686.660125,4561949.8354,"West","Prairie",-15370.4051541397
"1990",1990,994,119.760493393,41.0220714869,560965.709139,4579225.99996,"East","Forest",2938.38471787825
"1991",1991,995,0,0,544678.00733,4562748.68857,"West","Prairie",-15189.7535280737
"1992",1992,995,108.194349391,43.5293715096,564179.020256,4580090.6437,"East","Forest",6131.92586064774
"1993",1993,996,0,0,535807.518341,4562760.6027,"West","Prairie",-23607.7953321797
"1994",1994,996,25.4988369369,5.49119183829,564155.286879,4581711.29975,"East","Savanna",6072.85386411382
"1995",1995,997,0,0,536618.764804,4563556.70253,"West","Prairie",-22491.0351040884
"1996",1996,997,525.069352026,94.7161381071,560883.637447,4584048.5545,"East","Forest",3156.18370868889
"1997",1997,998,0,0,539844.251814,4563561.78269,"West","Prairie",-19794.2253631231
"1998",1998,998,66.5132348943,14.2899675179,559316.898124,4580009.7032,"East","Forest",1276.22751406249
"1999",1999,999,0,0,540658.064303,4562761.4796,"West","Prairie",-19120.0050177501
"2000",2000,999,1064.04740683,60.9251680444,561766.607028,4579245.38907,"East","Forest",3739.09458452714
"2001",2001,1000,0,0,540647.298966,4565984.96237,"West","Prairie",-18152.9924892392
"2002",2002,1000,88.403250567,29.0268931788,560896.348545,4583264.82996,"East","Forest",2950.72005960649
"2003",2003,1001,0,0,543062.460956,4562754.03792,"West","Prairie",-16764.4046300365
"2004",2004,1001,58.1100493696,7.18453037682,564201.877277,4578479.94326,"East","Forest",6159.27003630007
"2005",2005,1002,0,0,543069.068456,4566803.09001,"West","Prairie",-16041.2751837676
"2006",2006,1002,41.5001957745,22.2901671579,560994.586305,4577623.89893,"East","Savanna",2911.88770242201
"2007",2007,1003,3.403561493,0.256966899546,538234.351068,4564357.92491,"West","Savanna",-20933.2560730889
"2008",2008,1003,198.799554048,188.572589482,560870.740323,4584862.98753,"East","Forest",3484.1974192367
"2009",2009,1004,0.474852263758,0.0753113035694,558637.037076,4585632.27115,"East","Prairie",1273.46217725535
"2010",2010,1004,42.3645229595,9.10176234797,544680.988908,4567610.41103,"West","Savanna",-14299.88723815
"2011",2011,1005,19.0630979679,11.1662829483,562592.022527,4577659.29167,"East","Savanna",4509.00965380938
"2012",2012,1005,43.5959406505,12.127623663,544684.99125,4566801.96929,"West","Savanna",-14467.9090144233
"2013",2013,1006,0,0,539054.923138,4557941.46633,"West","Prairie",-20757.7318584708
"2014",2014,1006,1.22636618274,0.274662741272,559374.264434,4577585.0786,"East","Savanna",1291.73382119385
"2015",2015,1007,0,0,542263.287292,4562761.0061,"West","Prairie",-17544.9851884082
"2016",2016,1007,2.65766686797,0.350131516526,564126.539586,4584972.17134,"East","Savanna",6526.45534134658
"2017",2017,1008,0,0,539040.995538,4565970.82904,"West","Prairie",-19139.2330257848
"2018",2018,1008,47.7808626429,33.5079139151,555234.967434,4585574.09748,"East","Forest",15.6139928682522
"2019",2019,1009,0,0,541464.213889,4562767.97153,"West","Prairie",-18327.0732823479
"2020",2020,1009,168.757023891,71.2302016479,558645.480978,4584007.28515,"East","Forest",1189.29440502605
"2021",2021,1010,8.36849026898,2.65023538003,536618.948393,4562754.46294,"West","Savanna",-23102.7792958738
"2022",2022,1010,136.859187199,44.3824471915,562529.40418,4582563.69345,"East","Forest",4471.97521903442
"2023",2023,1011,207.175904764,14.2769509388,541455.535987,4565996.66076,"West","Forest",-17661.4685492413
"2024",2024,1011,1602.11298374,292.379385128,562523.949852,4583368.3089,"East","Forest",4558.2494131112
"2025",2025,1012,0,0,562507.307029,4585794.58873,"East","Prairie",5144.05456764015
"2026",2026,1012,0.636008943404,0.27328537416,541462.279371,4563578.74635,"West","Savanna",-18190.4944417592
"2027",2027,1013,0,0,535810.320901,4557936.88071,"West","Prairie",-24002.2396914888
"2028",2028,1013,42.0732901969,38.2886560602,563315.206467,4584212.81675,"East","Savanna",5531.37077516288
"2029",2029,1014,0,0,543077.364862,4560344.4273,"West","Prairie",-16878.3554128472
"2030",2030,1014,19.6844755,11.6698970208,560935.877128,4580837.22368,"East","Savanna",2860.68508865407
"2031",2031,1015,2.53432659492,1.25334234636,541473.959494,4559559.15251,"West","Savanna",-18392.2337330865
"2032",2032,1015,82.1867516773,19.073245925,563400.232706,4577669.43117,"East","Forest",5316.65689423873
"2033",2033,1016,29.397337557,13.4062657251,537436.992693,4561148.91248,"West","Savanna",-22575.5560491342
"2034",2034,1016,128.514225278,155.309099099,559304.575556,4580828.73813,"East","Forest",1231.02844201455
"2035",2035,1017,0.655260758796,0.0982795560634,564130.652914,4584122.26719,"East","Savanna",6296.71298323692
"2036",2036,1017,15.7712183116,6.39311541838,538249.108258,4558744.67287,"West","Savanna",-21570.9246492454
"2037",2037,1018,13.7672383937,2.57413022176,535808.215536,4565987.61387,"West","Savanna",-21047.8696465841
"2038",2038,1018,61.1721481729,104.271839112,563381.404956,4579272.54664,"East","Forest",5353.61286681097
"2039",2039,1019,97.9689482629,51.8258291515,543077.200522,4564378.04654,"West","Forest",-16483.5761876339
"2040",2040,1019,149.975040835,80.5530833612,560095.960691,4582443.72001,"East","Forest",2035.84266612517
"2041",2041,1020,43.3151550821,11.9617216059,537427.215876,4557939.33894,"West","Savanna",-22385.386640385
"2042",2042,1020,104.572450683,69.1488739438,560120.226106,4580832.98749,"East","Forest",2045.85500411926
"2043",2043,1021,6.85004110699,1.56193517747,542282.897598,4557936.04298,"West","Savanna",-17530.0027836082
"2044",2044,1021,162.917209588,145.703165529,563352.523087,4580886.0972,"East","Forest",5271.91239498601
"2045",2045,1022,2.48912033121,1.63963265466,543067.732498,4565995.79728,"West","Savanna",-16235.9468454353
