FID,TRP,TRP_X,TRP_Y,x,y,version,entry_id,timestamp,reader_ini,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescod,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciesc_1,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstr_1,species3,speciesc_2,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstr_2,species4,speciesc_3,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstr_3,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed,X_UTM,Y_UTM
284,32N2W2,-2.033333333330000,32.000000000000000,716029.191299999950000,518691.990800000030000,1.5-1,618399, ,cbroder1,"Robert Clark, Jr.",999,68,1833,IN,Starke,2,2,32,N,2,W,27,34,0, ,500200,W,Y,40.000000000000000,(1/4) Section,440200, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,530957.318730999950000,4559535.178750000000000
285,32N2W2,-2.033333333330000,32.000000000000000,717077.575399999970000,524252.600199999990000,1.5-1,618367, ,cbroder1,"Robert Clark, Jr.",999,67,1833,IN,Starke,2,2,32,N,2,W,10,11,0, ,500500,N,N,40.000000000000000,(1/4) Section,500540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,post in mou, , , , , , , , ,JP 11-11-14 checked this for trees.,531745.965602000010000,4565141.808269999900000
286,32N2W2,-2.033333333330000,32.000000000000000,717706.397600000030000,520224.034099999990000,1.5-1,618306, ,cbroder1,"Robert Clark, Jr.",999,65,1833,IN,Starke,2,2,32,N,2,W,23,26,0, ,600300,W,Y,40.200000000000003,(1/4) Section,540300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,532559.519913999950000,4561144.238119999900000
287,32N2W2,-2.033333333330000,32.000000000000000,717865.828899999960000,523445.737000000020000,1.5-1,618361, ,cbroder1,"Robert Clark, Jr.",999,66,1833,IN,Starke,2,2,32,N,2,W,11,14,0, ,600500,W,Y,41.170000000000002,(1/4) Section,540500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,532569.609596999940000,4564371.841129999600000
288,32N2W2,-2.033333333330000,32.000000000000000,718514.290000000040000,520179.380000000000000,1.5-1,618243, ,cbroder1,"Robert Clark, Jr.",999,60,1833,IN,Starke,2,2,32,N,2,W,25,26,0, ,600200,N,N,80.000000000000000,Section,600300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou,Post in mound of sod, , ,"3rd,Prairie,Level,Marshy,Barrens,PoorSoil,", , , , , ,533367.478878000050000,4561137.011439999600000
289,32N2W2,-2.033333333330000,32.000000000000000,718798.357399999980000,525830.006799999970000,1.5-1,618268, ,cbroder1,"Robert Clark, Jr.",999,63,1833,IN,Starke,2,2,32,N,2,W,1,2,0, ,600600,N,N,40.000000000000000,(1/4) Section,600640, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,533389.647387000030000,4566798.121190000300000
290,32N3W2,-3.033333333330000,32.000000000000000,701509.829200000040000,520909.511300000010000,1.5-1,605656, ,kbauer3,Abner E. Van Ness,999,415,1834,IN,Starke,2,2,32,N,3,W,19,30,0, ,100300,E,Y,40.609999999999999,(1/4) Section,140300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,516371.411841000020000,4561077.875280000300000
291,32N3W2,-3.033333333330000,32.000000000000000,702182.560000000060000,517616.669999999980000,1.5-1,604891, ,kbauer3,Abner E Van Ness,999,384,1833,IN,Starke,2,2,32,N,3,W,0,0,32,S,300100,W,N,80.000000000000000,Section,200100, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,Z,land mostly wet prairie, , , , , , ,yes,Post,water too deep for mound, , , , , , , , ,517195.251073000020000,4557817.765650000400000
292,32N3W2,-3.033333333330000,32.000000000000000,702221.515600000040000,518441.177399999990000,1.5-1,605630, ,kbauer3,Abner E. Van Ness,999,413,1834,IN,Starke,2,2,32,N,3,W,31,32,0, ,200100,N,N,40.000000000000000,(1/4) Section,200140, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,517195.853798000030000,4558643.730440000100000
293,32N3W2,-3.033333333330000,32.000000000000000,703843.683700000050000,518371.658300000010000,1.5-1,605579, ,kbauer3,Abner E. Van Ness,999,408,1834,IN,Starke,2,2,32,N,3,W,32,33,0, ,300100,N,N,40.000000000000000,(1/4) Section,300140, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou,mound of sod, , , , , , , , ,518817.164751000000000,4558649.631679999600000
294,32N3W2,-3.033333333330000,32.000000000000000,704101.895999999950000,524755.618900000000000,1.5-1,605616, ,kbauer3,Abner E. Van Ness,999,411,1834,IN,Starke,2,2,32,N,3,W,8,9,0, ,300500,N,N,40.000000000000000,(1/4) Section,300540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,518778.632115999990000,4565042.610340000100000
295,32N3W2,-3.033333333330000,32.000000000000000,704747.694200000030000,520756.467000000000000,1.5-1,605592, ,kbauer3,Abner E. Van Ness,999,409,1834,IN,Starke,2,2,32,N,3,W,21,28,0, ,400300,W,Y,40.789999999999999,(1/4) Section,340300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,519608.314970000010000,4561075.381350000400000
296,32N3W2,-3.033333333330000,32.000000000000000,704889.321899999980000,523934.019399999990000,1.5-1,605612, ,kbauer3,Abner E. Van Ness,999,411,1834,IN,Starke,2,2,32,N,3,W,9,16,0, ,400500,W,Y,40.850000000000001,(1/4) Section,340500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,519602.235386000010000,4564258.004030000400000
297,32N3W2,-3.033333333330000,32.000000000000000,707062.785700000010000,518270.189399999970000,1.5-1,605278, ,kbauer3,Abner E. Van Ness,999,396,1834,IN,Starke,2,2,32,N,3,W,34,35,0, ,500100,N,N,40.000000000000000,(1/4) Section,500140, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou,mound of sod, , , , , , , , ,522032.878903999980000,4558697.724109999800000
298,32N3W2,-3.033333333330000,32.000000000000000,707227.530000000030000,522255.919999999980000,1.5-1,605311, ,kbauer3,Abner E. Van Ness,999,399,1834,IN,Starke,2,2,32,N,3,W,22,23,0, ,500300,N,N,80.000000000000000,Section,500400, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , ,land same in barrens. marsh prairie 3rd rate. last 700 links a bog that extends to a creek, , , , ,522012.489339999970000,4562689.307129999600000
299,32N3W2,-3.033333333330000,32.000000000000000,709618.231900000010000,520567.995799999980000,1.5-1,605210, ,kbauer3,Abner E. Van Ness,999,392,1834,IN,Starke,2,2,32,N,3,W,24,25,0, ,700300,W,Y,40.500000000000000,(1/4) Section,640300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,524475.481060000020000,4561113.127440000000000
300,33N1E2,1.033333333330000,33.000000000000000,733082.655400000050000,532506.619900000050000,1.5-1,628730, ,hlegatzk,David Hillis,999,214,1834,IN,Marshall,2,2,33,N,1,E,8,17,0, ,300500,W,Y,40.000000000000000,(1/4) Section,240500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou,Set 1/4 section post and raised Mound of Earth and Sod, , , , ,The chains are 39.995. I rounded to complete the format, , , ,547332.024801000020000,4574131.444070000200000
301,33N1E2,1.033333333330000,33.000000000000000,733918.952599999960000,533278.547799999940000,1.5-1,627674, ,hlegatzk,David Hillis,999,208,1834,IN,Marshall,2,2,33,N,1,E,8,9,0, ,300500,N,N,40.000000000000000,(1/4) Section,300540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou,set qtr sec. post and raised mound of Earth and Sod, , , , , , , , ,548130.817737999950000,4574941.525659999800000
302,33N1W2,-1.033333333330000,33.000000000000000,722938.836499999980000,528067.732700000050000,1.5-1,607077, ,cbroder1,Jeremiah Smith,999,218,1834,IN,Starke,2,2,33,N,1,W,29,32,0, ,300200,W,Y,40.070000000000000,(1/4) Section,240200, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,537416.807049999940000,4569226.309469999700000
303,33N1W2,-1.033333333330000,33.000000000000000,727107.199999999950000,531090.500000000000000,1.5-1,606279, ,cbroder1,Jeremiah Smith,999,204,1834,IN,Starke,2,2,33,N,1,W,22,23,0, ,500300,N,N,80.000000000000000,Section,500400, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"3rd,Level,", , , , , ,541435.777659000010000,4572440.168700000300000
304,33N1W2,-1.033333333330000,33.000000000000000,729590.185799999980000,532622.704099999970000,1.5-1,606035, ,cbroder1,Jeremiah Smith,999,201,1834,IN,Starke,2,2,33,N,1,W,12,13,0, ,700500,W,Y,40.049999999999997,(1/4) Section,640500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,543842.288584999970000,4574086.227330000100000
305,33N1W2,-1.033333333330000,33.000000000000000,730290.703600000010000,530146.852199999960000,1.5-1,608812, ,ahamlin,David Hillis,999,190,1834,IN,Starke,2,2,33,N,1,W,0,0,24,E,700300,N,N,40.000000000000000,(1/4) Section,700340, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,544655.360691000010000,4571644.093279999700000
306,33N2W2,-2.033333333330000,33.000000000000000,711684.366000000040000,530164.923799999990000,1.5-1,607049, ,kbauer3,Jeremiah Smith,999,122,1834,IN,Starke,2,2,33,N,2,W,19,30,0, ,100300,E,Y,43.759999999999998,(1/4) Section,140300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,526092.104814999970000,4570801.065740000500000
307,33N2W2,-2.033333333330000,33.000000000000000,712617.942000000040000,532526.743699999990000,1.5-1,610070, ,kbauer3,Jeremiah Smith,999,123,1834,IN,Starke,2,2,33,N,2,W,17,18,0, ,200400,N,N,40.000000000000000,(1/4) Section,200440, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,526914.101288000010000,4573204.841180000500000
308,33N2W2,-2.033333333330000,33.000000000000000,712655.770000000020000,533336.729999999980000,1.5-1,610071, ,kbauer3,Jeremiah Smith,999,123,1834,IN,Starke,2,2,33,N,2,W,17,18,0, ,200400,N,N,80.000000000000000,Section,200500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"1st,Prairie,", ,a good part of prairie being dry enough for cultivation, , , ,526914.333160000040000,4574016.107590000100000
309,33N2W2,-2.033333333330000,33.000000000000000,712688.447200000050000,534134.877699999950000,1.5-1,610077, ,kbauer3,Jeremiah Smith,999,124,1834,IN,Starke,2,2,33,N,2,W,7,8,0, ,200500,N,N,40.000000000000000,(1/4) Section,200540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,526909.974108999940000,4574815.296579999800000
310,33N2W2,-2.033333333330000,33.000000000000000,712721.120000000000000,534933.030000000030000,1.5-1,610078, ,kbauer3,Jeremiah Smith,999,124,1834,IN,Starke,2,2,33,N,2,W,7,8,0, ,200500,N,N,80.000000000000000,Section,200600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"2nd,Prairie,Level,", ,"date: May 26th, 1834", , , ,526905.610034000010000,4575614.483129999600000
311,33N2W2,-2.033333333330000,33.000000000000000,712749.967599999970000,535742.463299999940000,1.5-1,610088, ,kbauer3,Jeremiah Smith,999,125,1834,IN,Starke,2,2,33,N,2,W,5,6,0, ,200600,N,N,40.000000000000000,(1/4) Section,200640, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,526896.906778999950000,4576424.759510000200000
312,33N2W2,-2.033333333330000,33.000000000000000,713464.900299999980000,533301.293599999980000,1.5-1,610072, ,kbauer3,Jeremiah Smith,999,123,1834,IN,Starke,2,2,33,N,2,W,8,17,0, ,300500,W,Y,39.850000000000001,(1/4) Section,240500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,527723.210348000050000,4574018.211769999900000
313,33N2W2,-2.033333333330000,33.000000000000000,713532.156399999980000,534897.802700000000000,1.5-1,610081, ,kbauer3,Jeremiah Smith,999,124,1834,IN,Starke,2,2,33,N,2,W,5,8,0, ,300600,W,Y,39.899999999999999,(1/4) Section,240600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,527716.393025000000000,4575616.885619999800000
314,33N2W2,-2.033333333330000,33.000000000000000,714199.920000000040000,531670.319999999950000,1.5-1,606981, ,kbauer3,Jeremiah Smith,999,117,1834,IN,Starke,2,2,33,N,2,W,20,21,0, ,300300,N,N,80.000000000000000,Section,300400, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"2nd,",S of prairie rolling.,"date: may 23, 1834", , , ,528532.006458000050000,4572422.260010000300000
315,33N2W2,-2.033333333330000,33.000000000000000,714236.971699999990000,532468.088600000020000,1.5-1,606998, ,kbauer3,Jeremiah Smith,999,118,1834,IN,Starke,2,2,33,N,2,W,16,17,0, ,300400,N,N,40.000000000000000,(1/4) Section,300440, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,528532.043818000010000,4573221.287560000100000
316,33N2W2,-2.033333333330000,33.000000000000000,714274.030000000030000,533265.859999999990000,1.5-1,606999, ,kbauer3,Jeremiah Smith,999,118,1834,IN,Starke,2,2,33,N,2,W,16,17,0, ,300400,N,N,80.000000000000000,Section,300500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"1st,Prairie,Level,Dry,",a narrow strip of timber along the river, , , , ,528532.087264999980000,4574020.311379999900000
317,33N2W2,-2.033333333330000,33.000000000000000,714308.609599999970000,534064.218499999960000,1.5-1,607003, ,kbauer3,Jeremiah Smith,999,119,1834,IN,Starke,2,2,33,N,2,W,8,9,0, ,300500,N,N,40.000000000000000,(1/4) Section,300540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,528529.630246000020000,4574819.800200000400000
318,33N2W2,-2.033333333330000,33.000000000000000,714343.189999999940000,534862.579999999960000,1.5-1,607005, ,kbauer3,Jeremiah Smith,999,119,1834,IN,Starke,2,2,33,N,2,W,8,9,0, ,300500,N,N,80.000000000000000,Section,300600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,528527.173474999960000,4575619.285229999600000
319,33N2W2,-2.033333333330000,33.000000000000000,714373.631199999950000,535676.100800000010000,1.5-1,607011, ,kbauer3,Jeremiah Smith,999,119,1834,IN,Starke,2,2,33,N,2,W,4,5,0, ,300600,N,N,40.000000000000000,(1/4) Section,300640, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , ,"date: May 24, 1834", , , ,528519.884915999950000,4576433.721540000300000
320,33N2W2,-2.033333333330000,33.000000000000000,715154.527400000020000,534829.957500000020000,1.5-1,607006, ,kbauer3,Jeremiah Smith,999,119,1834,IN,Starke,2,2,33,N,2,W,4,9,0, ,400600,W,Y,40.219999999999999,(1/4) Section,340600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,529338.137152999990000,4575624.290199999700000
321,33N2W2,-2.033333333330000,33.000000000000000,715658.250099999950000,527569.175799999970000,1.5-1,606900, ,kbauer3,Jeremiah Smith,999,111,1834,IN,Starke,2,2,33,N,2,W,33,34,0, ,400100,N,N,40.000000000000000,(1/4) Section,400140, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,530176.657507000030000,4568390.951159999700000
322,33N2W2,-2.033333333330000,33.000000000000000,715932.068800000010000,533996.156100000020000,1.5-1,606940, ,kbauer3,Jeremiah Smith,999,114,1834,IN,Starke,2,2,33,N,2,W,9,10,0, ,400500,N,N,40.000000000000000,(1/4) Section,400540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,530152.457237000000000,4574827.022459999700000
323,33N2W2,-2.033333333330000,33.000000000000000,719168.979999999980000,534661.560000000060000,1.5-1,606837, ,kbauer3,Jeremiah Smith,999,105,1834,IN,Starke,2,2,33,N,2,W,11,12,0, ,600500,N,N,80.000000000000000,Section,600600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"3rd,Rolling,Sandy,", , , , , ,533351.071602000040000,4575641.967360000100000
324,33N2W2,-2.033333333330000,33.000000000000000,719972.931499999950000,534639.873700000000000,1.5-1,606840, ,kbauer3,Jeremiah Smith,999,105,1834,IN,Starke,2,2,33,N,2,W,1,12,0, ,700600,W,Y,40.020000000000003,(1/4) Section,640600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,534154.164183999990000,4575657.516350000200000
325,33N3E2,3.033333333330000,33.000000000000000,751523.975699999950000,526214.529600000010000,1.5-1,429482, ,mcorcor5,David Hillis,999,197,1834,IN,Marshall,2,2,33,N,3,E,31,32,0, ,200100,N,N,40.000000000000000,(1/4) Section,200140, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , , , , , ,566019.811144000040000,4568691.627200000000000
326,33N3W2,-3.033333333330000,33.000000000000000,702128.767699999970000,535412.451600000030000,1.5-1,603841, ,kbauer3,Jeremiah Smith,999,446,1834,IN,LaPorte,2,2,33,N,3,W,6,7,0, ,100600,E,N,41.020000000000003,(1/4) Section,140600, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post, , , , , , , , , ,516315.706375000010000,4575601.762769999900000
327,33N3W2,-3.033333333330000,33.000000000000000,710039.631399999950000,530231.551699999950000,1.5-1,603546, ,kbauer3,Jeremiah Smith,999,432,1835,IN,LaPorte,2,2,33,N,3,W,24,25,0, ,700300,W,Y,40.149999999999999,(1/4) Section,640300, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post, , , , , , , , , ,524448.194057999990000,4570791.352719999800000
328,33N3W2,-3.033333333330000,33.000000000000000,710961.599999999980000,533404.689999999940000,1.5-1,603503, ,kbauer3,Jeremiah Smith,999,426,1835,IN,LaPorte,2,2,33,N,3,W,0,0,13,E,700400,N,N,80.000000000000000,Section,700500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"2nd,flat,", , , , , ,525220.983499999970000,4574005.444439999800000
329,33N4E2,4.033333333330000,33.000000000000000,767754.540000000040000,524890.550000000050000,1.5-1,638226, ,kbauer3,Robert Clark,999,77,1834,IN,Marshall,2,2,33,N,4,E,0,0,36,S,700100,W,N,80.000000000000000,Section,600100, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"Marshy,PoorSoil,Barrens,", , , , , ,582273.313761000060000,4568112.249990000400000
330,33N5E2,5.033333333330000,33.000000000000000,775948.170300000000000,532042.843899999980000,1.5-1,644670, ,hlegatzk,Reuben J. Dawson,999,489,1834,IN,Kosciusko,2,2,33,N,5,E,10,11,0, ,500500,N,N,40.000000000000000,(1/4) Section,500540, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , ,"Prairie,", , , , , ,590121.797796000030000,4575635.874110000200000
331,33N5E2,5.033333333330000,33.000000000000000,776746.381000000050000,531222.018399999940000,1.5-1,644666, ,hlegatzk,Reuben J. Dawson,999,489,1834,IN,Kosciusko,2,2,33,N,5,E,11,14,0, ,600500,W,Y,40.070000000000000,(1/4) Section,540500, , , ,No tree,No tree,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , ,yes,Post in Mou, , , , , ,The chains are 40.065. I had to round to complete the format., , , ,590955.700671000060000,4574851.890010000200000
