"","FID","density","basal","POINT_X","POINT_Y","Line","Type"
"687",343,0,0,522588.169823,4593309.07713,"West","Prairie"
"688",343,0,0,588310.619302,4583493.32653,"East","Prairie"
"689",344,4.34843277167,1.70101199079,517776.78004,4593314.40406,"West","Savanna"
"690",344,196.581695623,28.6875116427,588260.681401,4585101.87379,"East","Forest"
"691",345,3.29203800475,1.97503072972,518694.615793,4590096.44324,"West","Savanna"
"692",345,130.355173297,14.8616867809,590659.449398,4585962.13074,"East","Forest"
"693",346,97.8665721517,35.9029602216,592450.273786,4579554.14042,"East","Forest"
"694",346,124.878351524,17.0214577728,516944.868011,4594113.01887,"West","Forest"
"695",347,0,0,517888.667379,4590102.91172,"West","Prairie"
"696",347,129.524311183,30.4527548615,586027.634187,4579413.62098,"East","Forest"
"697",348,23.4774327326,0.154650479823,521991.8133,4587687.49005,"West","Savanna"
"698",348,94.8323985094,44.976939308,592312.835589,4584395.94067,"East","Forest"
"699",349,0,0,593136.42096,4583610.379,"East","Prairie"
"700",349,15.9320496647,3.39868615216,521785.863815,4593305.40477,"West","Savanna"
"701",350,0.341979116221,0.0486926286235,522535.070477,4594914.3472,"West","Prairie"
"702",350,154.224668878,46.5754887363,588238.090201,4585908.46154,"East","Forest"
"703",351,58.2707916618,1.53536478929,518524.429452,4594905.81708,"West","Forest"
"704",351,95.4787931014,4.83798185597,592372.97408,4581169.22504,"East","Forest"
"705",352,59.3894316493,31.4171642407,519554.419367,4588480.99102,"West","Forest"
"706",352,136.853523059,24.964093323,585047.948924,4586710.6078,"East","Forest"
"707",353,6.94179173558,0.678869353616,516973.289123,4593319.24743,"West","Savanna"
"708",353,119.844966486,39.3506688712,589044.13297,4585925.53392,"East","Forest"
"709",354,0,0,517138.891639,4588495.7144,"West","Prairie"
"710",354,580.712805399,137.709712157,586628.19341,4585862.15947,"East","Forest"
"711",355,0,0,518720.488045,4589289.3344,"West","Prairie"
"712",355,162.675808188,74.1861438092,591544.571018,4581950.88657,"East","Forest"
"713",356,0,0,518766.954698,4587674.79825,"West","Prairie"
"714",356,68.9728748476,16.3561654808,592283.216837,4586007.89331,"East","Forest"
"715",357,0,0,521966.201994,4588484.94097,"West","Prairie"
"716",357,133.939174817,14.1165401778,591468.727035,4585981.65732,"East","Forest"
"717",358,0,0,523567.360779,4588481.23442,"West","Prairie"
"718",358,173.097550543,41.0481973856,588218.969797,4586785.94946,"East","Forest"
"719",359,0,0,517057.178818,4590908.26502,"West","Prairie"
"720",359,65.9794175081,6.68645286357,589878.006577,4584330.01784,"East","Forest"
"721",360,0,0,523446.322752,4591696.25391,"West","Prairie"
"722",360,544.438759316,168.833169049,585224.564357,4579393.50984,"East","Forest"
"723",361,0,0,517942.628081,4588488.96941,"West","Prairie"
"724",361,71.7399218153,22.2469068194,591602.683212,4580338.53367,"East","Forest"
"725",362,0,0,518552.349829,4594107.68697,"West","Prairie"
"726",362,537.717563487,118.794962822,587433.140295,4585885.31528,"East","Forest"
"727",363,0,0,516328.237306,4588503.0981,"West","Prairie"
"728",363,470.515242084,114.676937845,590839.232085,4579515.22745,"East","Forest"
"729",364,0,0,521936.140547,4589290.79865,"West","Prairie"
"730",364,0,0,586738.711609,4582643.29107,"East","Prairie"
"731",365,0,0,516273.240808,4590118.78638,"West","Prairie"
"732",365,89.8994270234,67.2358029701,585840.697969,4585838.31256,"East","Forest"
"733",366,0,0,524903.320135,4595578.32445,"West","Prairie"
"734",366,0,0,591503.032485,4584370.72164,"East","Prairie"
"735",367,0,0,517082.721545,4590109.36849,"West","Prairie"
"736",367,44.1718535496,3.62591778658,590094.356412,4577904.507,"East","Savanna"
"737",368,0,0,523474.574586,4590884.46582,"West","Prairie"
"738",368,95.1970674288,3.47306875591,584409.013291,4579378.055,"East","Forest"
"739",369,0,0,520216.749194,4592499.52371,"West","Prairie"
"740",369,180.638092622,18.3061345083,591457.45682,4586843.61482,"East","Forest"
"741",370,0,0,520362.475919,4588479.75784,"West","Prairie"
"742",370,567.633296048,20.7089306275,590064.53059,4578701.34236,"East","Forest"
"743",371,0,0,521164.338858,4588482.35329,"West","Prairie"
"744",371,848.763390647,55.0495690272,589951.469761,4581917.45861,"East","Forest"
"745",372,51.9575868211,2.63272978381,524309.780573,4590079.7228,"West","Forest"
"746",372,88.4678420554,4.48273172291,585122.059961,4583395.64362,"East","Forest"
"747",373,13.6450329728,2.57893701693,523313.894531,4595570.50317,"West","Savanna"
"748",373,235.574463912,16.2339586138,585204.823599,4580197.92507,"East","Forest"
"749",374,62.8727142388,13.5078236032,589864.089689,4585136.31405,"East","Forest"
"750",374,196.586718666,4.98059803196,519499.388604,4590095.87478,"West","Forest"
"751",375,5.22742671912,2.45011799889,518501.945347,4595574.65665,"West","Savanna"
"752",375,179.506743471,8.82286871814,591643.769766,4579532.28023,"East","Forest"
"753",376,0,0,517002.463951,4592513.20431,"West","Prairie"
"754",376,80.4418319748,36.6844301045,589850.17846,4585942.5973,"East","Forest"
"755",377,0,0,593184.351034,4581193.66725,"East","Prairie"
"756",377,750.175406205,85.5268850158,519599.704215,4586867.75077,"West","Forest"
"757",378,3.52583384483,0.285850620677,589979.999627,4581109.66278,"East","Savanna"
"758",378,25.916599106,11.6088069862,518608.825524,4592501.02032,"West","Savanna"
"759",379,0,0,593167.276119,4581996.63427,"East","Prairie"
"760",379,83.8060147558,27.5174071366,518665.997946,4590894.46709,"West","Forest"
"761",380,17.9956838757,9.66566046797,523418.399396,4592504.50342,"West","Savanna"
"762",380,269.023050776,92.1496105095,584339.579085,4582587.94527,"East","Forest"
"763",381,5.92986207608,0.270423491757,523502.820177,4590072.66339,"West","Savanna"
"764",381,144.299601594,71.7284512987,591665.133675,4578735.72571,"East","Forest"
"765",382,36.6789978,18.1394699708,588337.97341,4582691.3698,"East","Savanna"
"766",382,74.1070340679,17.5736753787,522830.836915,4586886.97018,"West","Forest"
"767",383,57.7594289206,21.1894054667,522017.426852,4586890.03341,"West","Forest"
"768",383,66.5249697706,58.7879723282,591527.538964,4582756.98665,"East","Forest"
"769",384,12.7343365562,2.99399877851,517167.167643,4587692.23684,"West","Savanna"
"770",384,147.10746997,53.6691277907,591561.598011,4581144.78321,"East","Forest"
"771",385,81.0938705396,10.0261724536,516223.493418,4591723.09992,"West","Forest"
"772",385,245.097219311,116.244268106,592497.945641,4577959.1412,"East","Forest"
"773",386,0,0,524129.683079,4594914.40801,"West","Prairie"
"774",386,35.5781162475,24.517668729,589080.635019,4584312.65401,"East","Savanna"
"775",387,0,0,516891.434012,4595575.05593,"West","Prairie"
"776",387,344.180690212,106.732145094,588364.811379,4581883.62826,"East","Forest"
"777",388,41.3266138371,13.4019227629,517031.634862,4591707.15028,"West","Savanna"
"778",388,143.412046007,70.9239253531,585943.785522,4582618.26325,"East","Forest"
"779",389,0,0,585185.088793,4581002.32892,"East","Prairie"
"780",389,87.965573537,39.4023675886,519441.358562,4591691.15112,"West","Forest"
"781",390,0,0,589900.473002,4583527.63766,"East","Prairie"
"782",390,31.8031145822,5.10841569751,521047.507668,4591692.52622,"West","Savanna"
"783",391,0,0,588283.262656,4584295.27915,"East","Prairie"
"784",391,18.2959597919,4.68170333022,520387.169919,4587673.94312,"West","Savanna"
"785",392,0,0,584370.794672,4580988.86904,"East","Prairie"
"786",392,14.8440179793,4.48285865826,520333.320932,4589287.53107,"West","Savanna"
"787",393,0,0,588421.240521,4580270.76172,"East","Prairie"
"788",393,20.0184513948,10.7521089842,524236.519563,4591697.44955,"West","Savanna"
"789",394,0,0,586056.809044,4577801.19435,"East","Prairie"
"790",394,18.5849542785,4.5296420945,520304.1626,4590095.29716,"West","Savanna"
"791",395,11.4173286337,4.628196648,587662.866572,4577832.18912,"East","Savanna"
"792",395,62.0432010306,13.9898005253,518637.377096,4591692.47759,"West","Forest"
"793",396,27.4438662441,15.4078616076,589268.077614,4577877.57272,"East","Savanna"
"794",396,27.9621668314,0.481733728219,520987.014337,4593307.31946,"West","Savanna"
"795",397,30.8357035938,7.15610418847,584437.852224,4577767.08542,"East","Savanna"
"796",397,73.5264520741,33.5307628597,524178.73219,4593316.66852,"West","Forest"
"797",398,8.23563805369,1.2352255815,517986.484959,4586878.13289,"West","Savanna"
"798",398,80.6999994956,32.7948172327,585245.437298,4577787.91715,"East","Forest"
"799",399,1.76695268681,0.878316906928,586868.184068,4577814.46134,"East","Savanna"
"800",399,58.4510515024,12.5578560219,520411.864215,4586868.12205,"West","Forest"
"801",400,2.97166779656,0.164128526472,516122.781654,4594934.78313,"West","Savanna"
"802",400,37.7828805325,8.5194663257,591686.501073,4577939.1682,"East","Savanna"
"803",401,0,0,586849.447503,4578624.09649,"East","Prairie"
"804",401,16.7307127052,2.06852885103,520245.340934,4591689.81691,"West","Savanna"
"805",402,30.6982250614,55.9980728411,590690.516498,4584350.37473,"East","Savanna"
"806",402,59.4929544695,1.35654862425,521906.083384,4590096.65218,"West","Forest"
"807",403,27.8931937568,14.7555722477,523535.091913,4589276.95617,"West","Savanna"
"808",403,94.0767480416,19.0677567367,593088.049724,4586876.66166,"East","Forest"
"809",404,103.980593478,10.5375488792,516364.482298,4586892.08137,"West","Forest"
"810",404,222.049873874,85.1733491912,590725.240969,4582741.1208,"East","Forest"
"811",405,0.334675526242,0.0610497331983,524449.308849,4586882.25301,"West","Prairie"
"812",405,24.0978682818,13.1019417052,583630.27636,4577746.24704,"East","Savanna"
"813",406,18.7452716719,3.95132165121,517720.436887,4594906.30215,"West","Savanna"
"814",406,43.3253518421,11.9425842182,585234.998796,4578590.71862,"East","Savanna"
"815",407,29.968517389,7.30411578318,521105.121402,4590095.97657,"West","Savanna"
"816",407,80.5184634426,9.17984421715,588391.655333,4581075.88829,"East","Forest"
"817",408,124.738681734,42.9800956178,518580.267111,4593309.55016,"West","Forest"
"818",408,219.99890227,144.917615925,587538.341922,4582667.33032,"East","Forest"
"819",409,0,0,586830.705667,4579433.72024,"East","Prairie"
"820",409,24.3411902427,3.55215258607,516169.828743,4593339.25449,"West","Savanna"
"821",410,0,0,588469.884593,4578659.04046,"East","Prairie"
"822",410,1.3717647053,0.625575092163,523390.4702,4593312.74751,"West","Savanna"
"823",411,0.592024921024,0.073195963092,588450.830432,4579465.62846,"East","Savanna"
"824",411,37.1360138875,4.59137141928,522648.002219,4591695.74826,"West","Savanna"
"825",412,0.247450016862,0.0426308232439,593110.176357,4585227.64256,"East","Prairie"
"826",412,2.50244935338,0.431123333163,524922.728551,4594920.58305,"West","Savanna"
"827",413,0.263048962838,0.0565144837797,585148.855373,4582593.2317,"East","Prairie"
"828",413,7.50431807425,2.46401617275,524996.936443,4592505.88943,"West","Savanna"
"829",414,0,0,590034.694299,4579498.17106,"East","Prairie"
"830",414,7.36933867189,3.95814496231,521849.679848,4591695.23104,"West","Savanna"
"831",415,3.41592421706,1.01083061971,525071.726914,4590892.70649,"West","Savanna"
"832",415,17.8427009543,2.21505235511,588488.943362,4577852.44335,"East","Savanna"
"833",416,0,0,590881.314912,4577921.82333,"East","Prairie"
"834",416,20.1639626742,8.25552240178,518746.365282,4588482.22163,"West","Savanna"
"835",417,0,0,518787.550592,4586867.37078,"West","Prairie"
"836",417,12.8428554166,6.38392704561,589242.762373,4579481.90335,"East","Savanna"
"837",418,31.5969955016,12.9364306217,523605.804788,4587682.57286,"West","Savanna"
"838",418,244.821668972,223.295347284,589834.738394,4586820.03224,"East","Forest"
"839",419,0,0,525116.739194,4590086.76786,"West","Prairie"
"840",419,78.0182722323,21.7033106835,584299.424489,4584192.53217,"East","Forest"
"841",420,1.68447233968,0.372141143523,524944.860814,4594120.58632,"West","Savanna"
"842",420,178.37480732,94.3607383055,584256.368334,4585806.43087,"East","Forest"
"843",421,33.9074423825,11.1333882147,525026.712838,4591698.63649,"West","Savanna"
"844",421,74.4999882307,25.6697968358,593097.708951,4586034.12558,"East","Forest"
"845",422,0,0,585890.498155,4584222.74475,"East","Prairie"
"846",422,112.975406069,11.4490966419,520274.750133,4590892.55835,"West","Forest"
"847",423,0,0,586685.733136,4584247.43528,"East","Prairie"
"848",423,3.34083928695,0.555247667036,517195.436855,4586888.75022,"West","Savanna"
"849",424,0.708302423052,0.0147149875442,585095.259597,4584198.04411,"East","Savanna"
"850",424,458.809303042,38.1270652742,517110.808263,4589302.54651,"West","Forest"
"851",425,0,0,516916.440583,4594906.78454,"West","Prairie"
"852",425,203.592376045,45.906991935,593220.568326,4580384.83179,"East","Forest"
"853",426,0,0,586805.291685,4580233.40046,"East","Prairie"
"854",426,3.54396725765,1.1636490554,521214.643234,4586879.08014,"West","Savanna"
"855",427,0,0,524966.993497,4593320.58923,"West","Prairie"
"856",427,7.12108080298,0.422171673549,590007.348885,4580303.91826,"East","Savanna"
"857",428,0,0,549870.393581,4561227.23301,"West","Prairie"
"858",428,0.628219363486,0.134014172447,593309.397045,4577979.11398,"East","Savanna"
"859",429,0,0,549801.120291,4562848.49382,"West","Prairie"
"860",429,0,0,561109.445082,4567053.99326,"East","Prairie"
"861",430,0,0,549078.454155,4561225.57951,"West","Prairie"
"862",430,326.687641991,82.7675357629,564405.222568,4563004.55031,"East","Forest"
"863",431,0,0,549028.185526,4562838.37683,"West","Prairie"
"864",431,143.186516319,9.86730030654,561181.720045,4563014.10247,"East","Forest"
"865",432,0,0,549902.001264,4560422.85226,"West","Prairie"
"866",432,280.669550651,23.3236471171,560331.224362,4566226.01818,"East","Forest"
"867",433,0,0,549835.759558,4562037.86735,"West","Prairie"
"868",433,195.426977042,202.108618515,562798.058804,4562175.3487,"East","Forest"
"869",434,0,0,550728.29531,4559635.53551,"West","Prairie"
"870",434,76.8624051662,70.1041600064,562810.474866,4561400.89086,"East","Forest"
"871",435,0,0,550667.273413,4561243.3482,"West","Prairie"
"872",435,432.059550534,323.13744117,561818.529254,4564646.34906,"East","Forest"
"873",436,0,0,545656.549895,4562770.25159,"West","Prairie"
"874",436,61.9477910357,19.2103183272,564344.236915,4567056.50877,"East","Forest"
"875",437,0,0,546651.916084,4561986.69912,"West","Prairie"
"876",437,68.5149390646,6.24906576971,561847.138295,4563023.82359,"East","Forest"
"877",438,66.5910720439,37.3863512243,561254.487472,4558156.68051,"East","Forest"
"878",438,78.8825656787,16.9474436639,554718.481693,4563711.46721,"West","Forest"
"879",439,0,0,552187.119882,4564492.14507,"West","Prairie"
"880",439,41.4890244355,3.57387582693,560417.034065,4561373.00017,"East","Savanna"
"881",440,24.5156908522,7.25461380348,553154.251145,4558854.01635,"West","Savanna"
"882",440,320.832779325,120.30059293,561166.326124,4563822.24927,"East","Forest"
"883",441,64.8422685517,22.342122457,552998.164084,4564506.24597,"West","Forest"
"884",441,92.9583621264,21.149111103,561201.124808,4562199.60865,"East","Forest"
"885",442,83.9152025608,26.7028493495,551393.299268,4563674.07944,"West","Forest"
"886",442,131.132814793,40.6649385424,564378.679297,4564613.6286,"East","Forest"
"887",443,54.4958378508,46.5010474739,562025.533124,4558160.22294,"East","Forest"
"888",443,95.355916995,44.887009819,553098.096076,4560470.6072,"West","Forest"
"889",444,77.175533977,59.6357659109,562862.293279,4558168.32656,"East","Forest"
"890",444,152.628703425,44.8561012193,551376.07676,4564478.04025,"West","Forest"
"891",445,37.6977469811,15.2813842724,564391.952203,4563809.09444,"East","Savanna"
"892",445,61.3849757313,21.4308119257,551410.523825,4562870.11107,"West","Forest"
"893",446,92.1460821323,2.84815764814,561232.55689,4560577.84449,"East","Forest"
"894",446,144.4321117,51.8880453352,553851.669369,4564511.14482,"West","Forest"
"895",447,56.639204134,19.6591632162,553955.152246,4559667.14747,"West","Forest"
"896",447,68.9355729235,28.223577664,562823.443816,4560591.74894,"East","Forest"
"897",448,8.61500058768,3.63191731153,553873.47903,4562901.27095,"West","Savanna"
"898",448,19.5077403331,9.6474846968,563292.308671,4559786.04184,"East","Savanna"
"899",449,0.43922142564,0.139097988345,560497.037001,4558147.71653,"East","Prairie"
"900",449,37.77953897,13.8596586659,552266.534236,4561267.9187,"West","Savanna"
"901",450,8.48298063056,2.5618402794,561244.586897,4559770.5712,"East","Savanna"
"902",450,337.409050607,104.803193638,546588.409073,4566828.13837,"West","Forest"
"903",451,103.450211864,5.92334655543,547441.989477,4564466.06599,"West","Forest"
"904",451,215.721447324,37.1646080587,559530.936714,4566210.80453,"East","Forest"
"905",452,2.82891854693,0.103207261355,548251.424017,4565341.2421,"West","Savanna"
"906",452,11.3627904669,0.65061003317,561220.526416,4561385.10302,"East","Savanna"
"907",453,0,0,549014.681963,4564499.94447,"West","Prairie"
"908",453,0,0,562836.409298,4559782.59568,"East","Prairie"
"909",454,7.07206853735,1.96374157127,547413.641589,4566077.57732,"West","Savanna"
"910",454,31.3278015756,10.1593800717,561249.53781,4558963.62985,"East","Savanna"
"911",455,0,0,562040.498549,4559776.59016,"East","Prairie"
"912",455,26.2777720943,15.3390454896,554731.794336,4562906.89736,"West","Savanna"
"913",456,34.7951830264,16.3086560153,553068.888221,4561277.72737,"West","Savanna"
"914",456,803.942528911,361.005365881,561150.929659,4564630.39044,"East","Forest"
"915",457,0,0,562849.35259,4558975.46526,"East","Prairie"
"916",457,550.123195564,99.2355473917,550605.846081,4562857.65861,"West","Forest"
"917",458,32.372118346,16.6820487863,551437.352297,4562064.11239,"West","Savanna"
"918",458,59.0315240641,29.1938335919,561131.52136,4566241.22471,"East","Forest"
"919",459,40.0519039591,8.84844528965,548267.243392,4564537.8505,"West","Savanna"
"920",459,162.175747654,34.1850763341,563356.760869,4558172.0053,"East","Forest"
"921",460,100.501448044,15.1756009444,562015.500089,4561393.00339,"East","Forest"
"922",460,221.097927307,47.5015567128,552212.845869,4562882.88197,"West","Forest"
"923",461,3.1341673327,0.134989012399,547507.824492,4559574.98107,"West","Savanna"
"924",461,107.037890724,6.29148037408,564354.219859,4566232.94167,"East","Forest"
"925",462,0,0,550569.094007,4564470.03542,"West","Prairie"
"926",462,602.06439387,74.4372096304,564366.448024,4565423.29062,"East","Forest"
"927",463,0,0,554662.940503,4566958.77318,"West","Prairie"
"928",463,124.796638018,61.7177404935,563554.689157,4566222.01218,"East","Forest"
"929",464,0,0,551553.189744,4558839.37065,"West","Prairie"
"930",464,0,0,573439.768305,4559890.55534,"East","Prairie"
"931",465,0,0,573339.689569,4564732.38976,"East","Prairie"
"932",465,63.3246882902,11.7117890064,548271.025956,4562017.07964,"West","Forest"
"933",466,1.41508559039,0.861158377106,546604.209908,4565202.40052,"West","Savanna"
"934",466,542.423438228,125.881305948,565415.474929,4561409.4971,"East","Forest"
"935",467,4.26431517155,0.449438161256,549847.642464,4566155.50652,"West","Savanna"
"936",467,121.805730826,28.8849014095,570931.915072,4564666.54295,"East","Forest"
"937",468,3.65026260498,0.832326913177,552973.885197,4566118.13485,"West","Savanna"
"938",468,546.230736175,200.388140317,574082.544626,4567145.4551,"East","Forest"
"939",469,0,0,552998.15014,4566938.78568,"West","Prairie"
"940",469,93.7520304799,19.4294857051,572671.450531,4558259.40565,"East","Forest"
"941",470,7.4990453253,1.71751970329,548334.546271,4558784.31469,"West","Savanna"
"942",470,604.987937863,327.703994868,566969.27774,4564632.76226,"East","Forest"
"943",471,55.0432052405,12.550861696,548235.598917,4566144.6228,"West","Forest"
"944",471,701.609336163,71.1021396077,567018.728299,4558203.52141,"East","Forest"
"945",472,40.1030284514,22.8605675071,548255.264709,4562827.2008,"West","Savanna"
"946",472,79.0582967088,7.73147003382,566225.346378,4560612.57801,"East","Forest"
"947",473,12.2628363035,4.97093669595,554788.580093,4558868.51762,"West","Savanna"
"948",473,246.089364936,52.8708164176,566215.570753,4558198.5339,"East","Forest"
"949",474,136.2679599,23.4763181106,566221.177232,4561415.818,"East","Forest"
"950",474,274.806638556,20.7477402802,546616.730736,4564394.27082,"West","Forest"
"951",475,0,0,569444.341058,4558220.28369,"East","Prairie"
"952",475,117.450488402,20.234433905,548286.791047,4561206.95208,"West","Forest"
"953",476,3.92536589063,2.01486941429,553913.143674,4561281.38065,"West","Savanna"
"954",476,77.6222360627,8.18100765191,567816.521116,4561428.38453,"East","Forest"
"955",477,2.86996179626,0.843454041995,549762.11785,4564462.02981,"West","Savanna"
"956",477,229.05893774,45.1496261168,570200.88962,4561445.44341,"East","Forest"
"957",478,11.1332981665,3.0688810437,547482.536214,4557960.12073,"West","Savanna"
"958",478,69.8210266284,28.3384479491,567018.848624,4561422.10493,"East","Forest"
"959",479,93.0252836455,9.80441424942,570980.349427,4562258.56897,"East","Forest"
"960",479,146.283718586,19.2719941122,546591.688619,4566010.5237,"West","Forest"
"961",480,13.4987659367,3.75511918665,549041.619837,4566150.06915,"West","Savanna"
"962",480,105.637086571,46.3009430879,568631.039291,4559824.89078,"East","Forest"
"963",481,213.227109601,154.394549018,567787.223366,4563833.70724,"East","Forest"
"964",481,363.269210118,53.0125129994,546725.399576,4557954.20074,"West","Forest"
"965",482,11.3399115341,3.12583378472,551495.92212,4560454.73057,"West","Savanna"
"966",482,42.1403991893,4.4413939318,569277.609104,4567064.69222,"East","Savanna"
"967",483,8.18296150735,4.02197676303,551527.669737,4559651.34854,"West","Savanna"
"968",483,271.926911885,61.866542609,570252.723449,4558228.83481,"East","Forest"
"969",484,23.4581769339,3.42329290514,545617.506725,4557945.44758,"West","Savanna"
"970",484,257.166981399,76.1001247854,566192.782703,4563020.27144,"East","Forest"
"971",485,13.312562308,4.88379621849,553826.613096,4566126.5637,"West","Savanna"
"972",485,87.8785225974,32.0606673496,566206.980473,4562218.04821,"East","Forest"
"973",486,5.75263935561,0.862811994267,546684.187395,4560366.46736,"West","Savanna"
"974",486,63.6597309891,11.9027820077,571045.771255,4559046.45913,"East","Forest"
"975",487,15.3197926582,2.86441914818,549766.89399,4565310.61886,"West","Savanna"
"976",487,137.34700207,25.6804639237,571866.278158,4558248.39571,"East","Forest"
"977",488,12.9956080966,7.21712911247,553181.200868,4558044.54394,"West","Savanna"
"978",488,167.239957013,61.3530176043,570915.715437,4567078.62293,"East","Forest"
"979",489,85.1149480388,29.844839482,548352.876025,4557978.63969,"West","Forest"
"980",489,770.015713843,81.1559260152,571013.31911,4560655.89678,"East","Forest"
"981",490,2.47667683313,0.371465399697,551578.712976,4558027.38184,"West","Savanna"
"982",490,236.560375265,88.7015144397,565299.003038,4563012.41472,"East","Forest"
"983",491,0,0,553939.549092,4558053.81088,"West","Prairie"
"984",491,144.828949149,46.0863525626,570173.303534,4563048.7437,"East","Forest"
"985",492,3.26866891884,1.19913150722,552327.481728,4559657.41919,"West","Savanna"
"986",492,176.638098868,34.8169960122,566994.897167,4563026.53681,"East","Forest"
"987",493,8.04923218612,2.03930307485,552340.751237,4558038.84234,"West","Savanna"
"988",493,597.616209729,62.9858534447,568589.562702,4563034.70265,"East","Forest"
"989",494,0,0,554679.344354,4566134.98656,"West","Prairie"
"990",494,69.3178162735,25.4296717009,570143.596818,4564652.51513,"East","Forest"
"991",495,0.906847151363,0.191154593342,549958.260527,4558000.52398,"West","Savanna"
"992",495,82.2325464556,21.6672800834,567777.432854,4564634.61246,"East","Forest"
"993",496,0.300771079018,0.0908321613197,549226.492533,4557987.49537,"West","Prairie"
"994",496,71.4564661477,13.3605770301,567806.7675,4562230.59324,"East","Forest"
"995",497,0.0818669575458,0.0507747020076,551332.591657,4566088.6889,"West","Prairie"
"996",497,65.0868032161,23.8774982656,566176.953809,4563825.59156,"East","Forest"
"997",498,0.0795430028176,0.0356296504428,546634.886822,4562800.42944,"West","Prairie"
"998",498,188.848166827,79.7104185282,566229.514586,4559809.33104,"East","Forest"
"999",499,6.83815362019,2.93827215802,545640.325422,4566002.05091,"West","Savanna"
"1000",499,224.617610203,34.7137040232,569432.136003,4559831.05412,"East","Forest"
"1001",500,20.9731226619,3.36883448177,551378.644244,4566917.92221,"West","Savanna"
"1002",500,282.41172097,133.941722803,572580.302176,4561485.49296,"East","Forest"
"1003",501,31.4186985834,8.15108585254,546712.414983,4558757.09056,"West","Savanna"
"1004",501,112.118026722,62.2649027792,567823.232913,4560623.55583,"East","Forest"
"1005",502,67.21755197,25.2041308693,571831.433976,4559865.78835,"East","Forest"
"1006",502,79.6648831524,29.8714261649,549773.565569,4563655.03945,"West","Forest"
"1007",503,10.4597634663,4.24003230237,554783.002663,4559670.80358,"West","Savanna"
"1008",503,11.2440277322,2.02828612916,567029.72861,4559814.02918,"East","Savanna"
"1009",504,32.2763567771,1.60275779494,568633.113416,4558214.39648,"East","Savanna"
"1010",504,43.8175141244,25.6662774134,546699.430077,4559559.96626,"West","Savanna"
"1011",505,0,0,549835.634896,4566931.74118,"West","Prairie"
"1012",505,262.54619685,21.8175959346,569393.846201,4562235.61798,"East","Forest"
"1013",506,15.0050840934,2.73714780045,549122.58646,4559604.22041,"West","Savanna"
"1014",506,542.553312739,67.0794604152,570996.202864,4561456.25371,"East","Forest"
"1015",507,2.55525704385,0.704353713194,550836.94165,4558014.11469,"West","Savanna"
"1016",507,209.514698558,231.009958474,572492.882767,4567111.3774,"East","Forest"
"1017",508,69.458219126,10.1361597454,569418.857417,4560632.84347,"East","Forest"
"1018",508,104.795940736,9.61126053791,554757.392216,4561285.02292,"West","Forest"
"1019",509,87.1466306535,8.83156990606,565417.733114,4558192.70317,"East","Forest"
"1020",509,88.3421869799,8.05745643526,554692.258103,4565325.51401,"West","Forest"
"1021",510,75.2502956994,15.0231757283,548261.256255,4563682.52952,"West","Forest"
"1022",510,404.991650568,251.179853138,572539.553608,4563895.49593,"East","Forest"
"1023",511,0.937284614122,0.228440908653,546668.944216,4561172.9573,"West","Savanna"
"1024",511,154.711411627,14.1108172871,571788.251918,4561470.877,"East","Forest"
"1025",512,0,0,567821.886833,4558208.50151,"East","Prairie"
"1026",512,55.4864335778,22.7172358329,549928.959149,4559618.45082,"West","Forest"
"1027",513,0,0,571030.434241,4559855.53276,"East","Prairie"
"1028",513,41.7659350202,19.5758782728,553042.029946,4562086.68807,"West","Savanna"
"1029",514,32.8187597979,17.627281707,553127.298773,4559663.48302,"West","Savanna"
"1030",514,136.819483761,50.1930779325,574264.844745,4559097.41194,"East","Forest"
"1031",515,49.8583610115,4.54744879561,574102.982045,4566374.04445,"East","Forest"
"1032",515,506.346622257,139.83044318,548316.22191,4559589.9836,"West","Forest"
"1033",516,0,0,569405.577595,4561434.62582,"East","Prairie"
"1034",516,12.1328893645,13.5006254218,554770.201963,4560477.92004,"West","Savanna"
"1035",517,0,0,549943.609681,4558809.48919,"West","Prairie"
"1036",517,115.538419458,4.97625540731,574122.5544,4565567.79912,"East","Forest"
"1037",518,18.6040010939,5.17530578598,545682.116851,4561162.00275,"West","Savanna"
"1038",518,394.068500867,25.5587144533,566161.123674,4564630.90456,"East","Forest"
"1039",519,128.012800502,16.2162608587,547445.076887,4562813.81887,"West","Forest"
"1040",519,396.047407279,20.0680183345,571753.172178,4563074.32163,"East","Forest"
"1041",520,0,0,548221.812438,4566908.00678,"West","Prairie"
"1042",520,215.619946285,3.71471214046,569438.239037,4559025.67249,"East","Forest"
"1043",521,16.6236804243,10.3101720782,547477.863243,4561189.96019,"West","Savanna"
"1044",521,126.546591879,30.0091449339,569382.1136,4563036.60319,"East","Forest"
"1045",522,0.170542301672,0.0965256217518,551464.177404,4561258.10262,"West","Prairie"
"1046",522,323.227216498,34.0665827939,566909.940369,4566279.85957,"East","Forest"
"1047",523,108.522430524,31.2888133748,545698.555091,4559550.81522,"West","Forest"
"1048",523,827.61789832,83.8720357828,570964.494693,4563060.87713,"East","Forest"
"1049",524,2.63740928147,0.31004364194,550590.114073,4566122.10167,"West","Savanna"
"1050",524,133.665672361,63.3947145474,572632.435065,4559876.03642,"East","Forest"
"1051",525,0,0,548301.502232,4560398.47353,"West","Prairie"
"1052",525,863.697590689,114.224569538,572606.369373,4560680.76829,"East","Forest"
