"","FID","density","basal","POINT_X","POINT_Y","Line","Type"
"2614",1306,83.9693839361,28.6347466978,552666.812659,4595168.60053,"East","Forest"
"2615",1307,1.78347876639,0.115673859807,525272.903312,4564340.38506,"West","Savanna"
"2616",1307,99.6083650374,18.1700292762,552678.647047,4594365.99258,"East","Forest"
"2617",1308,0,0,537397.67082,4574052.56122,"West","Prairie"
"2618",1308,178.053221625,42.2233807669,554266.36999,4595211.77903,"East","Forest"
"2619",1309,0,0,538210.238261,4574861.23517,"West","Prairie"
"2620",1309,255.119492117,54.9401557556,550396.762456,4588700.4259,"East","Forest"
"2621",1310,0,0,541442.644896,4569225.34243,"West","Prairie"
"2622",1310,0,0,548684.423088,4593463.58691,"East","Prairie"
"2623",1311,0,0,537416.772147,4569226.2751,"West","Prairie"
"2624",1311,99.7873472992,15.4722765299,553594.679602,4588781.40497,"East","Forest"
"2625",1312,0,0,541435.777659,4572440.1687,"West","Prairie"
"2626",1312,295.300794927,9.12749840376,551151.380332,4591125.96895,"East","Forest"
"2627",1313,0,0,543842.302941,4574086.22389,"West","Prairie"
"2628",1313,339.416679286,320.579983939,554252.394239,4595974.08327,"East","Forest"
"2629",1314,0,0,544655.354895,4571644.14088,"West","Prairie"
"2630",1314,204.134529575,50.9941909886,548765.984544,4590265.64677,"East","Forest"
"2631",1315,65.0763191714,36.4369966881,548732.911423,4591856.09029,"East","Forest"
"2632",1315,257.483611129,23.6148657423,538226.589066,4570829.3345,"West","Forest"
"2633",1316,54.4004612915,37.4885640197,542256.446405,4569227.57656,"West","Forest"
"2634",1316,415.618717694,168.477690167,551191.637479,4588720.52115,"East","Forest"
"2635",1317,10.1749272151,3.38214688776,541439.275591,4570032.38834,"West","Savanna"
"2636",1317,53.6689692552,26.6505787547,548021.835046,4587036.60961,"East","Forest"
"2637",1318,79.5470496542,23.5796447249,539825.254733,4570835.3197,"West","Forest"
"2638",1318,113.85189159,48.7477162065,553634.616055,4587181.32193,"East","Forest"
"2639",1319,114.171337319,26.6695279089,551218.376634,4587126.69096,"East","Forest"
"2640",1319,297.066115819,63.9733896355,538225.394101,4570026.49252,"West","Forest"
"2641",1320,90.5262260047,33.9440336706,550418.661152,4587101.85906,"East","Forest"
"2642",1320,1602.11298374,361.005365881,543870.974537,4569235.92419,"West","Forest"
"2643",1321,0,0,560003.218373,4590546.82189,"East","Prairie"
"2644",1321,65.3694222371,14.0442262644,544671.70123,4569242.03795,"West","Forest"
"2645",1322,0,0,544646.957926,4576506.27384,"West","Prairie"
"2646",1322,0,0,561538.870617,4595371.94596,"East","Prairie"
"2647",1323,0,0,539809.421047,4575664.78535,"West","Prairie"
"2648",1323,0,0,564063.191363,4588974.74017,"East","Prairie"
"2649",1324,0,0,543839.074588,4575702.89369,"West","Prairie"
"2650",1324,1602.11298374,313.026682881,563222.531336,4590574.65261,"East","Forest"
"2651",1325,0,0,544651.736264,4573278.36327,"West","Prairie"
"2652",1325,124.45932291,9.64886387358,560031.41463,4588937.60905,"East","Forest"
"2653",1326,0,0,541423.89942,4576484.13313,"West","Prairie"
"2654",1326,85.1565155638,8.97508421265,557531.509129,4592896.7276,"East","Forest"
"2655",1327,0,0,542242.128862,4572448.46947,"West","Prairie"
"2656",1327,346.469542304,50.7364667175,561676.009783,4587338.01607,"East","Forest"
"2657",1328,0,0,543054.890861,4571648.5759,"West","Prairie"
"2658",1328,186.111811479,92.5124661353,563258.425161,4588964.554,"East","Forest"
"2659",1329,0.789651788049,0.320898218443,540630.237444,4574063.86646,"West","Savanna"
"2660",1329,53.784305792,7.84883808082,559238.834571,4588119.04892,"East","Forest"
"2661",1330,0,0,536610.993645,4568421.06752,"West","Prairie"
"2662",1330,353.623914838,48.2004643754,556748.584717,4592075.5631,"East","Forest"
"2663",1331,0,0,536597.860919,4570827.0343,"West","Prairie"
"2664",1331,150.076060598,73.3070544944,561556.560181,4593772.97427,"East","Forest"
"2665",1332,38.097035522,9.28524941143,556713.381657,4593676.05054,"East","Savanna"
"2666",1332,87.0890140473,30.228128514,539815.529051,4574863.82499,"West","Forest"
"2667",1333,0,0,543070.426285,4568420.09759,"West","Prairie"
"2668",1333,333.9882909,49.4164345596,560782.340136,4592153.837,"East","Forest"
"2669",1334,2.85681597298,1.66760066294,543026.391681,4575692.51014,"West","Savanna"
"2670",1334,555.944650121,146.484682334,560755.407298,4593760.67105,"East","Forest"
"2671",1335,50.0347669126,11.3834927837,543048.38108,4572456.75831,"West","Forest"
"2672",1335,365.113483446,57.9067943605,560813.964133,4590546.86214,"East","Forest"
"2673",1336,71.4068425991,27.6795216208,542234.553978,4574069.97238,"West","Forest"
"2674",1336,110.303212675,47.228286092,563163.193174,4593793.03084,"East","Forest"
"2675",1337,0.865127108987,0.240663140695,541437.353904,4573252.62405,"West","Savanna"
"2676",1337,20.3283571414,1.74078967162,562434.444127,4589758.52655,"East","Savanna"
"2677",1338,0,0,539842.394171,4567615.60832,"West","Prairie"
"2678",1338,119.806652734,26.286099385,555930.459559,4592854.88597,"East","Forest"
"2679",1339,134.466398403,31.6147002077,540630.579885,4570837.37712,"West","Forest"
"2680",1339,889.13278343,361.005365881,559192.479437,4590546.77222,"East","Forest"
"2681",1340,1.1828274986,0.405158937054,538224.19866,4569223.64359,"West","Savanna"
"2682",1340,59.6601361002,23.3679733293,559206.562133,4589741.16109,"East","Forest"
"2683",1341,0,0,538206.788134,4575667.12542,"West","Prairie"
"2684",1341,86.8313441065,14.8713549198,563992.05463,4592191.1199,"East","Forest"
"2685",1342,2.11778006303,0.820917672722,539840.073248,4568417.00674,"West","Savanna"
"2686",1342,247.020166436,101.134908383,562453.661243,4588954.36168,"East","Forest"
"2687",1343,1.51350246666,0.742362122865,538220.555729,4572446.32576,"West","Savanna"
"2688",1343,195.456844924,63.0881265694,555886.982087,4594453.62642,"East","Forest"
"2689",1344,0.463676353698,0.0319529655767,536577.730369,4576465.94107,"West","Prairie"
"2690",1344,37.4377197377,9.86438574755,560861.74118,4587323.45615,"East","Savanna"
"2691",1345,21.6756147338,4.39327843986,539820.273532,4573256.93028,"West","Savanna"
"2692",1345,60.8938666873,16.9396023472,564010.947059,4591388.87029,"East","Forest"
"2693",1346,79.0928378273,40.0769324702,558292.160321,4595316.27263,"East","Forest"
"2694",1346,485.158010372,35.6458128979,535806.71746,4567609.60551,"West","Forest"
"2695",1347,0,0,544642.252016,4577299.37566,"West","Prairie"
"2696",1347,62.632053708,14.3447307804,562471.9728,4588153.46799,"East","Forest"
"2697",1348,42.9977590753,17.6041271752,541435.841939,4571639.8014,"West","Savanna"
"2698",1348,423.645953576,36.4929774383,555065.537782,4595231.47381,"East","Forest"
"2699",1349,32.8277653985,10.1966875149,539831.505876,4570026.81252,"West","Savanna"
"2700",1349,36.2791440941,8.60320358713,560736.917775,4594490.75406,"East","Savanna"
"2701",1350,11.8589768888,2.33150452619,543848.86198,4572457.96184,"West","Savanna"
"2702",1350,100.657980992,24.5329970155,562325.065699,4595384.12672,"East","Forest"
"2703",1351,9.19983576155,3.72930046948,541452.470778,4567615.77978,"West","Savanna"
"2704",1351,715.507509596,104.415265861,557508.438474,4595299.40551,"East","Forest"
"2705",1352,8.003564905,3.24437295744,542261.486908,4567613.08377,"West","Savanna"
"2706",1352,155.243788371,30.8359699512,561614.592855,4590554.77517,"East","Forest"
"2707",1353,25.3584922938,11.5644039335,544651.758347,4575713.26988,"West","Savanna"
"2708",1353,60.9351132911,47.0863234075,555151.365963,4592032.49525,"East","Forest"
"2709",1354,10.4410409812,3.38595427503,543039.430071,4573265.82227,"West","Savanna"
"2710",1354,87.1683561809,21.2452207064,555951.662685,4592053.68046,"East","Forest"
"2711",1355,68.4616374298,21.6812648231,544676.345409,4568426.22809,"West","Forest"
"2712",1355,240.092222986,79.9283369646,559949.276999,4592148.93458,"East","Forest"
"2713",1356,2.67229167997,0.660786248119,536592.965995,4572442.57467,"West","Savanna"
"2714",1356,60.6489742563,34.0502680517,561579.167041,4592167.0852,"East","Forest"
"2715",1357,19.0356659477,5.74872652595,536581.758826,4574049.68168,"West","Savanna"
"2716",1357,126.175580209,12.9146902546,556686.575889,4595275.28631,"East","Forest"
"2717",1358,34.4221995045,6.43609281035,539040.452567,4567614.50311,"West","Savanna"
"2718",1358,217.574224576,39.247749319,558370.040199,4593718.72475,"East","Forest"
"2719",1359,27.2430139344,3.10595375559,543028.672773,4576494.25421,"West","Savanna"
"2720",1359,163.415811047,52.9945687427,555845.262207,4596009.66065,"East","Forest"
"2721",1360,7.12681664567,3.82788397431,541447.508269,4568420.5623,"West","Savanna"
"2722",1360,37.324659928,7.56507373612,563944.229914,4594615.98227,"East","Savanna"
"2723",1361,19.2207020967,7.79141880473,543861.387083,4570834.65514,"West","Savanna"
"2724",1361,92.9225076522,12.241977697,561647.922064,4588947.02109,"East","Forest"
"2725",1362,86.4521702889,17.5223845078,537406.710676,4572444.45163,"West","Forest"
"2726",1362,237.88666769,43.3940233306,555109.556065,4593635.94451,"East","Forest"
"2727",1363,0,0,559220.64123,4588935.53845,"East","Prairie"
"2728",1363,22.889350223,13.361132102,544661.469909,4570829.02114,"West","Savanna"
"2729",1364,0,0,543065.874484,4570035.10062,"West","Prairie"
"2730",1364,88.7644255503,16.5967337742,562308.650811,4596112.00711,"East","Forest"
"2731",1365,2.30399518728,0.258006802097,559257.01829,4587302.5548,"East","Savanna"
"2732",1365,100.342973621,21.5580829285,539821.641051,4574062.75782,"West","Forest"
"2733",1366,10.7208146123,3.85151271475,544649.243786,4572459.15353,"West","Savanna"
"2734",1366,272.474637424,43.7665849172,560828.072829,4589743.2695,"East","Forest"
"2735",1367,20.4293981413,7.33937574163,544666.588202,4570035.48297,"West","Savanna"
"2736",1367,46.4882620643,6.78411362253,560798.148433,4591350.35144,"East","Savanna"
"2737",1368,0.55479326325,0.10007797092,537425.528237,4567613.26116,"West","Savanna"
"2738",1368,210.158629787,52.1795852598,562415.227659,4590562.68494,"East","Forest"
"2739",1369,2.67812810918,1.03812607032,539804.372146,4576473.09921,"West","Savanna"
"2740",1369,51.4300501812,13.5511953601,556001.768242,4589641.5929,"East","Forest"
"2741",1370,0.542423903871,0.0934490846371,535801.457988,4569226.38619,"West","Savanna"
"2742",1370,106.788112235,15.5837765227,559182.193935,4591261.22178,"East","Forest"
"2743",1371,108.341550013,33.8717412658,536612.445725,4567613.11958,"West","Forest"
"2744",1371,111.862482699,9.29577528467,557517.510891,4593696.0149,"East","Forest"
"2745",1372,0.422708219924,0.149504212725,540627.289135,4572445.68358,"West","Prairie"
"2746",1372,38.1452025532,9.93482814464,555988.359684,4590445.56592,"East","Savanna"
"2747",1373,7.05473167588,2.41648726496,539025.971467,4570832.33302,"West","Savanna"
"2748",1373,140.627593452,18.5268338761,563295.216993,4587355.08147,"East","Forest"
"2749",1374,0,0,562395.61356,4591371.50886,"East","Prairie"
"2750",1374,21.3878893224,22.2817015586,543875.696059,4567610.39705,"West","Savanna"
"2751",1375,0.110505617551,0.0244133939824,543070.403872,4567610.37568,"West","Prairie"
"2752",1375,91.6068769093,20.9808861294,560059.379003,4587313.00886,"East","Forest"
"2753",1376,1.25928457124,0.608098731762,538238.511565,4567613.39058,"West","Savanna"
"2754",1376,248.653751634,257.155214659,562375.999618,4592180.32782,"East","Forest"
"2755",1377,83.1184686821,46.1599577066,558607.290423,4588932.10962,"East","Forest"
"2756",1377,133.007605901,28.5758822433,537393.376922,4575666.07131,"West","Forest"
"2757",1378,0.277551674031,0.0720064046426,538213.583442,4574055.43329,"West","Prairie"
"2758",1378,333.818037924,51.5901694245,557488.990558,4596047.21829,"East","Forest"
"2759",1379,1.80173234445,1.47898103191,535768.619873,4575669.04434,"West","Savanna"
"2760",1379,241.890772293,75.6243717458,555864.705196,4595251.16874,"East","Forest"
"2761",1380,28.1184870082,10.3154417116,540618.215177,4575668.40784,"West","Savanna"
"2762",1380,123.211988735,54.5035168084,555909.253047,4593656.08709,"East","Forest"
"2763",1381,11.4491113901,5.6621179615,543028.437618,4574883.64819,"West","Savanna"
"2764",1381,273.798773081,62.4311487395,560768.874823,4592957.2553,"East","Forest"
"2765",1382,2.63784405813,1.41681223172,536603.701275,4570028.0248,"West","Savanna"
"2766",1382,49.587058697,3.64328935869,562490.288828,4587352.56783,"East","Forest"
"2767",1383,2.4027588405,0.199669323492,544654.22818,4574097.56583,"West","Savanna"
"2768",1383,95.3133069399,10.0455608207,560842.182541,4588939.67342,"East","Forest"
"2769",1384,78.4603824381,30.7317455853,539822.028223,4571643.25891,"West","Forest"
"2770",1384,100.439061811,21.5787268968,556826.572,4590465.52364,"East","Forest"
"2771",1385,59.2456337624,12.1581833212,539019.680429,4572448.71205,"West","Forest"
"2772",1385,107.892955129,54.6701673057,556015.17376,4588837.61924,"East","Forest"
"2773",1386,23.6601082968,13.1396741979,563968.675543,4593800.7776,"East","Savanna"
"2774",1386,50.7115262346,31.4517933743,535778.688585,4574054.5014,"West","Forest"
"2775",1387,48.5196031469,16.1279212431,535782.845808,4572440.15723,"West","Forest"
"2776",1387,91.397172082,30.1025599305,556044.409742,4587231.69026,"East","Forest"
"2777",1388,32.8350113126,19.2997851377,539008.106618,4575665.90901,"West","Savanna"
"2778",1388,84.4908416576,44.5246270385,555241.734963,4587215.94751,"East","Forest"
"2779",1389,39.5929738513,20.864538209,535000.989796,4567606.08405,"West","Savanna"
"2780",1389,59.2098934588,65.8846024912,563980.36775,4592995.95331,"East","Forest"
"2781",1390,48.7656215614,19.7679241344,538201.60348,4576469.42296,"West","Forest"
"2782",1390,271.312566955,50.1787789999,564100.148052,4587357.58596,"East","Forest"
"2783",1391,5.29049594917,1.68350086759,536579.961682,4575665.10973,"West","Savanna"
"2784",1391,122.981226918,32.5286948983,558636.642873,4587295.76996,"East","Forest"
"2785",1392,4.346011215,1.14512132118,564081.671557,4588166.16716,"East","Savanna"
"2786",1392,160.54469609,53.3650740444,538231.307853,4568418.46831,"West","Forest"
"2787",1393,45.5691675363,10.8062313872,543061.300198,4570840.38183,"West","Savanna"
"2788",1393,71.8519597567,17.5122121157,563919.776156,4595431.1725,"East","Forest"
"2789",1394,0,0,564046.514642,4589780.67983,"East","Prairie"
"2790",1394,281.049134664,25.7761554336,539837.756384,4569218.29827,"West","Forest"
"2791",1395,78.0130525929,22.0180970493,554439.053761,4587200.20024,"East","Forest"
"2792",1395,330.380752349,21.4280189651,541438.834472,4574064.96777,"West","Forest"
"2793",1396,0,0,563911.283927,4596145.58393,"East","Prairie"
"2794",1396,11.2689142222,4.8706667794,539030.927369,4569220.97232,"West","Savanna"
"2795",1397,0.143570405907,0.0119307045458,555211.213124,4588818.61402,"East","Prairie"
"2796",1397,4.64033664501,0.940517313422,542226.70274,4575682.22017,"West","Savanna"
"2797",1398,23.7841988617,7.38765007737,539818.801131,4572451.19109,"West","Savanna"
"2798",1398,371.544560589,145.34012272,557512.977652,4594497.71013,"East","Forest"
"2799",1399,0,0,538217.072175,4573250.83303,"West","Prairie"
"2800",1399,97.8907265878,6.7458670083,555970.015098,4591249.62672,"East","Forest"
"2801",1400,0,0,544653.04576,4574905.37368,"West","Prairie"
"2802",1400,71.7607552953,22.2533673853,557545.507448,4592097.43672,"East","Forest"
"2803",1401,83.2938305624,18.950317502,555185.762543,4590427.32148,"East","Forest"
"2804",1401,85.069801514,32.8032890557,536587.315124,4573246.07935,"West","Forest"
"2805",1402,98.5690313295,6.24320817276,556029.793113,4588034.65436,"East","Forest"
"2806",1402,587.033628898,195.13004064,536580.810619,4574857.39688,"West","Forest"
"2807",1403,0.747206203656,0.206345159642,540647.384595,4567615.64546,"West","Savanna"
"2808",1403,187.901420243,12.1870150362,562357.710612,4593785.27008,"East","Forest"
"2809",1404,101.645173451,50.2682647315,541435.901068,4570839.52716,"West","Forest"
"2810",1404,433.153738987,13.3884165878,562341.387683,4594584.70197,"East","Forest"
"2811",1405,81.2620678674,11.8587160959,563122.421947,4595407.65345,"East","Forest"
"2812",1405,487.270677138,114.563315153,536595.413719,4571634.808,"West","Forest"
"2813",1406,19.8838255194,8.06022648299,542248.602612,4570839.90826,"West","Savanna"
"2814",1406,825.434874263,18.8214310934,563184.026931,4592185.72667,"East","Forest"
"2815",1407,0,0,564029.841458,4590586.61571,"East","Prairie"
"2816",1407,5.80310526275,2.12890523117,541432.924858,4574868.44887,"West","Savanna"
"2817",1408,8.26873639039,3.3602441185,540640.200306,4569221.824,"West","Savanna"
"2818",1408,57.7826381089,2.34231159134,562366.854519,4592982.80404,"East","Forest"
"2819",1409,28.504857955,0.8810611077,560851.961216,4588131.56885,"East","Savanna"
"2820",1409,29.824285355,10.5331953483,543030.37857,4574074.87457,"West","Savanna"
"2821",1410,0,0,564868.708175,4588979.53253,"East","Prairie"
"2822",1410,4.47685967026,1.67865912556,536609.441297,4569229.00377,"West","Savanna"
"2823",1411,0,0,564794.545021,4593806.73269,"East","Prairie"
"2824",1411,2.01760879115,0.237182291734,541427.009986,4575672.02301,"West","Savanna"
"2825",1412,0,0,565686.651195,4588179.79358,"East","Prairie"
"2826",1412,0.605491735884,0.276126471994,539017.664115,4574059.05152,"West","Savanna"
"2827",1413,0,0,565674.230742,4588984.32449,"East","Prairie"
"2828",1413,86.0227137192,34.9578586359,538223.624868,4571637.78599,"West","Forest"
"2829",1414,0,0,565632.950596,4591410.71473,"East","Prairie"
"2830",1414,0.705565236241,0.636377024306,537412.222385,4570828.23812,"West","Savanna"
"2831",1415,0,0,566449.164535,4590620.98618,"East","Prairie"
"2832",1415,20.5481346721,8.03798179731,543070.348365,4569229.80779,"West","Savanna"
"2833",1416,0,0,566443.148068,4592227.21349,"East","Prairie"
"2834",1416,1.23737336648,0.113484527401,535793.200207,4570825.77212,"West","Savanna"
"2835",1417,0,0,526063.067738,4575618.15105,"West","Prairie"
"2836",1417,0,0,568042.562868,4592256.53773,"East","Prairie"
"2837",1418,0,0,529343.999065,4574022.51816,"West","Prairie"
"2838",1418,0,0,569618.110133,4593884.76589,"East","Prairie"
"2839",1419,0,0,532553.480588,4574035.5489,"West","Prairie"
"2840",1419,0,0,572060.346809,4591504.74311,"East","Prairie"
"2841",1420,0,0,526913.853122,4572393.60963,"West","Prairie"
"2842",1420,0,0,572019.812349,4594725.88184,"East","Prairie"
"2843",1421,0,0,526092.139836,4570801.04353,"West","Prairie"
"2844",1421,0,0,573600.372132,4596272.44908,"East","Prairie"
"2845",1422,0,0,526914.06141,4573204.79556,"West","Prairie"
"2846",1422,0,0,565635.661253,4592212.61605,"East","Prairie"
"2847",1423,0,0,526914.364479,4574016.079,"West","Prairie"
"2848",1423,1.27775132849,0.0751037539305,568788.253213,4594676.50068,"East","Savanna"
"2849",1424,0,0,526909.925987,4574815.31668,"West","Prairie"
"2850",1424,298.446698457,4.83920557505,572806.699817,4595526.05823,"East","Forest"
"2851",1425,0,0,526905.591469,4575614.45222,"West","Prairie"
"2852",1425,1.56637260578,0.0825440422977,572044.590008,4593128.05591,"East","Savanna"
"2853",1426,0,0,526896.937404,4576424.79769,"West","Prairie"
"2854",1426,139.769199124,56.6576788348,565559.491459,4596161.31172,"East","Forest"
"2855",1427,0,0,527723.209752,4574018.21815,"West","Prairie"
"2856",1427,34.6699603169,16.9526647059,572123.995435,4587486.03346,"East","Savanna"
"2857",1428,0,0,527716.436649,4575616.88494,"West","Prairie"
"2858",1428,0.331015221981,0.043609251055,564748.001134,4595434.18971,"East","Prairie"
"2859",1429,0,0,528531.98743,4572422.23909,"West","Prairie"
"2860",1429,2.32317897339,0.550916571394,568834.494022,4592271.26074,"East","Savanna"
"2861",1430,0,0,528532.071523,4573221.30027,"West","Prairie"
"2862",1430,0,0,565630.238288,4590608.81192,"East","Prairie"
"2863",1431,0,0,528532.055484,4574020.34996,"West","Prairie"
"2864",1431,298.558141065,49.1665339824,570428.5744,4593905.57502,"East","Forest"
"2865",1432,0,0,528529.621524,4574819.78127,"West","Prairie"
"2866",1432,188.419205132,30.5514945428,564830.036873,4590597.71564,"East","Forest"
"2867",1433,0,0,528527.182526,4575619.30568,"West","Prairie"
"2868",1433,299.190468953,143.87034383,568839.465074,4590650.09435,"East","Forest"
"2869",1434,0,0,528519.853825,4576433.7193,"West","Prairie"
"2870",1434,47.3570815285,4.99120697894,572834.079092,4593930.73988,"East","Forest"
"2871",1435,0,0,529338.10785,4575624.3314,"West","Prairie"
"2872",1435,109.832938301,26.824828561,568836.977514,4591460.68344,"East","Forest"
"2873",1436,0,0,530176.706168,4568390.97766,"West","Prairie"
"2874",1436,489.117502198,92.4441322024,573694.328246,4589906.02408,"East","Forest"
"2875",1437,0,0,530152.486332,4574827.06778,"West","Prairie"
"2876",1437,36.1893745562,15.0000150827,565652.232697,4589796.56825,"East","Savanna"
"2877",1438,0,0,533351.089706,4575642.00827,"West","Prairie"
"2878",1438,291.488761531,114.024041437,567279.628713,4589823.4324,"East","Forest"
"2879",1439,0,0,534154.131541,4575657.54117,"West","Prairie"
"2880",1439,1.01402320683,0.691078677174,568768.860703,4595489.04905,"East","Savanna"
"2881",1440,32.9329419835,1.20149049684,572852.626779,4592323.91495,"East","Savanna"
"2882",1440,46.7391552952,9.71006261745,532562.876128,4572432.36699,"West","Savanna"
"2883",1441,115.041027405,27.047557131,534169.150074,4572436.5052,"West","Forest"
"2884",1441,132.66962859,39.2592207446,566423.982945,4593824.89357,"East","Forest"
"2885",1442,0.0492319432602,0.0243474852078,530157.051948,4573225.47941,"West","Prairie"
"2886",1442,401.985951868,193.3011346,571252.176084,4592308.69111,"East","Forest"
"2887",1443,107.77262221,38.0626080199,531752.738922,4573233.97765,"West","Forest"
"2888",1443,256.150368062,70.6075591552,567163.395904,4596185.6,"East","Forest"
"2889",1444,0,0,527722.922256,4572407.87807,"West","Prairie"
"2890",1444,109.847931949,72.3589992866,572897.74879,4589095.91226,"East","Forest"
"2891",1445,0,0,567239.095182,4593039.45831,"East","Prairie"
"2892",1445,18.0053669549,8.21110868996,534980.63343,4571631.12101,"West","Savanna"
"2893",1446,0,0,534194.856365,4567600.53307,"West","Prairie"
"2894",1446,40.0202413564,7.64501546519,570441.303995,4593099.44902,"East","Savanna"
"2895",1447,0.425194941909,0.103631188884,534957.273921,4575673.07151,"West","Prairie"
"2896",1447,82.7133101512,38.7680939089,567291.163933,4589013.69989,"East","Forest"
"2897",1448,1.14629955659,0.0580838558609,534974.224917,4573248.479,"West","Savanna"
"2898",1448,35.8363475314,9.29717520267,573719.002537,4588304.05497,"East","Savanna"
"2899",1449,0.417003538957,0.05493769112,528564.071875,4567577.95881,"West","Prairie"
"2900",1449,130.378653665,20.6779815841,568907.635689,4587438.79123,"East","Forest"
"2901",1450,0,0,527736.948659,4570803.58408,"West","Prairie"
"2902",1450,0,0,573706.882908,4589107.49587,"East","Prairie"
"2903",1451,9.32556592848,3.81806987425,532567.154594,4570818.7037,"West","Savanna"
"2904",1451,39.9118307171,9.72756272497,570454.025271,4592293.31575,"East","Savanna"
"2905",1452,28.0721855435,15.0778495517,531733.169449,4575633.40678,"West","Savanna"
"2906",1452,303.738067523,219.932174865,569644.259037,4592282.29146,"East","Forest"
"2907",1453,0.947430914251,0.240035165089,526951.903617,4567577.75338,"West","Savanna"
"2908",1453,139.728465149,69.1022233339,567227.55221,4593837.10521,"East","Forest"
"2909",1454,1.87444687144,0.281139689684,533388.823306,4567594.97933,"West","Savanna"
"2910",1454,107.6701989,53.5207064524,570492.695436,4588264.81619,"East","Forest"
"2911",1455,14.5798508504,2.86643515438,531776.469604,4567587.94291,"West","Savanna"
"2912",1455,488.219492479,31.6652119399,572088.610026,4589084.32051,"East","Forest"
"2913",1456,3.53306791924,1.79023193884,529349.059125,4567580.2755,"West","Savanna"
"2914",1456,62.489540422,25.5844453377,567201.517582,4594648.83315,"East","Forest"
"2915",1457,0,0,567301.984148,4587412.05954,"East","Prairie"
"2916",1457,0.917747350733,0.269717078992,530170.490135,4569199.09618,"West","Savanna"
"2917",1458,0.226220899966,0.0926192801285,531729.490009,4576445.18642,"West","Prairie"
"2918",1458,56.3837618783,12.9136733772,570502.388121,4587460.79726,"East","Forest"
"2919",1459,0.572786776918,0.157888027023,533376.147086,4570017.41141,"West","Savanna"
"2920",1459,85.4844756998,27.2022113594,569651.927893,4590655.99717,"East","Forest"
"2921",1460,0.439608553175,0.217406871166,530950.568574,4574031.63686,"West","Prairie"
"2922",1460,74.6572747243,17.0988885613,565598.318609,4594624.93972,"East","Forest"
"2923",1461,0,0,568017.597731,4593850.52885,"East","Prairie"
"2924",1461,0.157208543294,0.103556368065,526067.673493,4574010.77074,"West","Prairie"
"2925",1462,86.3173112051,31.4910915575,530159.4997,4571622.06252,"West","Forest"
"2926",1462,642.178784362,53.3650740444,570459.211619,4591477.60508,"East","Forest"
"2927",1463,0,0,567972.170552,4595474.80481,"East","Prairie"
"2928",1463,68.9448157053,26.5854237135,531739.284354,4574835.95529,"West","Forest"
"2929",1464,25.2589349752,2.30380042788,531766.031847,4570010.778,"West","Savanna"
"2930",1464,28.5670143825,5.67424697849,568856.402431,4589846.57478,"East","Savanna"
"2931",1465,4.49654375172,3.94624482862,531762.285172,4570815.49199,"West","Savanna"
"2932",1465,70.3599078843,3.56518915536,568082.251991,4589028.3767,"East","Forest"
"2933",1466,25.6404475955,12.9922065641,571267.379961,4590673.65699,"East","Savanna"
"2934",1466,32.4533794728,10.1461763522,526949.522266,4568382.35038,"West","Savanna"
"2935",1467,30.5670558392,5.83918553951,531761.134513,4571622.42289,"West","Savanna"
"2936",1467,202.926635111,18.5083998694,565628.037976,4593012.64844,"East","Forest"
"2937",1468,0.147668451422,0.012271252237,573620.968858,4594730.91592,"East","Prairie"
"2938",1468,81.9956026487,30.7453609852,530182.826562,4567582.74749,"West","Forest"
"2939",1469,29.0558913299,12.5585803438,528547.977252,4570000.22825,"West","Savanna"
"2940",1469,56.1688593153,15.625188428,568104.808184,4587425.43132,"East","Forest"
"2941",1470,6.41720208849,2.21111811932,530961.412036,4570816.66522,"West","Savanna"
"2942",1470,405.742624159,64.3505533643,567268.090118,4590633.15554,"East","Forest"
"2943",1471,21.2241586818,9.08750175066,530158.264746,4572426.17769,"West","Savanna"
"2944",1471,46.8038826576,22.1980612402,569705.01405,4587449.80092,"East","Savanna"
"2945",1472,65.5161276858,14.6733002598,568873.342808,4589043.03963,"East","Forest"
"2946",1472,85.7243327303,40.1793734949,528539.233561,4570808.61549,"West","Forest"
"2947",1473,7.98010225132,0.517577919322,527733.400511,4567577.71872,"West","Savanna"
"2948",1473,21.1823190951,5.5168851082,573629.309761,4593929.42977,"East","Savanna"
"2949",1474,0,0,527751.930238,4569189.39084,"West","Prairie"
"2950",1474,77.2089320302,35.2101089816,567250.637175,4592241.80741,"East","Forest"
"2951",1475,2.13068852059,0.729833806891,531760.083181,4572429.35142,"West","Savanna"
"2952",1475,170.900837478,23.7275047144,566375.850765,4595448.87927,"East","Forest"
"2953",1476,67.1238452616,26.6995412196,565576.219804,4595437.19506,"East","Forest"
"2954",1476,243.32797598,71.5117410757,530160.634476,4570817.93577,"West","Forest"
"2955",1477,94.3940839044,36.0639619759,567175.476711,4595460.5522,"East","Forest"
"2956",1477,107.13261069,29.5309829299,526940.79823,4569992.8417,"West","Forest"
"2957",1478,23.9577956512,7.4415712686,531769.773416,4569206.15697,"West","Savanna"
"2958",1478,45.0553187612,20.1816024186,572927.558398,4587493.32191,"East","Savanna"
"2959",1479,0.422456170425,0.102107431446,530970.133828,4569202.58023,"West","Prairie"
"2960",1479,1602.11298374,361.005365881,568807.645093,4593863.94508,"East","Forest"
"2961",1480,2.6157068181,0.681254678839,534966.498864,4574866.14853,"West","Savanna"
"2962",1480,947.202195577,153.585419749,571987.487025,4596258.24166,"East","Forest"
