"","FID","POINT_X","POINT_Y","Join","Surveyor","SurveyYear","State","County","cornerid","TreeNo","Group_","L2_tree","L1_tree","L3_tree","TDiameter","TDistance","TDegree","water","generalnotes","Line","AREASYMBOL","MUSYM","MUKEY","temp","precip","DEM","om_r","sandtotal_r","silttotal_r","claytotal_r","kwfact","awc_r","ksat_r","CLASS","NCCPI","distance"
"5609",5608,773105.473,547396.0898,"235153300300tree1","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree1","Other","Maple","Maple","Maple",8,2.01168,"273.25"," "," ","East","IN039","CvdB",165352,9.819999695,988.4199829,264.8815002,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.550000012,29710.9832002109
"5610",5609,748297.0402,528746.2068,"233123600300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Hickory","Hicky","Hickory",8,5.230368,"174"," "," ","East","IN099","OlcA",1702559,10.02999973,1018.289978,256.546875,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Cultivated Crops",0.660000026,2962.71983686829
"5611",5610,772450.0849,552271.1706,"235153240600tree2","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Sugar Maple","Sugar","Maple",8,5.632704,"43.5"," "," ","East","IN039","CvdA",165351,9.850000381,988.210022,269.0061646,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Hay/Pasture",0.560000002,30044.279860861
"5612",5611,764632.26,531402.7747,"233143400500tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Maple","maple","Maple",8,1.106424,"86"," "," ","East","IN099","BuuA",1702542,9.93999958,1000.109985,251.975174,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,19080.5474789885
"5613",5612,765744.8607,542593.7954,"234143440600tree2","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Maple","Maple","Maple",8,26.956512,"186"," "," ","East","IN085","Gf",160864,9.920000076,1000.630005,249.5981903,2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.15,35.2200012,"Cultivated Crops",0.720000029,21670.4342350491
"5614",5613,758757.4107,553464.9084,"235133600640tree2","Robert Clark Jr",1834,"IN","Marshall",NA,"tree2","Other","Maple","maple","Maple",8,0.603504,"195"," "," ","East","IN141","CvdA",200312,9.829999924,1015.909973,251.0682831,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.560000002,17935.6880695927
"5615",5614,760448.947,526661.643,"233143140200tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Sugar Maple","sugar","Maple",8,3.621024,"204.75"," "," ","East","IN099","CvdA",1702545,9.960000038,1004.690002,253.1741638,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Deciduous Forest",0.560000002,14211.7564674852
"5616",5615,749925.0375,529519.0639,"233123700340tree1","Robert Clark",1833,"IN","Marshall",NA,"tree1","Other","Sugar Maple","Sugar","Maple",8,5.431536,"324"," "," ","East","IN099","EmdA",2451240,10.02999973,1017.349976,257.4606323,2.51,60.5,28,11.5,0.18,0.15,28.2299995,"Cultivated Crops",0.75999999,4387.67840981495
"5617",5616,749926.6676,529513.7563,"233123700340tree2","Robert Clark",1833,"IN","Marshall",NA,"tree2","Other","Sugar Maple","Sugar","Maple",8,1.609344,"238"," "," ","East","IN099","EmdA",2451240,10.02999973,1017.349976,257.4606323,2.51,60.5,28,11.5,0.18,0.15,28.2299995,"Cultivated Crops",0.75999999,4389.71870322835
"5618",5617,779254.8204,538300.7286,"234153700340tree2","Robert Clark",1833,"IN","Kosciusko",NA,"tree2","Other","Black Ash","B. Ash","Ash",8,54.918864,"325.67"," "," ","East","IN085","CrB",160861,9.869999886,982.9400024,253.3822784,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.550000012,34745.1426304177
"5619",5618,750359.5241,542520.5391,"234123700540tree2","Robert Clark",1834,"IN","Marshall",NA,"tree2","Other","Black Ash","b ash","Ash",8,40.837104,"205.25"," "," ","East","IN099","HtbAN",1702550,9.93999958,1021.809998,246.1247101,0,0,0,0,0,0,0,"Cultivated Crops",0.910000026,6505.80944609763
"5620",5619,770994.6509,517639.9981,"232153200240tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Cherry","cherry","Cherry",8,3.01752,"323"," "," ","East","IN085","BoB",160853,9.930000305,993.4099731,251.6560364,0.96,79.3000031,11.4899998,9.21,0.08,0.09,76.4000015,"Developed_ Low Intensity",0.449999988,24903.518554653
"5621",5620,775066.3423,524804.59,"233153440100tree2","Robert Clark Jr",1833,"IN","Kosciusko",NA,"tree2","Other","Hickory","Hickory","Hickory",8,9.253728,"300"," "," ","East","IN085","Wt",160932,9.93999958,989.7999878,250.0835114,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Cultivated Crops",0.889999986,28536.8825100606
"5622",5621,762056.8207,520227.7674,"232143240400tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Hickory","Hickory","Hickory",8,3.922776,"134"," "," ","East","IN099","WciAH",2495705,9.880000114,1005.01001,235.85849,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,"Woody Wetlands",0.469999999,15780.1842648876
"5623",5622,763535.2261,550143.8693,"235143300440tree2","Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree2","Other","Ironwood","Ironwood","Ironwood",8,7.242048,"82.25"," "," ","East","IN141","CvdA",200312,9.890000343,1004.590027,254.2114716,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.560000002,20895.0712593116
"5624",5623,754975.4202,533310.0737,"233133400600tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Ironwood","ironwood","Ironwood",8,4.02336,"215"," "," ","East","IN099","CwkB",2481936,10.01000023,1012.859985,258.909729,0.92,76.8600006,13.1800003,9.96,0.17,0.1,61.2599983,"Developed_ Open Space",0.560000002,10036.5400605878
"5625",5624,748672.5464,540228.9682,"234123600400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Sugar Maple","sugar","Maple",8,4.224528,"29"," "," ","East","IN099","ReyA",1702564,10,1019.890015,245.6140442,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Cultivated Crops",0.800000012,4479.23472968605
"5626",5625,758767.6805,526701.1253,"233133640200tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Sugar Maple","sugar","Maple",8,5.0292,"188"," "," ","East","IN099","BshA",1702515,9.960000038,1007.299988,246.4751434,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,"Cultivated Crops",0.660000026,12533.2950962872
"5627",5626,778304.3142,524781.6919,"233153640100tree2","Robert Clark Jr",1833,"IN","Kosciusko",NA,"tree2","Other","Aspen","Aspen","Poplar",8,22.731984,"323"," "," ","East","IN085","CrA",160860,9.930000305,988.6099854,250.9741821,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Deciduous Forest",0.560000002,31769.5009387236
"5628",5627,741497.3376,546831.2943,"235123140200tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Aspen","aspen","Poplar",8,144.036288,"277"," "," ","East","IN099","ReyA",1702564,9.869999886,1025.819946,256.806488,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,3051.02758147979
"5629",5628,760770.8864,539597.081,"234143140400tree1","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree1","Other","Aspen","aspen","Poplar",8,7.242048,"265.5"," "," ","East","IN099","BuuA",1702542,9.930000305,1006.75,245.8556671,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Cultivated Crops",0.790000021,16585.6309452956
"5630",5629,758695.6008,523550.2958,"232133640600tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Aspen","aspen","Poplar",8,6.236208,"328"," "," ","East","IN099","ReyA",1702564,9.949999809,1007.469971,242.7950287,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,12127.8549868485
"5631",5630,768738.6083,534481.9231,"234143640100tree1","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree1","Other","Aspen","aspen","Poplar",8,10.661904,"343"," "," ","East","IN085","Ho",160870,9.960000038,995.1699829,256.5371704,1.21,64.0299988,22.2600002,13.71,0.18,0.13,23.6900005,"Cultivated Crops",0.620000005,23644.2037872474
"5632",5631,752451.8379,530213.7772,"233133240400tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Aspen","aspen","Poplar",8,1.810512,"201"," "," ","East","IN099","ReyA",1702564,10.02999973,1014.72998,255.1721649,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,6910.31120723409
"5633",5632,752836.6092,544869.6427,"235133240100tree1","Robert Clark Jr",1833,"IN","Marshall",NA,"tree1","Other","Aspen","aspen","Poplar",8,27.358848,"276.5"," "," ","East","IN099","PnyA",2481952,9.890000343,1020.609985,245.7349854,1.89,69.4100037,22.0799999,8.5100002,0.17,0.14,35.2200012,"Cultivated Crops",0.670000017,9286.09128105148
"5634",5633,764811.5496,538664.1721,"234143400340tree2","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Willow","willow","Willow",8,43.854624,"5.5"," "," ","East","IN099","CvdA",1702545,9.930000305,1001.25,247.8044281,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.560000002,20639.4268569039
"5635",5634,762206.7224,525017.671,"233143240100tree1","Robert Clark",1834,"IN","Marshall",NA,"tree1","Other","Aspen","aspen","Poplar",8,93.744288,"89.75"," "," ","East","IN099","ReyA",1702564,9.930000305,1003.940002,252.482193,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Deciduous Forest",0.800000012,15733.7798764533
"5636",5635,775931.5732,529619.4105,"233153500400tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Ironwood","Ironwood","Ironwood",8,4.928616,"96.5"," "," ","East","IN085","MaA",160879,9.899999619,989.289978,263.2670898,1.04,55.6800003,26.1399994,18.1800003,0.26,0.17,17.9400005,"Developed_ Open Space",0.790000021,29876.5324990319
"5637",5636,749975.9939,531126.6655,"233123700440tree2","Robert Clark",1833,"IN","Marshall",NA,"tree2","Other","Aspen","Aspen","Poplar",8,3.621024,"237"," "," ","East","IN099","BufA",2481933,10.02000046,1017.549988,251.4684448,0.6,68.0599976,20.6900005,11.25,0.2,0.14,28.0499992,"Deciduous Forest",0.649999976,4603.17732777768
"5638",5637,769403.477,527230.6697,"233143700240tree1","Robert Clark",1834,"IN","Marshall",NA,"tree1","Other","Tamarack","Tamarac","Tamarack",8,56.930544,"184"," "," ","East","IN085","Hx",160872,9.909999847,993.7199707,240.738739,0,0,0,0,0,0,0,"Developed_ Open Space",0.910000026,23174.599756773
"5639",5638,751491.0781,524592.2242,"232133200640tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Tamarack","tamk","Tamarack",8,6.03504,"261"," "," ","East","IN099","HtbAN",1702550,9.970000267,1014.460022,239.6167755,0,0,0,0,0,0,0,"Deciduous Forest",0.910000026,5096.48136016622
"5640",5639,769444.57,529697.5904,"233143700400tree1","Robert Clark",1834,"IN","Marshall",NA,"tree1","Other","Tamarack","tamarac","Tamarack",8,5.833872,"253"," "," ","East","IN085","Hx",160872,9.930000305,993.5900269,243.9321747,0,0,0,0,0,0,0,"Developed_ Low Intensity",0.910000026,23450.6795850799
"5641",5640,749011.1959,551439.6814,"235123600500tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Tamarack","tamk","Tamarack",8,3.621024,"283"," "," ","East","IN141","HtbAN",200306,9.819999695,1034.939941,249.3518524,0,0,0,0,0,0,0,"Developed_ Open Space",0.910000026,9303.01664228919
"5642",5641,749018.8842,551440.168,"235123600500tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Tamarack","tamk","Tamarack",8,4.425696,"69"," "," ","East","IN141","HtbAN",200306,9.819999695,1034.939941,249.450058,0,0,0,0,0,0,0,"Developed_ Open Space",0.910000026,9307.88273691722
"5643",5642,770281.8444,529697.167,"233153140400tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Tamarack","Tamk","Tamarack",8,8.449056,"17"," "," ","East","IN085","Wt",160932,9.930000305,993.5900269,245.1243896,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Cultivated Crops",0.889999986,24279.5548714324
"5644",5643,777091.4447,545664.7119,"235153540200tree2","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Tamarack","tamk","Tamarack",8,6.03504,"210"," "," ","East","IN039","HtbAN",165378,9.880000114,981.6199951,249.1756592,0,0,0,0,0,0,0,"Developed_ Open Space",0.910000026,33328.6403003917
"5645",5644,745036.5816,528068.1597,"233123400240tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Tamarack","Tamk","Tamarack",8,1.810512,"237"," "," ","East","IN099","HtbAN",1702550,10.01000023,1019.25,240.1725159,0,0,0,0,0,0,0,"Cultivated Crops",0.910000026,377.775984264955
"5646",5645,764373.7589,515340.4016,"232143400100tree1","Sylvester Sibley",1833,"IN","Marshall",NA,"tree1","Other","Butternut","butternut","Walnut",8,1.810512,"35"," "," ","East","IN085","WlB",160929,9.920000076,1004.710022,247.7746735,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,"Developed_ Open Space",0.75999999,18438.7539378452
"5647",5646,749877.4393,527898.5296,"233123700240tree1","Robert Clark",1833,"IN","Marshall",NA,"tree1","Other","Butternut","W. Walnut","Walnut",8,1.408176,"355"," "," ","East","IN099","RopA",1702565,10.03999996,1016.890015,258.2471313,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75999999,3960.88791838621
"5648",5647,768479.7419,518490.5554,"232143640300tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Butternut","butternut","Walnut",8,1.408176,"158.5"," "," ","East","IN085","CrA",160860,9.93999958,995.9199829,251.9692535,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,22394.3549421437
"5649",5648,760216.5806,548644.5901,"235133700340tree2","Robert Clark Jr",1833,"IN","Marshall",NA,"tree2","Other","Elm","elm","Elm",8,7.443216,"211.25"," "," ","East","IN099","ReyA",1702564,9.869999886,1012.840027,251.4303589,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,17284.8004748526
"5650",5649,750529.7451,548161.868,"235123700300tree1","Robert Clark Jr",9999,"IN","Marshall",NA,"tree1","Other","Willow","willow","Willow",8,11.466576,"238"," "," ","East","IN099","ReyA",1702564,9.850000381,1028.329956,250.0438843,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Cultivated Crops",0.800000012,8147.77606361947
"5651",5650,748978.2506,550634.3248,"235123600440tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Maple","Maple","Maple",8,9.05256,"251"," "," ","East","IN141","HtbAN",200306,9.829999924,1033.869995,250.4955597,0,0,0,0,0,0,0,"Developed_ Open Space",0.910000026,8639.75808561544
"5652",5651,775526.9266,547343.1194,"235153440300tree2","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Willow","Willow","Willow",8,5.833872,"351.5"," "," ","East","IN039","PaaAN",165432,9.859999657,983.5,251.4064178,1.5,41,38,21,0.32,0.18,7.7600002,"Cultivated Crops",0.899999976,32108.0965910784
"5653",5652,760923.4856,544605.9655,"235143140100tree1","Robert Clark Jr",1833,"IN","St. Joseph",NA,"tree1","Other","Willow","Willow","Willow",8,2.01168,"52"," "," ","East","IN099","ReyA",1702564,9.899999619,1008.109985,247.8950806,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Deciduous Forest",0.800000012,17260.2235154017
"5654",5653,748920.815,548219.282,"235123600300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","Jack Oak-IA","jack oak","Oak",7,3.419856,"290"," "," ","East","IN099","BuuA",1702542,9.840000153,1030.209961,252.2490234,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,6869.27553325898
"5655",5654,759484.9919,522728.466,"232133700540tree2","Sylvester Sibley",1833,"IN","Marshall",NA,"tree2","Oak","White Oak","w oak","Oak",7,4.626864,"353"," "," ","East","IN099","RopB",1702566,9.920000076,1006.049988,244.8907318,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,12924.8583339026
"5656",5655,771954.1201,532905.506,"233153240600tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Oak","Red Oak","R Oak","Oak",7,12.07008,"76.75"," "," ","East","IN085","KoB",160874,9.970000267,992.0999756,257.9953613,1,64.8099976,17.1299992,18.0599995,0.13,0.14,12.9700003,"Developed_ Open Space",0.670000017,26543.3399100491
"5657",5656,758172.0339,534020.673,"233133600640tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","Red Oak","R Oak","Oak",7,1.00584,"226"," "," ","East","IN099","WtbA",2487341,9.979999542,1009.25,251.3640747,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Cultivated Crops",0.889999986,13289.622554065
"5658",5657,758508.2338,515475.8374,"232133640100tree1","Sylvester Sibley",1833,"IN","Marshall",NA,"tree1","Oak","White Oak","w oak","Oak",7,4.02336,"40"," "," ","East","IN099","WciAH",2495705,9.890000343,1010.450012,234.4037018,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002," ",0.469999999,12620.8255337199
"5659",5658,745376.162,516042.6508,"232123440100tree2","Sylvester Sibley",1833,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",7,130.558032,"316"," "," ","East","IN099","LpvB",2481940,9.869999886,1020.630005,267.6466064,1.54,46.0999985,34.7799988,19.1200008,0.29,0.17,9.1700001,"Cultivated Crops",0.75999999,452.062942333493
"5660",5659,759445.0997,520288.1633,"232133700400tree2","Sylvester Sibley",1833,"IN","Marshall",NA,"tree2","Oak","Yellow Oak","y oak","Oak",7,8.04672,"225"," "," ","East","IN099","TxuA",2451239,9.899999619,1007.5,237.9902496,0.48,88.9300003,6.6500001,4.4200001,0.08,0.09,91.7399979,"Emergent Herbaceous Wetlands",0.460000008,13213.0227867544
"5661",5660,759415.1019,519469.9973,"232133700340tree1","Sylvester Sibley",1833,"IN","Marshall",NA,"tree1","Oak","Yellow Oak","y oak","Oak",7,21.12264,"194"," "," ","East","IN099","BufA",2481933,9.899999619,1007.5,238.0674286,0.6,68.0599976,20.6900005,11.25,0.2,0.14,28.0499992,"Developed_ Low Intensity",0.649999976,13391.8747067653
"5662",5661,778347.2595,527998.7534,"233153640300tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","White Ash","W. Ash","Ash",7,2.112264,"11.5"," "," ","East","IN085","MbB",160883,9.890000343,988.4500122,271.5479736,0.53,76.25,17.0900002,6.6599998,0.18,0.11,79.6699982,"Developed_ Open Space",0.610000014,32127.1497552572
"5663",5662,754819.651,528477.4307,"233133400300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Swamp Ash-I","swp ash","Ash",7,1.911096,"286"," "," ","East","IN099","BuuA",1702542,9.989999771,1012.140015,249.8359833,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Cultivated Crops",0.790000021,8846.1910440519
"5664",5663,760634.3031,534768.8362,"234143140100tree2","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",7,5.632704,"310.5"," "," ","East","IN099","CvdA",1702545,9.960000038,1004.98999,252.4224396,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,15862.4542211431
"5665",5664,764530.7213,524971.8075,"233143400100tree2","Robert Clark",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",7,4.828032,"304.5"," "," ","East","IN099","Uam",2481970,9.930000305,999.3400269,251.3191834,0,0,0,0,0,0,0,"Barren Land",NA,18040.7297787368
"5666",5665,755355.2793,548011.706,"235133400300tree1","Robert Clark Jr",1834,"IN","Marshall",NA,"tree1","Other","Black Ash","B ash","Ash",7,3.621024,"56"," "," ","East","IN099","PnyA",2481952,9.880000114,1022.099976,246.54776,1.89,69.4100037,22.0799999,8.5100002,0.17,0.14,35.2200012,"Developed_ Open Space",0.670000017,12459.5561878354
"5667",5666,771593.2858,550664.2009,"235153200500tree2","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Elm","Elm","Elm",7,5.632704,"14.5"," "," ","East","IN039","CvdB",165352,9.850000381,990.5499878,263.7018738,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Hay/Pasture",0.550000012,28801.7648691385
"5668",5667,750931.8054,535236.339,"234133140100tree2","David Hillis",1833,"IN","Marshall",NA,"tree2","Other","Elm","elm","Elm",7,6.839712,"283"," "," ","East","IN099","CvdA",1702545,10.02000046,1017.580017,247.8806305,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,6902.95907271877
