"","PalEON_L3","freq","Percentage3"
"1","Ash",1,0.952380952380952
"2","Birch",1,0.952380952380952
"3","Black gum",7,6.66666666666667
"4","Cherry",22,20.952380952381
"5","Elm",3,2.85714285714286
"6","Hackberry",1,0.952380952380952
"7","Hickory",4,3.80952380952381
"8","Maple",16,15.2380952380952
"9","Oak",28,26.6666666666667
"10","Other hardwood",15,14.2857142857143
"11","Pine",4,3.80952380952381
"12","Walnut",1,0.952380952380952
"13","Willow",2,1.9047619047619
