FID,POINT_X,POINT_Y,Join,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,water,generalnotes,Line,AREASYMBOL,MUSYM,MUKEY,temp,precip,DEM,om_r,sandtotal_r,silttotal_r,claytotal_r,kwfact,awc_r,ksat_r,CLASS,NCCPI
4554,779619.29240,548787.48510,235153700400tree1,David Hillis,1829,IN,Elkhart,NA,tree1,Other,Black Ash,B Ash,Ash,14,2.01168,323, , ,East,IN039,ReyA,165416,9.880000114,974.6500244,249.6874084,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001, ,0.800000012
4555,736964.40900,553318.19670,235113440600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Swamp Ash-I,Swp ash,Ash,14,3.419856,288, , ,East,IN141,AbhAN,604518,9.829999924,1022.140015,228.3654785,0.3,89,6,5,0.15,0.06,91.7399979,Developed_ Open Space,0.790000021
4556,757441.33110,536510.50100,234133540200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Swamp Ash-I,swamp ash,Ash,14,2.01168,123, , ,East,IN099,MouA,1702556,9.960000038,1009.710022,243.960495,2.98,8.9200001,52.9199982,38.1599998,0.28,0.19,5.7399998,Cultivated Crops,0.939999998
4557,771479.33500,546629.36530,235153200240tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,White Ash,W Ash,Ash,14,1.408176,92.5, , ,East,IN039,CvdB,165352,9.850000381,989.8099976,264.7637939,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.550000012
4558,740735.84130,543601.73610,234113700600tree1,David Hillis,1833,IN,Marshall,NA,tree1,Other,White Ash,w ash,Ash,14,2.816352,330, , ,East,IN099,RopB,1702566,9.960000038,1020.940002,248.2443848,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4559,747019.38120,539391.23900,234123500340tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Cherry,Cherry,Cherry,14,5.431536,203, , ,East,IN099,GdnA,2451235,9.989999771,1020.22998,247.809433,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,Cultivated Crops,0.720000029
4560,779120.61710,534242.85880,234163100100tree1,Robert Clark,1834,IN,Kosciusko,NA,tree1,Other,White Ash,W. Ash,Ash,14,122.511312,271, , ,East,IN085,Se,160916,9.880000114,986.2800293,255.5048065,1.51,50.9300003,25.2099991,23.8600006,0.22,0.16,10.4099998,Cultivated Crops,0.639999986
4561,748633.67630,539378.22110,234123600340tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Ash,b ash,Ash,14,4.626864,244, , ,East,IN099,BuuA,1702542,10,1019.890015,241.3126984,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
4562,754992.17550,535831.19990,234133400140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,14,1.609344,53, , ,East,IN099,WtbA,2487341,9.989999771,1013.200012,243.9680328,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
4563,747175.93240,544231.30760,234123500640tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Swamp Ash-I,Swp. Ash,Ash,14,6.03504,250, , ,East,IN099,RoqC2,2481965,9.909999847,1023.869995,256.9289551,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Developed_ Open Space,0.660000026
4564,765241.37370,518547.68400,232143440300tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Other,Hickory,Hicky,Hickory,14,0.603504,305, , ,East,IN085,Bc,160850,9.899999619,1001.440002,244.7647247,2.49,51,30.0400009,18.9599991,0.21,0.19,9.1700001,Developed_ Open Space,0.779999971
4565,738383.38190,545284.96080,235113540100tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Hickory,Hicky,Hickory,14,8.04672,78, , ,East,IN099,SdzA,2453035,9.899999619,1020.299988,237.5100098,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,Hay/Pasture,0.560000002
4566,779164.97530,528804.63540,233153700340tree1,Robert Clark Jr,1833,IN,Kosciusko,NA,tree1,Other,Blue Ash,Blue Ash,Ash,14,8.851392,351.75, , ,East,IN085,RlA,160909,9.850000381,987.5999756,272.7702637,0.9,46,33,21,0.28,0.16,12.9799995, ,0.769999981
4567,751389.29270,518944.15140,232133200300tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Ash,b ash,Ash,14,3.218688,317, , ,East,IN099,RopB,1702566,9.920000076,1015.820007,267.900177,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4568,740113.69650,550058.35370,235113640400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Swamp Ash-I,Swp ash,Ash,14,4.02336,16, , ,East,IN141,CvdA,200312,9.81000042,1026.97998,242.0211334,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4569,753751.60510,547259.02480,235133300240tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Black Ash,B ash,Ash,14,4.123944,315, , ,East,IN099,RoqC2,2481965,9.869999886,1022.130005,250.447464,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Hay/Pasture,0.660000026
4570,769600.52620,536865.00560,234143700240tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Linden,lynn,Basswood,14,8.04672,244, , ,East,IN085,Wt,160932,9.93999958,994.4099731,251.4391327,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
4571,739298.67430,550070.56400,235113600400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Cherry,Cherry,Cherry,14,2.414016,169, , ,East,IN141,CvdA,200312,9.840000153,1024.469971,239.225235,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4572,774699.89900,546548.22000,235153400240tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,Beech,Beech,Beech,14,0.804672,10.5, , ,East,IN039,TxuB,165476,9.81000042,984.9500122,264.2845459,0.48,88.9300003,6.6500001,4.4200001,0.08,0.09,91.7399979,Cultivated Crops,0.460000008
4573,774532.64840,542383.87370,234153400600tree2,Reuben J. Dawson,1835,IN,Kosciusko,NA,tree2,Other,White Ash,W. Ash,Ash,14,2.01168,208.5, , ,East,IN085,CrA,160860,9.920000076,986.3200073,258.4135742,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4574,736027.80710,546925.78930,235113400200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Swamp Ash-I,Swp ash,Ash,14,5.129784,126, , ,East,IN099,CvdA,1702545,9.880000114,1018.909973,233.8152924,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
4575,739208.10260,546869.97580,235113600200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,5.0292,0, , ,East,IN099,RopA,1702565,9.899999619,1021.77002,245.2215118,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75999999
4576,739929.91560,543624.15040,234113640600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,8.650224,8, , ,East,IN099,BuuA,1702542,9.970000267,1020.47998,244.0138092,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4577,755509.64030,525237.65820,233133440100tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,7.443216,28.5, , ,East,IN099,OlcA,1702559,9.960000038,1010.320007,243.7327118,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Developed_ Open Space,0.660000026
4578,742573.28280,552400.17270,235123200540tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,4.425696,200, , ,East,IN141,CvdA,200312,9.779999733,1033.849976,258.5348206,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4579,747206.04920,545057.80630,235123500100tree1,Robert Clark Jr,9999,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,15.691104,278.5, , ,East,IN099,BuuA,1702542,9.890000343,1025.449951,256.2316589,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
4580,766730.76760,549215.57900,235143500400tree1,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree1,Other,Beech,Beech,Beech,14,6.437376,183.25, , ,East,IN039,WoaA,165527,9.829999924,999.4500122,267.4656067,1.12,35.5699997,38.3300018,26.1000004,0.3,0.14,8.2600002,Cultivated Crops,0.569999993
4581,748876.28290,545815.46440,235123600140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,14,8.650224,45, , ,East,IN099,CvdA,1702545,9.869999886,1026.699951,251.1381226,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4582,737761.42090,553303.39090,235113500600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,14,3.621024,249, , ,East,IN141,RopB,200316,9.789999962,1025.189941,237.2914276,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4583,737768.61900,553307.58220,235113500600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,4.828032,49, , ,East,IN141,RopB,200316,9.789999962,1025.189941,237.731308,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4584,777539.45910,528006.24650,233153600300tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Other,Beech,Beech,Beech,14,3.621024,91.5, , ,East,IN085,MbA,160882,9.890000343,988.4500122,267.5605164,0.53,76.25,17.0900002,6.6599998,0.18,0.11,79.6699982,Developed_ Open Space,0.620000005
4585,753196.42340,527746.31830,233133300240tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,2.414016,189, , ,East,IN099,RopB,1702566,10.01000023,1014.320007,254.5205994,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
4586,736931.65290,551713.50480,235113440500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,14,2.414016,40, , ,East,IN141,CvdA,200312,9.840000153,1021.840027,234.0273285,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4587,736927.56900,551704.27620,235113440500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,7.845552,196, , ,East,IN141,CvdA,200312,9.840000153,1021.840027,234.1269379,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4588,748126.12120,548247.70970,235123540300tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,3.218688,74, , ,East,IN099,RopB,1702566,9.819999695,1030.699951,256.7491455,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4589,748120.85590,548242.39820,235123540300tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,14,5.0292,203, , ,East,IN099,RopB,1702566,9.819999695,1030.699951,256.7491455,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4590,759675.38950,530707.03950,233133700440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,14,6.839712,214.5, , ,East,IN099,RopB,1702566,9.989999771,1006.48999,259.4253235,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4591,759866.44130,537213.52260,234133700240tree1,David Hillis,1833,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,7.644384,308.75, , ,East,IN099,BshA,1702515,9.949999809,1007.059998,248.0432281,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,Developed_ Low Intensity,0.660000026
4592,759546.94460,525873.37460,233133700140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,7.845552,222.5, , ,East,IN099,ReyA,1702564,9.949999809,1005.640015,244.2959137,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4593,759195.71550,541266.89450,234133640500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,4.425696,47, , ,East,IN099,BuuA,1702542,9.930000305,1009.73999,246.3011169,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4594,745445.02330,541021.95050,234123400440tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,1.810512,210, , ,East,IN099,GdnA,2451235,9.979999542,1020.77002,253.8600159,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,Developed_ Open Space,0.720000029
4595,753100.83230,522079.15200,232133300500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,6.638544,129, , ,East,IN099,OndA,2481950,9.949999809,1013.390015,243.8070221,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Developed_ Open Space,0.779999971
4596,759651.41740,529910.65480,233133700400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,14,0.804672,323, , ,East,IN099,CvdA,1702545,9.989999771,1006.440002,259.7069702,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
4597,758379.47780,541279.23110,234133600500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,14,2.615184,60, , ,East,IN099,CvdA,1702545,9.930000305,1011.080017,246.1793365,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4598,749950.54100,530330.61400,233123700400tree1,Robert Clark,1833,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,14,5.431536,320, , ,East,IN099,OlcA,1702559,10.02000046,1017.549988,254.3713226,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Cultivated Crops,0.660000026
4599,737796.67020,554094.93220,235113500640tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,14,5.632704,51, , ,East,IN141,RopB,200316,9.789999962,1025.189941,234.2021179,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4600,756355.28280,526799.50760,233133500200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,14,9.454896,267, , ,East,IN099,CvdA,1702545,9.970000267,1010.359985,247.0182037,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4601,740925.68360,550037.94420,235113700400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,14,2.01168,332, , ,East,IN141,CvdA,200312,9.819999695,1028.160034,247.1258698,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4602,779173.84920,529605.45250,233153700400tree2,Robert Clark Jr,1833,IN,Kosciusko,NA,tree2,Other,Sugar Maple,Sugar,Maple,14,0.804672,330, , ,East,IN085,KoA,160873,9.869999886,987.289978,268.9326477,1,64.8099976,17.1299992,18.0599995,0.13,0.14,12.9700003,Developed_ Open Space,0.680000007
4603,756462.20450,529208.15690,233133500340tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Sugar Maple,sugar,Maple,14,2.816352,221, , ,East,IN099,RopB,1702566,9.979999542,1009.650024,254.1286316,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4604,752953.15930,518071.76170,232133300240tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,14,7.04088,217, , ,East,IN099,RopB,1702566,9.930000305,1014.719971,252.8085632,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4605,745681.77970,546734.87300,235123400200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Birch,birch,Birch,14,27.761184,99, , ,East,IN099,SdzA,2453035,9.819999695,1028.689941,258.1133118,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,Developed_ Low Intensity,0.560000002
4606,755153.03700,541462.88500,234133400500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Gum,b gum,Black gum,14,6.236208,225, , ,East,IN099,OndA,2481950,9.93999958,1015.039978,244.1073151,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Cultivated Crops,0.779999971
4607,748375.94280,531179.00230,233123600440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Hickory,Hicky,Hickory,14,3.218688,338, , ,East,IN099,LpvB,2481940,10.02000046,1018.51001,253.1718445,1.54,46.0999985,34.7799988,19.1200008,0.29,0.17,9.1700001,Cultivated Crops,0.75999999
4608,756877.75130,544754.33180,235133500100tree1,Robert Clark Jr,1833,IN,Marshall,NA,tree1,Other,Cherry,cherry,Cherry,14,10.661904,55.75, , ,East,IN099,RopA,1702565,9.890000343,1015.02002,250.9035187,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75999999
4609,756642.16890,536549.91700,234133500200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Black Ash,b ash,Ash,14,4.425696,40, , ,East,IN099,MouA,1702556,9.960000038,1010.630005,243.1670532,2.98,8.9200001,52.9199982,38.1599998,0.28,0.19,5.7399998,Developed_ Open Space,0.939999998
4610,747298.06460,547469.34090,235123500240tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,3.621024,195, , ,East,IN099,ReyA,1702564,9.829999924,1030.76001,254.9408112,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Deciduous Forest,0.800000012
4611,755997.56760,543008.10190,234133440600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Black Ash,b ash,Ash,14,0.402336,189, , ,East,IN099,CvdA,1702545,9.920000076,1014.650024,243.7137146,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4612,758110.41850,531565.16170,233133600500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Swamp Ash-I,Swp Ash,Ash,14,4.828032,149, , ,East,IN099,WtbA,2487341,9.989999771,1009.090027,255.8432159,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
4613,759522.15890,525077.88940,233143100100tree1,Robert Clark,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,12.07008,298.5, , ,East,IN099,RopC2,2481967,9.949999809,1005.73999,253.0800476,0.84,54.1100006,27.5400009,18.3500004,0.25,0.15,21.3099995,Developed_ Medium Intensity,0.629999995
4614,768451.51950,516869.75010,232143640200tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Red Elm,Red Elm,Elm,14,5.632704,162, , ,East,IN085,RlB,160910,9.989999771,996.7700195,264.8510437,0.9,46,33,21,0.28,0.16,12.9799995,Developed_ Open Space,0.75999999
4615,752300.70490,552130.22300,235133200540tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,7.242048,71, , ,East,IN141,CvdA,200312,9.81000042,1033.089966,254.0657196,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4616,757160.83000,526763.73660,233133540200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,14,4.02336,281, , ,East,IN099,BuuA,1702542,9.960000038,1009.590027,247.8249054,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4617,758341.54060,539667.52380,234133600400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,2.615184,132, , ,East,IN099,CvdA,1702545,9.93999958,1010.369995,245.6743774,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4618,777521.62970,527197.86600,233153600240tree2,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree2,Other,Elm,Elm,Elm,14,5.632704,314, , ,East,IN085,ClB,160858,9.890000343,988.5300293,258.7714844,0.42,89.9100037,7.0100002,3.0799999,0.03,0.08,55,Developed_ Open Space,0.340000004
4619,759702.62740,531491.35510,233133700500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,Elm,Elm,14,24.14016,188.5, , ,East,IN099,ReyA,1702564,9.979999542,1006.5,254.6216888,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.800000012
4620,739678.17770,541550.56390,234113640500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,14,484.81488,201, , ,East,IN099,RoqC2,2481965,10.02000046,1019.059998,247.7428894,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Cultivated Crops,0.660000026
4621,753235.63460,529362.49530,233133300340tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,14,5.0292,210.5, , ,East,IN099,RopA,1702565,10.02999973,1014.72998,257.2493591,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75999999
4622,765068.04720,547659.77960,235143400300tree1,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree1,Other,Red Elm,R. Elm,Elm,14,0.905256,254.75, , ,East,IN099,ReyA,1702564,9.880000114,1001.940002,263.944458,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4623,766226.20620,529765.50830,233143500400tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,2.01168,63.25, , ,East,IN085,Bc,160850,9.920000076,998.1199951,246.3603821,2.49,51,30.0400009,18.9599991,0.21,0.19,9.1700001,Cultivated Crops,0.779999971
4624,760417.01170,523500.83980,232143140600tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,4.828032,26.5, , ,East,IN099,ReyA,1702564,9.920000076,1004.960022,237.5834961,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.800000012
4625,755325.79320,547209.92840,235133400240tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,7.242048,295, , ,East,IN099,WciAH,2495705,9.890000343,1020.809998,243.5542755,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,Cultivated Crops,0.469999999
4626,755342.87600,547200.48740,235133400240tree2,Robert Clark Jr,1834,IN,Marshall,NA,tree2,Other,Maple,Maple,Maple,14,12.271248,118, , ,East,IN099,WciAH,2495705,9.890000343,1020.809998,243.5429077,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,Cultivated Crops,0.469999999
4627,761988.98490,517005.37190,232143240200tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,2.212848,55.5, , ,East,IN099,BshA,1702515,9.909999847,1006.719971,241.4423523,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,Developed_ Open Space,0.660000026
4628,765268.74980,520166.14750,232143440400tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,14,4.425696,348, , ,East,IN085,Se,160916,9.890000343,1000.97998,240.861969,1.51,50.9300003,25.2099991,23.8600006,0.22,0.16,10.4099998,Developed_ High Intensity,0.639999986
4629,749984.69250,532762.23220,233123700540tree1,Robert Clark,1833,IN,Marshall,NA,tree1,Other,Elm,Elm,Elm,14,60.953904,302.5, , ,East,IN099,WtbA,2487341,10.02000046,1017.830017,250.8402252,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Cultivated Crops,0.889999986
