FID,density,POINT_X,POINT_Y
216,27.37532128,767868.58000,531334.09000
217,1.174029309,767913.52330,533726.46780
218,243.6955539,767854.11560,530534.35600
219,0,769433.45740,528893.65190
220,8.047898286,769394.64830,525679.07780
221,0.645260298,769469.06370,530503.88910
222,1.63548741,769402.08000,526486.28000
223,37.15826149,769540.41780,533693.39870
224,5.015992803,766232.91000,531358.98000
225,0,766228.64390,530561.81940
226,12.73055342,767896.64000,532956.43000
227,108.4761874,767799.48790,527316.73190
228,0,769409.39510,527287.23890
229,19.37797197,767814.45000,528123.60000
230,95.99010787,769450.21000,529699.10000
231,0.479722204,768678.24780,531321.38420
232,29.82626388,775937.23000,531227.22000
233,124.9912903,775920.41360,528812.92780
234,76.2648184,774283.40000,526411.88000
235,69.69436697,772714.85000,529657.09000
236,38.74246251,772730.99000,531261.83000
237,46.06414632,773453.93490,524814.55650
238,12.53922667,772732.80440,532075.95810
239,7.753029546,771942.27820,532903.14120
240,48.5869812,771108.00000,529679.28000
241,178.1726477,772679.40300,527235.62180
242,3.716874919,773474.19040,526421.86540
243,11.07112221,774314.22000,529646.46000
244,209.0965317,779128.87200,525565.26850
245,237.6934635,771073.04000,528063.51000
246,3.017341872,775162.78300,532868.62370
247,16.67350304,771090.51570,528871.39110
248,78.04055143,775088.18800,524799.13290
249,5.90342364,772734.62000,532890.08000
250,617.5020535,775906.66680,527199.42460
251,614.9401744,771120.83290,530480.15970
252,0,772764.17220,533628.40190
253,0,774366.46000,532878.78000
254,2.126025176,772664.98000,526431.85000
255,27.37631283,774292.91000,524806.22000
256,0,773550.53940,532884.43160
257,54.53871177,771859.55110,526442.42440
258,15.91123216,775914.13000,528005.73000
259,2.92686819,770226.27630,524860.72330
260,24.71466986,772722.91830,530459.45950
261,37.57129412,773529.82000,531255.20420
262,40.94087181,771854.13850,524835.65600
263,9.8488445,775105.33500,528018.33580
264,10.20406906,771054.12000,526453.00000
265,14.70090222,771133.67000,531281.04000
266,139.9053514,771932.32820,531271.43820
267,36.41208158,771065.34000,524849.57000
268,0.496866893,772642.94000,524821.74000
269,162.7187982,774321.43550,530447.51840
270,190.2942221,770339.21180,532928.10970
271,84.99256824,775120.45620,529633.29600
272,12.43337619,775931.96290,530423.67550
273,37.38416253,773495.18280,528035.17170
274,51.63727627,770310.79440,531294.85850
275,4.231252369,775132.94220,531237.89790
276,1.584812674,776769.56120,532853.61680
277,133.7172507,771063.57990,527258.25410
278,72.60269069,774296.54000,528030.95000
279,143.8228951,777589.99400,533560.26020
280,67.93677575,775959.11000,532858.47000
281,0,775968.10680,533583.96240
282,29.7893791,771059.73200,525651.28590
283,0,771149.93000,532916.20000
284,24.12578202,779232.86190,533530.26720
285,225.6041543,772653.95760,525626.79450
286,29.15883566,774305.37760,528838.70400
287,9.605073183,774328.65000,531248.58000
288,4.566744361,769387.21000,524871.88000
289,41.85873839,771159.76020,533665.33080
290,1.605575947,771141.80200,532098.62130
291,0.797182446,773514.53390,529651.77380
292,71.39702881,774289.97010,527221.41540
293,11.51863798,778317.40030,524763.11730
294,26.98371789,772704.33910,528848.24150
295,144.0382214,775926.70000,529620.13000
296,0,774274.16760,525609.62740
297,49.44948072,772693.83000,528039.40000
298,26.46465766,767930.41000,534496.50000
299,0,768741.37750,534471.63920
300,120.9407273,769570.90810,535254.52820
301,129.5243112,772026.19010,536001.82240
302,544.4387593,771222.13000,536018.49000
303,44.17185355,776024.33000,534309.11000
304,179.5067435,777648.21000,535863.51000
305,144.2996016,777633.20740,535067.23320
306,245.0972193,778430.64230,534253.83160
307,0,771981.65420,534390.59150
308,11.41732863,773589.29420,534348.07300
309,27.44386624,775196.73990,534319.98800
310,30.83570359,770360.96620,534430.61990
311,80.6999995,771169.59000,534414.46000
312,1.766952687,772793.72000,534366.72000
313,37.78288053,777618.21000,534270.96000
314,0,772811.98700,535175.93710
315,24.09786828,769552.35000,534446.78000
316,43.32535184,771195.85740,535216.47680
317,0,772830.25000,535985.15000
318,17.84270095,774416.38000,534330.52000
319,0,776812.15530,534290.43370
320,0,772841.38760,536784.74700
321,0.628219363,779243.08000,534236.71000
