"","POINT_X","density","Line"
"723",722899.51,0,"West"
"724",722935.3549,0.539392315018,"West"
"725",722938.8365,0,"West"
"726",722971.2,21.5115349962,"West"
"727",723003.7366,0,"West"
"728",723008.3419,0.705565236241,"West"
"729",723036.27,0,"West"
"730",723066.0112,0,"West"
"731",723077.5171,86.4521702889,"West"
"732",723095.75,13.8077063998,"West"
"733",723112.7025,0,"West"
"734",723169.6344,0.708547297821,"West"
"735",723213.0795,133.007605901,"West"
"736",723251.19,279.452276262,"West"
"737",723279.788,48.1830717711,"West"
"738",723287.0442,15.7712183116,"West"
"739",723322.89,0,"West"
"740",723344.0547,23.3224821923,"West"
"741",723359.1301,42.7306588917,"West"
"742",723395.37,7.41272053603,"West"
"743",723407.6695,0,"West"
"744",723430.5291,13.1073063619,"West"
"745",723465.69,20.185619436,"West"
"746",723470.4385,48.4025754197,"West"
"747",723498.6414,7.48996246259,"West"
"748",723531.59,3.403561493,"West"
"749",723535.8735,0,"West"
"750",723573.0689,2.27475986175,"West"
"751",723593.5223,0,"West"
"752",723614.55,15.4831794675,"West"
"753",723650.3638,9.11282072632,"West"
"754",723651.4312,0,"West"
"755",723686.18,1.25928457124,"West"
"756",723709.8507,0,"West"
"757",723716.2242,160.54469609,"West"
"758",723746.27,1.1828274986,"West"
"759",723770.0337,0,"West"
"760",723784.6058,297.066115819,"West"
"761",723822.94,257.483611129,"West"
"762",723828.4986,0,"West"
"763",723857.2528,86.0227137192,"West"
"764",723887.6966,4.01797390971,"West"
"765",723891.56,1.51350246666,"West"
"766",723925.298,0,"West"
"767",723946.4533,35.9457557381,"West"
"768",723959.03,0.277551674031,"West"
"769",724026.68,0,"West"
"770",724055.9923,0,"West"
"771",724058.5951,48.7656215614,"West"
"772",724090.51,0,"West"
"773",724123.3099,0.382140729609,"West"
"774",724130.8651,3.65893163646,"West"
"775",724156.11,0,"West"
"776",724183.8099,9.73703364643,"West"
"777",724201.5828,0,"West"
"778",724238.9063,0,"West"
"779",724266.31,0,"West"
"780",724270.6792,160.397769765,"West"
"781",724302.1855,5.48175563799,"West"
"782",724333.1788,4.86877222055,"West"
"783",724338.07,0,"West"
"784",724364.5562,0,"West"
"785",724391.05,0,"West"
"786",724412.9633,0,"West"
"787",724424.5951,0,"West"
"788",724458.14,0,"West"
"789",724488.3813,34.4221995045,"West"
