FID,density,POINT_X,POINT_Y
162,323.2272165,752303.60680,523765.85380
163,827.6178983,756211.58860,520366.10980
164,133.6656724,757734.05370,517110.24170
165,863.6975907,757744.85570,517914.76540
166,185.8508179,756232.10360,521168.32280
167,53.98129744,757716.53000,516302.45230
168,638.6350286,751282.07780,516533.96640
169,331.1228315,750587.04230,522186.42780
170,257.7669287,752886.42940,516469.96750
171,5.26590015,757860.06720,521933.48170
172,52.94676232,755330.63540,517187.74960
173,1782.549214,753907.07620,523685.01960
174,784.1471453,754691.37520,522811.79850
175,296.7833295,754674.27360,522014.90690
176,1456.961291,750623.30720,523803.42420
177,0.600037943,756317.24460,523571.41280
178,42.69376357,759350.56300,517065.16120
179,93.48183868,757773.14110,519519.92410
180,0.166384668,757105.95990,523565.78030
181,18.15777841,758620.80900,520307.10040
182,297.6480768,758505.53830,515472.86140
183,53.43701281,757790.62450,520320.55910
184,56.39106822,758573.27950,518703.10320
185,1.964542726,753097.36810,524555.50700
186,67.6500278,757894.67520,523560.14780
187,252.3380903,759370.73220,517876.03920
188,102.364687,757877.37120,522746.81470
189,25.32377931,759468.03280,521918.08010
190,510.7361965,756284.93160,522770.97430
191,42.5554429,759450.99360,520293.64170
192,0,759420.94750,519490.27950
193,94.68266033,759459.51320,521105.86090
194,106.8165859,751501.53810,523770.35860
195,2.089998734,759390.90140,518686.91730
196,126.369611,758698.71780,523544.89850
197,503.1264002,757056.34290,521952.00880
198,267.2179343,753105.67550,523761.34890
199,149.5114942,753041.91120,520483.52170
200,111.3979468,750529.27560,517373.72370
201,295.7503533,752927.39320,517273.48110
202,72.30836339,753885.04850,522049.21160
203,144.6268794,754708.47690,523608.69020
204,112.2426688,751497.07840,524592.95350
205,645.2217408,754650.95800,521214.71520
206,1782.549214,755512.86070,523590.05150
207,278.0887129,756087.11080,515546.56230
208,41.90263612,753782.72760,518847.59630
209,209.4811785,751490.22150,522962.22000
210,1782.549214,753100.74950,522922.43260
211,30.29189528,767684.18070,519305.70530
212,139.0387455,762835.56070,519401.51640
213,196.6964638,767665.75570,518500.43270
214,73.18881912,762933.45200,523421.46680
215,220.6144269,765241.85750,518547.32640
216,51.57729057,759312.07050,515451.05980
217,223.7615537,764519.89510,522580.72360
218,59.44796096,764498.66200,521772.48580
219,111.1299879,766046.95790,518537.67850
220,35.13980074,762130.05070,523442.51720
221,49.96461364,766856.35680,518519.05560
222,179.282697,764389.46410,516143.72450
223,35.67016341,762939.96100,524212.51930
224,257.4602079,764421.51020,517752.73360
225,53.07228987,764445.93880,519367.36820
226,45.77050636,763626.71330,518573.89270
227,80.93115998,762776.76410,516180.17210
228,32.95319228,764541.12820,523388.96140
229,14.60365356,766083.92320,520145.83910
230,260.3930725,761152.89910,516218.44150
231,102.3455782,761336.08340,524249.91400
232,129.993459,762913.49520,522617.76450
233,69.77393291,762816.66960,518590.81110
234,0,764545.72220,524178.78080
235,207.6988923,767642.03210,516888.71560
236,100.8965805,766019.09140,516921.62470
237,0,761942.55100,515394.42750
238,0,764436.75710,518556.97440
239,41.71894558,766006.70900,516113.91380
240,156.5115894,766033.02460,517729.65160
241,278.2257896,767627.19470,516084.00580
242,8.984215959,766115.87830,521754.56800
243,197.6352074,763654.78620,520194.99190
244,163.1465034,768449.96380,516875.15850
245,0,763566.30840,515356.83670
246,41.85043585,765343.31600,523373.75200
247,253.2827438,766065.44050,519341.75880
248,47.78773298,766803.34200,515292.74940
249,20.76232362,760414.70480,523496.60840
250,162.6216658,761987.11230,517004.18600
251,0,769303.90760,519285.88130
252,59.76765539,766893.26450,520128.40840
253,0,762805.12290,517788.21890
254,292.4434594,764455.12060,520177.76210
255,181.401,765269.52190,520161.80060
256,3.657757811,761253.74350,520248.95380
257,59.14191453,762893.53840,521814.06220
258,51.02359576,760265.60570,517043.95320
259,363.6821036,763696.10020,521793.27400
260,161.8443267,760352.36860,520271.29780
261,119.5947923,768419.69210,515265.65030
262,204.6905319,769275.34410,517672.47410
263,53.61967259,763737.29010,523405.21410
264,0,762793.57620,516985.62680
265,178.8860418,760218.61020,515432.59880
266,124.7930772,767653.89390,517694.57420
267,443.930209,767612.35740,515279.29610
268,37.60732628,761270.14640,521053.96400
269,254.392801,762759.95210,515374.71740
270,26.45068207,763599.91980,516967.05980
271,141.3282772,766830.56170,516905.17020
272,39.11164898,767702.60580,520110.97780
273,83.50785168,765183.49570,515322.57950
274,105.3783406,765212.67730,516935.05880
275,13.26372612,769315.02260,520088.41590
276,0,769292.79260,518483.34660
277,84.45657378,761306.59930,522661.27090
278,86.6242658,769257.89560,516861.60150
279,225.6512039,762054.09760,520230.58780
280,28.61849106,764406.26330,516948.49290
281,111.5769838,761180.64830,517022.74530
282,0,766944.26240,523348.11920
283,18.35267176,766919.18080,521733.79380
284,67.08307447,767712.54460,520911.99870
285,67.08307447,768508.81420,520099.69690
286,122.8118139,761193.68630,517827.06300
287,0,769375.51890,523310.73210
288,57.38885446,762090.04380,521836.51820
289,0.336290418,766146.61770,524142.93590
290,3.37442043,766145.50380,523358.54270
291,13.51436313,762873.99510,521013.14200
292,2.753433643,767732.75220,522525.35760
293,12.25784129,766130.69100,522556.55530
294,20.0955335,769328.83160,520893.36670
295,161.19892,761286.54930,521858.97420
296,0,769381.36550,524091.30470
297,59.24023094,767722.48340,521713.01950
298,117.7740053,764476.89130,520975.12390
299,6.359218307,769359.07980,522504.52490
300,54.57192719,760377.29100,521888.52710
301,0.284700762,768532.56200,521705.66850
302,51.30517544,769342.64070,521698.31760
303,4.863530774,760298.81280,518659.14900
304,50.05442942,766099.90070,520950.20360
305,13.44196914,765307.27020,521763.52690
306,25.02028424,761326.64930,523463.56760
307,114.7768046,761230.23390,519440.16720
308,119.1266505,762011.69690,518611.09590
309,1.628775129,761206.72430,518631.38070
310,68.56554731,762854.45180,520212.22180
311,101.475337,761125.14990,515414.13770
312,95.55352456,765994.32660,515306.20280
313,398.4930038,764372.66480,515338.95610
314,994.4703781,768479.27420,518491.88970
315,274.6582035,769242.46120,516056.80310
316,58.19322593,776669.71470,519960.33450
317,33.52370304,779072.90200,517544.82920
318,424.133954,774260.80040,520794.02190
319,47.50372063,779075.34000,518332.19000
320,17.88705284,777462.30000,518340.54000
321,89.51829609,775819.76440,515950.95040
322,423.5022256,771001.13000,518445.14000
323,38.54501193,775859.94000,519971.06000
324,36.90721136,771709.31630,515206.94960
325,24.34419497,777493.16000,521555.41000
326,41.19998223,775076.07290,521586.24720
327,61.23433167,770124.76910,516845.76680
328,166.649342,775882.13000,521577.67000
329,546.5069421,777431.52000,515126.11000
330,29.09911609,775055.76110,519982.14130
331,327.9238491,775811.33000,515146.34000
332,24.51381758,775020.57320,516764.27840
333,28.06304122,774251.59000,519993.22000
334,26.93735935,770146.96100,518464.24370
335,78.35748748,777486.32820,520752.50710
336,71.17400532,779086.99760,519137.60980
337,11.55175754,773448.73270,520007.98670
338,421.1714767,770976.27590,516025.66160
339,83.13233066,775880.66000,523175.79000
340,36.49191028,776696.00010,523166.53730
341,39.59885733,779118.00560,523966.54470
342,13.00597978,772657.07000,521628.69000
343,22.69188771,774270.01000,521594.83000
344,6.588348584,773463.54310,521611.75550
345,13.77851763,777479.49000,519949.60000
346,88.13522584,777470.89780,519145.07470
347,84.77236463,770991.64000,516829.93000
348,49.31421086,777444.85000,516727.99000
349,248.4212324,776687.64720,521566.53930
350,317.5111873,777438.18430,515927.05110
351,30.54779047,778268.82320,518336.36510
352,1.123206413,770117.16090,515236.00110
353,54.48619137,773426.64020,518399.89700
354,125.4728356,777513.01630,523962.96900
355,84.10125289,774277.86000,523184.04000
356,90.10521601,776513.50040,515138.57520
357,57.97765657,775871.03360,520774.36660
358,49.36752946,777502.25190,522356.34700
359,172.3764943,770996.38600,517637.53640
360,16.97624916,775037.89240,518371.44390
361,7.472014472,775828.20000,516755.56000
362,58.1837705,776636.52150,516741.77930
363,11.2679951,773327.55200,515180.31290
364,21.25065116,773407.13950,516787.85400
365,50.0266566,778313.62150,523166.39640
366,76.01219581,771835.10070,520038.50260
367,17.52897765,772613.32960,517611.38550
368,2.290462963,771024.32000,520054.25000
369,111.2467516,772576.55000,515194.04000
370,40.94825978,770217.72880,523294.11400
371,65.14939441,769227.02690,515252.00460
372,1.170685556,779108.90000,521562.22000
373,4.176073067,776655.06810,518351.84690
374,396.3735555,770960.91000,515221.39000
375,89.57494024,774220.45010,517576.36550
376,20.25062383,774942.34130,515157.85830
377,68.79444242,774227.95000,518379.74000
378,0,777453.57420,517534.26950
379,189.4376827,772601.33000,516802.72000
380,2.99462063,777511.34000,523157.28000
381,0,772637.70000,523204.10000
382,40.04276513,771059.94000,523277.50000
383,0,775847.83000,518363.15000
384,10.88280463,771034.33850,520860.84570
385,190.9528216,772588.94050,515998.37600
386,25.59075963,774201.04000,515168.41000
387,64.23389565,774206.99680,515970.69940
388,0.502694236,778301.03110,521558.81690
389,144.2153452,775881.39540,522376.72950
390,8.519682472,771850.71320,521648.06340
391,42.11061858,779112.40070,522368.86630
392,29.72662924,779098.65000,519943.03000
393,18.00814881,771813.22990,518432.59800
394,42.98195002,779061.68130,515912.67440
395,83.91684053,774212.95000,516772.99000
396,93.9374874,770169.67290,520071.33290
397,27.77869452,779115.90000,523175.51000
398,0.423478193,779103.77520,520752.62910
399,7.970368072,771062.63950,524063.53260
400,5.255355785,772645.88000,520022.76000
401,42.40789918,771044.35000,521667.44000
402,75.61088671,772651.47540,520825.72030
403,160.3474607,771012.72620,519249.69530
404,5.509745083,775853.88500,519167.10670
405,12.97094041,772625.33000,518420.06000
406,24.25930291,771052.14620,522472.46870
407,0,770193.38490,521675.99870
408,0.218523487,778019.83950,516729.72830
409,32.88286344,772647.38670,522416.39430
410,9.589987861,778289.07230,519946.31930
411,0.685526722,774285.38480,523995.12930
412,0.52028181,771796.48570,516816.32380
413,14.27592418,775838.01540,517559.35670
414,31.65582833,774239.76850,519186.47840
415,13.13647223,772635.60430,519221.40530
416,24.8880351,774273.93710,522389.43310
417,81.01362819,778296.62770,515120.01670
418,177.217841,750065.46000,533524.54000
419,70.00659676,746882.44210,534499.22140
420,1.140842763,746595.82690,526411.16860
421,115.6858049,745819.70270,527234.11210
422,31.33144202,749258.86720,533558.98750
423,131.0724986,749953.88000,530326.33000
424,82.44517816,746049.40160,533657.27050
425,213.8525142,749852.75000,527091.46000
426,176.6111991,749116.00490,527119.11120
427,357.4590584,748377.03320,531175.98240
428,455.2273929,746806.97000,532019.81000
429,494.2281811,747544.39820,528777.07780
430,86.28524881,748479.90310,534459.48260
431,579.9027275,748452.28000,533593.43000
432,41.83089661,749826.75360,526286.62810
433,1.0436602,750034.89380,532727.62700
434,884.911763,748427.23210,532784.57800
435,194.014236,746856.64000,533634.74000
436,26.56599918,747553.58450,530397.71230
437,181.4723432,747604.58000,531997.76680
438,319.3463803,749072.34390,525509.49950
439,18.94343131,746626.86000,527204.80000
440,125.261047,748296.68000,528751.42000
441,33.89263381,746831.80680,532827.27430
442,111.9482044,748324.28200,529563.83280
443,68.6549884,746781.13120,531219.49670
444,49.45665815,746030.20720,532042.76940
445,271.3574493,749928.06980,529514.56310
446,68.85422476,748402.19000,531975.72000
447,324.1667627,750095.27890,534397.97370
448,80.71346474,745264.04130,534539.67950
449,87.72348496,749099.47370,528727.10740
450,201.597784,749152.87810,530351.28850
451,225.3729515,750004.33000,531930.71000
452,15.91349375,746755.29000,530419.18000
453,0,748351.88000,530376.24000
454,33.59457872,746655.66870,527962.84260
455,63.74027944,745063.73000,528874.77000
456,30.73879201,745242.16000,533679.80000
457,8.854937204,746564.79000,525617.54000
458,286.9364179,749979.10360,531128.52360
459,151.9313036,745038.13510,528069.09440
460,111.6575374,747654.45880,533614.08550
461,55.15288139,749203.25870,531953.21750
462,24.6457165,749902.26000,528702.79000
463,1782.549214,749877.50570,527897.12430
464,217.6999851,758125.94270,532371.73750
465,192.8823654,753275.21000,531789.28000
466,70.43074365,757147.92430,525154.60500
467,1026.79063,754821.47000,528476.83000
468,112.6732962,750704.03970,527052.48350
469,93.224118,751652.51000,530246.06000
470,584.4996217,758907.56490,531542.22340
471,234.1368762,754939.96620,532514.89050
472,176.5336531,754992.46240,534170.08650
473,134.6641425,757362.72810,533206.95580
474,1782.549214,754147.47550,533350.93220
475,590.9447476,753252.60000,530184.83000
476,1561.155456,750907.02690,533491.36880
477,0,758016.87000,528339.86000
478,141.4427646,754902.09000,531716.50000
479,95.24312574,758088.40170,530757.84150
480,107.1823093,758745.01010,525095.42090
481,1782.549214,753296.15620,532588.93050
482,255.0038535,753169.66000,526948.75000
483,84.94963626,755505.85280,525231.25910
484,367.3842058,755565.94660,526835.66900
485,164.1953939,756500.63000,531640.21000
486,123.5783232,754737.21340,526072.10180
487,268.2256154,754873.01000,530105.19000
488,508.3373716,756401.56250,527598.17100
489,96.04045061,753129.36260,526149.20510
490,711.299302,753196.88460,527748.69060
491,192.9370946,752483.22880,531812.11660
492,25.17776455,759731.59600,532326.94330
493,95.44770889,759679.46180,530712.52960
494,46.56137482,753968.40830,526910.20930
495,111.5460716,759552.45690,525878.95930
496,231.8771951,759628.74360,529098.79590
497,140.4111044,759651.88000,529909.99000
498,184.0424481,754022.78490,528512.73460
499,54.42128759,756364.74000,526799.66000
500,57.53979341,751719.92520,532646.57630
501,101.103257,759781.44530,533969.70240
502,91.48675815,757964.76000,526725.99000
503,108.3119139,756304.43000,525189.99000
504,115.3098492,759605.61000,528287.60000
505,468.0939464,756464.12690,529210.21130
506,0,756334.58610,525994.82620
507,1079.765638,751748.60000,533458.20000
508,180.1215418,756541.14230,532440.01370
509,184.4272033,759588.97850,527486.88020
510,98.79894015,752414.48490,528588.51850
511,598.5739359,756438.38000,528396.68000
512,802.6147823,751750.15860,534327.95620
513,249.4323061,758108.08000,531569.38000
514,146.8398343,758949.97380,533156.45740
515,161.3294806,756581.65000,533239.82000
516,188.1561979,757164.75250,526762.82730
517,135.4194782,753338.91120,534250.51780
518,268.0239209,758860.29860,529928.14770
519,78.14277962,753224.10000,528548.64000
520,1782.549214,756489.87000,530023.75000
521,10.12509423,759707.05000,531515.07000
522,199.1524798,753238.35040,529366.73220
523,109.8127847,754062.80360,530145.01130
524,307.8760478,757941.91190,525924.00320
525,569.3573952,753317.11000,533388.58000
526,125.1274565,751580.09880,527820.95580
527,240.3154023,750847.79220,531882.83450
528,0,754887.54980,530910.84720
529,122.6065085,750753.56470,528665.59660
530,106.6619859,758042.79530,529143.08200
531,272.0927961,757279.29580,529985.02450
532,133.6221133,757304.35690,531604.79540
533,0,755779.74820,533276.54830
534,320.8172722,758068.72000,529946.30000
535,227.5843671,754847.23810,529291.01370
536,632.0195557,750803.19150,530286.19540
537,166.9116814,754088.64680,531752.88880
538,566.3699064,754794.30860,527674.25330
539,258.3349972,754767.15000,526871.67000
540,93.06145272,757919.06000,525122.02000
541,83.43407743,752362.49850,526981.12790
542,207.3144507,751628.68650,529437.22890
543,48.3946095,752532.85260,533423.39020
544,373.7663458,749800.76000,525481.80000
545,28.21899617,751604.86000,528628.40000
546,92.43766773,755681.44050,530064.46970
547,81.84282008,751691.25000,531834.96000
548,335.1168775,754977.84000,533313.28000
549,84.57115425,758201.67490,534020.31170
550,220.2559747,758768.55470,526706.07490
551,25.61168914,751555.33000,527013.51000
552,1.250737564,750646.68950,525448.67420
553,81.04066805,756583.97380,534089.32200
554,233.6827893,755629.92450,528436.75530
555,0.200563301,753089.06000,525349.67000
556,837.0446364,752452.55200,530215.44250
557,42.08935136,753898.16760,525311.09760
558,226.9332912,755701.36030,531678.35600
559,0,757227.62640,528368.26870
560,118.0836365,756495.25110,530831.97840
561,642.4984983,753263.90060,530987.05290
562,216.517182,758811.24030,528313.73020
563,212.5144028,759756.14000,533138.82000
564,125.7340586,757990.81650,527532.92500
565,23.64192507,752290.83970,525382.60680
566,63.61162096,751492.62000,525415.55000
567,120.5549449,759572.35000,526686.16000
568,141.2644998,754707.27000,525272.53000
569,1782.549214,758143.80000,533174.10000
570,1782.549214,751671.88010,531040.50620
571,249.1214929,760557.27460,531495.17070
572,405.1680632,764534.60000,524968.94000
573,40.68516073,761388.50000,529868.15000
574,300.6718113,762932.21680,525806.79470
575,0,762979.01120,529023.08830
576,95.48573836,767005.36060,528137.41670
577,185.3105622,766161.64510,525736.55050
578,407.9716019,763855.90730,533037.66730
579,339.6974218,762241.87300,533078.76730
580,0,763064.13220,533863.31660
581,389.5431404,765366.57520,526557.23630
582,50.33959848,765414.12190,529779.32550
583,132.1677492,762955.66360,527411.60840
584,148.615284,765432.03100,531380.85840
585,80.96485133,762992.93000,529832.40000
586,161.9584767,764603.87000,529793.99000
587,61.71054128,764648.59060,532209.50660
588,161.062797,764568.28900,527376.94470
589,45.84459289,761373.21240,529055.26430
590,77.58009425,762918.20000,525004.15000
591,139.762528,760481.76790,528264.98740
592,33.8088968,761307.67000,525037.00000
593,116.3398301,766210.32470,528957.94950
594,171.1769971,766196.27000,528151.24000
595,26.01762371,766185.91480,527348.50450
596,89.02164685,766292.61590,533766.97010
597,83.31631854,760420.11960,525054.37970
598,148.5947336,762965.09000,528213.78000
599,50.65834045,764682.39140,533810.90200
600,46.26255101,767032.01620,529749.63970
601,70.06846705,763751.91520,526589.07100
602,67.62850413,761407.50000,531475.27000
603,67.84223513,762137.52980,526626.51640
604,55.55472976,761437.96000,533098.47000
605,0,761318.24600,525840.29610
606,101.8816609,766175.56000,526545.77000
607,288.0091499,764557.59000,526568.70000
608,0,763020.46000,531442.67000
609,197.4938141,761422.73050,532286.87340
610,187.6292404,765349.02390,524947.96460
611,65.26801992,759532.57000,525071.76000
612,127.0328216,765387.62860,528168.21280
613,4.468868597,763772.03740,528199.48210
614,18.8337276,767784.53000,526509.87000
615,41.20808499,763740.53680,524986.25720
616,194.2438305,764666.03000,533016.27000
617,194.2958775,766224.38000,529764.66000
618,51.96188985,764578.99000,528185.19000
619,5.558303337,766951.13560,524908.94090
620,81.97736497,764546.09770,525768.82170
621,3.397004039,769416.71000,528088.20000
622,114.8441734,762946.24000,526609.44000
623,169.9186212,760520.18800,529889.07270
624,28.52315725,766275.24000,532980.36000
625,129.1487667,761454.06440,533913.97390
626,214.6285225,763825.80850,531422.70640
627,0,761328.82000,526643.59000
628,64.43082227,760597.05190,533118.64600
629,359.2269517,763006.69910,530637.53700
630,0,767839.65000,529734.62000
631,187.6486591,764631.15000,531402.74000
632,522.0797426,764617.50900,530598.36450
633,176.8176292,760450.58330,526664.87570
634,224.1114849,762161.50640,528228.07490
635,211.2281921,763798.39960,529813.19510
636,53.29895086,766147.73000,524927.33000
637,50.96630795,766254.07560,532169.66650
638,512.6081095,761357.92000,528242.37000
639,0,761398.00080,530671.71380
640,101.0867446,767769.53250,525700.21010
641,75.17314797,764591.42580,528989.58890
642,44.90831753,769508.20420,532124.34690
643,0,767050.74330,531346.53570
644,0,767882.60710,532145.26470
645,0.117600252,767827.05210,528929.10690
646,1.3787349,768712.56360,532948.22730
647,51.1969501,768570.87580,524881.21500
648,11.7421684,766980.04200,526527.81970
649,232.6226909,769528.49000,532940.02000
650,1.159559183,768593.30500,526498.07290
651,41.01581328,769487.92000,531308.67000
652,27.37532128,767868.58000,531334.09000
653,1.174029309,767913.52330,533726.46780
654,243.6955539,767854.11560,530534.35600
655,0,769433.45740,528893.65190
656,8.047898286,769394.64830,525679.07780
657,0.645260298,769469.06370,530503.88910
658,1.63548741,769402.08000,526486.28000
659,37.15826149,769540.41780,533693.39870
660,1.815217599,763033.12510,532250.86720
661,0,763045.79000,533059.06000
662,5.015992803,766232.91000,531358.98000
663,559.9833463,761343.37270,527442.98300
664,0,766228.64390,530561.81940
665,69.29928574,765470.63530,532998.31470
666,12.73055342,767896.64000,532956.43000
667,1.020116449,762131.85630,525020.20430
668,99.33340384,767085.93950,532968.39540
669,0.21944266,762190.71720,529850.27760
670,108.4761874,767799.48790,527316.73190
671,0,769409.39510,527287.23890
672,19.37797197,767814.45000,528123.60000
673,95.99010787,769450.21000,529699.10000
674,0.479722204,768678.24780,531321.38420
675,353.0952073,778346.76750,527996.70640
676,205.198803,775899.20000,526393.12000
677,84.49699234,779165.95760,528795.84760
678,1766.834545,775091.30190,526402.50410
679,29.82626388,775937.23000,531227.22000
680,124.9912903,775920.41360,528812.92780
681,56.2369895,775883.47000,524792.05000
682,365.7671415,776699.07900,524780.35070
683,76.2648184,774283.40000,526411.88000
684,126.1165497,777535.85000,528006.46000
685,72.32324096,777546.09220,528816.84220
686,232.9482227,778365.28230,529615.98330
687,127.4747588,776707.23410,526387.16180
688,64.89322559,777514.97860,525574.92670
689,75.45165711,779157.69000,527986.96000
690,103.1629433,779137.63000,526372.96000
691,180.1370051,779174.23000,529604.74000
692,362.1675989,778326.45030,526377.07790
693,445.8730095,779187.02560,530404.90700
694,107.4035405,777514.69000,524768.65000
695,143.2369643,771883.43180,528051.45150
696,138.9245296,777525.55570,527193.82810
697,69.69436697,772714.85000,529657.09000
698,38.74246251,772730.99000,531261.83000
699,148.2963904,776724.98840,528006.09090
700,46.06414632,773453.93490,524814.55650
701,348.4896229,777515.27000,526381.20000
702,12.53922667,772732.80440,532075.95810
703,7.753029546,771942.27820,532903.14120
704,48.5869812,771108.00000,529679.28000
705,235.9204874,777555.93540,530422.02200
706,178.1726477,772679.40300,527235.62180
707,107.5664079,776741.51730,529623.67910
708,148.7178477,777556.34000,529627.23000
709,3.716874919,773474.19040,526421.86540
710,11.07112221,774314.22000,529646.46000
711,209.0965317,779128.87200,525565.26850
712,237.6934635,771073.04000,528063.51000
713,3.017341872,775162.78300,532868.62370
714,16.67350304,771090.51570,528871.39110
715,78.04055143,775088.18800,524799.13290
716,5.90342364,772734.62000,532890.08000
717,617.5020535,775906.66680,527199.42460
718,64.24779165,779147.66200,527179.95620
719,614.9401744,771120.83290,530480.15970
720,0,772764.17220,533628.40190
721,0,774366.46000,532878.78000
