"","X","FID","density","basal","POINT_X","POINT_Y","Line","water","notree","nodata","Type","distance"
"735",1004,501,101.103257012,39.1907790143,759781.4453,533969.7024,"East",NA," ",NA,"Forest",14812.4558174952
"736",1005,502,68.6446881938,25.0435993738,721952.2446,524047.8625,"West",NA," ",NA,"Forest",-21191.0410559012
"737",1006,502,91.4867581482,48.3967336741,757964.76,526725.99,"East",NA," ",NA,"Forest",11732.3312371645
"738",1007,503,1.71514677811,1.06375110507,728409.4198,523773.374,"West",NA," ",NA,"Savanna",-16435.8444920043
"739",1008,503,108.311913901,39.5153689313,756304.43,525189.99,"East",NA," ",NA,"Forest",9922.31135774407
"740",1009,504,1.56494505577,0.367937784958,721742.0461,519244.6847,"West",NA," ",NA,"Savanna",-23248.1232046092
"741",1010,504,115.309849194,75.9568719002,759605.61,528287.6,"East",NA," ",NA,"Forest",13511.2197975454
"742",1011,505,0.515451268615,0.254914620607,725250.9807,525527.6456,"West",NA," ",NA,"Savanna",-18015.7043974533
"743",1012,505,468.093946406,80.6434792118,756464.1269,529210.2113,"East",NA," ",NA,"Forest",10623.5465466802
"744",1013,506,0,0,756334.5861,525994.8262,"East",NA," ",NA,"Prairie",10077.6605983352
"745",1014,506,63.4007492677,41.7633239846,727568.3603,523008.7457,"West",NA," ",NA,"Forest",-17309.0077473451
"746",1015,507,279.452276262,31.2937234136,723251.19,516764.3,"West",NA," ",NA,"Forest",-21456.6078072833
"747",1016,507,1079.76563777,415.034404035,751748.6,533458.2,"East",NA," ",NA,"Forest",7090.88885361973
"748",1017,508,67.3724552502,32.9091543899,730063.58,524503.95,"West",NA," ",NA,"Forest",-14695.5941059989
"749",1018,508,180.121541839,118.649612115,756541.1423,532440.0137,"East",NA," ",NA,"Forest",11289.3702999914
"750",1019,509,1.06192244076,0.968551277321,726794.6595,523854.203,"West",NA," ",NA,"Savanna",-18024.7238560778
"751",1020,509,184.427203311,59.8084116907,759588.9785,527486.8802,"East",NA," ",NA,"Forest",13402.5201092824
"752",1021,510,2.51819960201,0.576747738633,728093.49,516535.03,"West",NA," ",NA,"Savanna",-16611.3289110698
"753",1022,510,98.7989401457,21.2263566451,752414.4849,528588.5185,"East",NA," ",NA,"Forest",6575.02223675155
"754",1023,511,0.791577402244,0.250686368751,728224.34,519741.77,"West",NA," ",NA,"Savanna",-17002.5616568959
"755",1024,511,598.57393594,88.564151919,756438.38,528396.68,"East",NA," ",NA,"Forest",10408.1695482721
"756",1025,512,137.528323202,40.4182453734,729810.5547,518865.8935,"West",NA," ",NA,"Forest",-15255.5383634746
"757",1026,512,802.614782264,124.040728467,751750.1586,534327.9562,"East",NA," ",NA,"Forest",7415.15200704938
"758",1027,513,15.5285116696,3.65094363304,727353.9017,518182.4706,"West",NA," ",NA,"Savanna",-17538.6028047877
"759",1028,513,249.432306078,32.8611959048,758108.08,531569.38,"East",NA," ",NA,"Forest",12673.3252784502
"760",1029,514,1.56288818575,0.494954457945,725211.38,524707.92,"West",NA," ",NA,"Savanna",-18670.6847533188
"761",1030,514,146.839834282,83.7054475429,758949.9738,533156.4574,"East",NA," ",NA,"Forest",13798.9720922386
"762",1031,515,144.294334908,30.7814228683,719986.83,516910.51,"West",NA," ",NA,"Forest",-24722.9214856614
"763",1032,515,161.329480586,66.0514583648,756581.65,533239.82,"East",NA," ",NA,"Forest",11537.291274907
"764",1033,516,10.5044794531,1.96407567377,726513.469,517418.2664,"West",NA," ",NA,"Savanna",-18270.9208600296
"765",1034,516,188.156197913,32.4156519251,757164.7525,526762.8273,"East",NA," ",NA,"Forest",10935.2697146516
"766",1035,517,86.1674015985,45.5827801855,725041.7328,520693.1598,"West",NA," ",NA,"Forest",-20094.411502864
"767",1036,517,135.41947815,27.4472249577,753338.9112,534250.5178,"East",NA," ",NA,"Forest",8861.67922797304
"768",1037,518,114.308610803,21.372859339,726865.2598,525464.8091,"West",NA," ",NA,"Forest",-17013.0487673746
"769",1038,518,268.023920873,74.5595391807,758860.2986,529928.1477,"East",NA," ",NA,"Forest",13124.6395817889
"770",1039,519,2.27475986175,0.945163024781,723573.0689,523973.2053,"West",NA," ",NA,"Savanna",-20254.4452307094
"771",1040,519,78.1427796186,30.2905811157,753224.1,528548.64,"East",NA," ",NA,"Forest",7329.05704403193
"772",1041,520,19.2369454438,2.02748085933,721776.06,520044.97,"West",NA," ",NA,"Savanna",-23358.9226652967
"773",1042,520,1782.54921397,415.034404035,756489.87,530023.75,"East",NA," ",NA,"Forest",10895.6164493663
"774",1043,521,10.1250942294,1.33391985287,759707.05,531515.07,"East",NA," ",NA,"Savanna",14252.9008491029
"775",1044,521,84.1983485992,8.23413906183,726476.36,516607.48,"West",NA," ",NA,"Forest",-18228.9797140164
"776",1045,522,185.91170056,9.42028491257,728899.4126,516498.851,"West",NA," ",NA,"Forest",-15805.2247877213
"777",1046,522,199.152479838,29.8699671003,753238.3504,529366.7322,"East",NA," ",NA,"Forest",7628.4309072504
"778",1047,523,4.51433927918,1.21234822225,721633.24,516832.77,"West",NA," ",NA,"Savanna",-23075.1877411066
"779",1048,523,109.812784745,9.12544533024,754062.8036,530145.0113,"East",NA," ",NA,"Forest",8516.98016195347
"780",1049,524,160.397769765,9.18404670145,724270.6792,521530.9745,"West",NA," ",NA,"Forest",-20733.3365969197
"781",1050,524,307.876047824,277.685511,757941.9119,525924.0032,"East",NA," ",NA,"Forest",11678.1123395454
"782",1051,525,12.6276585053,10.6791449145,726659.1898,520630.3391,"West",NA," ",NA,"Savanna",-18513.7979350388
"783",1052,525,569.357395235,62.892487797,753317.11,533388.58,"East",NA," ",NA,"Forest",8521.51460871767
"784",1053,526,10.6715147466,7.02953723604,730027.0749,523696.8526,"West",NA," ",NA,"Savanna",-14820.584574545
"785",1054,526,125.127456528,26.3756555143,751580.0988,527820.9558,"East",NA," ",NA,"Forest",5545.8464474423
"786",1055,527,21.9534539213,8.05376100881,721808.832,520844.2451,"West",NA," ",NA,"Savanna",-23264.6924177914
"787",1056,527,240.3154023,12.1769611688,750847.7922,531882.8345,"East",NA," ",NA,"Forest",5670.38053194558
"788",1057,528,0,0,725947.337,523078.8728,"West",NA," ",NA,"Prairie",-18922.9743266309
"789",1058,528,0,0,754887.5498,530910.8472,"East",NA," ",NA,"Prairie",9395.92723306052
"790",1059,529,3.65893163646,0.313327356344,724130.8651,518331.1262,"West",NA," ",NA,"Savanna",-20748.3877658603
"791",1060,529,122.606508504,7.02019673751,750753.5647,528665.5966,"East",NA," ",NA,"Forest",5080.75198939085
"792",1061,530,0,0,720886.3464,518486.0359,"West",NA," ",NA,"Prairie",-23984.7543080415
"793",1062,530,106.661985925,13.2413743709,758042.7953,529143.082,"East",NA," ",NA,"Forest",12135.429472125
"794",1063,531,2.99480874721,0.704116283674,729252.8015,524542.5381,"West",NA," ",NA,"Savanna",-15473.7497406078
"795",1064,531,272.0927961,71.6931564921,757279.2958,529985.0245,"East",NA," ",NA,"Forest",11629.4955339597
"796",1065,532,0,0,723322.89,518366,"West",NA," ",NA,"Prairie",-21553.4971832276
"797",1066,532,133.622113331,10.0883913054,757304.3569,531604.7954,"East",NA," ",NA,"Forest",11882.593437836
"798",1067,533,0,0,755779.7482,533276.5483,"East",NA," ",NA,"Prairie",10784.7180500815
"799",1068,533,0.282050924174,0.0297268010552,721708.04,518444.4,"West",NA," ",NA,"Prairie",-23164.5001949272
"800",1069,534,0.347517379878,0.183837600343,724973.3178,519094.0639,"West",NA," ",NA,"Prairie",-20039.2905370073
"801",1070,534,320.817272185,156.708332835,758068.72,529946.3,"East",NA," ",NA,"Forest",12370.3366887059
"802",1071,535,44.5079218968,6.49511910841,721989.02,524850.4,"West",NA," ",NA,"Savanna",-20555.762355507
"803",1072,535,227.584367056,59.9657244747,754847.2381,529291.0137,"East",NA," ",NA,"Forest",9103.0145665506
"804",1073,536,0.672844757461,0.125805188754,721670.6379,517638.5853,"West",NA," ",NA,"Savanna",-23110.6928531869
"805",1074,536,632.019555737,288.224132245,750803.1915,530286.1954,"East",NA," ",NA,"Forest",5269.87371848474
"806",1075,537,0,0,727635.719,524618.8313,"West",NA," ",NA,"Prairie",-17035.2545326754
"807",1076,537,166.911681438,42.2876986668,754088.6468,531752.8888,"East",NA," ",NA,"Forest",8745.41530608975
"808",1077,538,7.13723817559,4.42658616354,720961.936,520086.4417,"West",NA," ",NA,"Savanna",-24165.5647862792
"809",1078,538,566.369906416,206.628384612,754794.3086,527674.2533,"East",NA," ",NA,"Forest",8662.20764002359
"810",1079,539,1.48522258858,0.52454365545,729739.9822,517262.6006,"West",NA," ",NA,"Savanna",-15047.7230303118
"811",1080,539,258.33499718,19.5041410024,754767.15,526871.67,"East",NA," ",NA,"Forest",8548.03356236911
"812",1081,540,0,0,724201.5828,519926.2705,"West",NA," ",NA,"Prairie",-20960.6450862938
"813",1082,540,93.0614527228,39.2329051798,757919.06,525122.02,"East",NA," ",NA,"Forest",11499.2657715765
"814",1083,541,7.41272053603,0.9164837484,723395.37,519960.66,"West",NA," ",NA,"Savanna",-21756.0079274668
"815",1084,541,83.4340774292,40.1205608217,752362.4985,526981.1279,"East",NA," ",NA,"Forest",6160.37076870401
"816",1085,542,70.1143418786,34.6748023478,722515.4653,518405.2009,"West",NA," ",NA,"Forest",-22358.8947695489
"817",1086,542,207.314450705,94.5430044276,751628.6865,529437.2289,"East",NA," ",NA,"Forest",6092.74940488824
"818",1087,543,48.3946095009,27.170276925,752532.8526,533423.3902,"East",NA," ",NA,"Forest",7806.20059711231
"819",1088,543,89.3173215492,99.3860296329,722723.5303,523207.4073,"West",NA," ",NA,"Forest",-21374.8252209491
"820",1089,544,8.5493933329,7.79767477835,725075.67,521494.44,"West",NA," ",NA,"Savanna",-19939.6859619121
"821",1090,544,373.766345828,109.846317662,749800.76,525481.8,"East",NA," ",NA,"Forest",3542.0551544488
"822",1091,545,0.527515312226,0.307924939058,726759.91,523051.87,"West",NA," ",NA,"Savanna",-18113.2642393805
"823",1092,545,28.2189961725,11.038655391,751604.86,528628.4,"East",NA," ",NA,"Savanna",5836.16311841093
"824",1093,546,1.85087054491,0.915341549198,721104.558,523284.0757,"West",NA," ",NA,"Savanna",-22320.7710327652
"825",1094,546,92.4376677274,38.8294129403,755681.4405,530064.4697,"East",NA," ",NA,"Forest",10132.9063597112
"826",1095,547,0.593802026076,0.506688534273,729094.7834,521299.8277,"West",NA," ",NA,"Savanna",-15997.5532975096
"827",1096,547,81.8428200836,77.6325308556,751691.25,531834.96,"East",NA," ",NA,"Forest",6450.51377996061
"828",1097,548,7.48996246259,4.93378599734,723498.6414,522368.4993,"West",NA," ",NA,"Savanna",-21414.7860153241
"829",1098,548,335.116877495,100.695093322,754977.84,533313.28,"East",NA," ",NA,"Forest",10039.9148712888
"830",1099,549,12.1616920782,2.09522291373,724904.8405,517491.6897,"West",NA," ",NA,"Savanna",-19878.3220633609
"831",1100,549,84.571154246,26.7830227327,758201.6749,534020.3117,"East",NA," ",NA,"Forest",13317.6635829016
"832",1101,550,10.6279697222,1.03935744695,729035.4104,519705.5158,"West",NA," ",NA,"Savanna",-16190.8160891032
"833",1102,550,220.255974688,23.2139127356,758768.5547,526706.0749,"East",NA," ",NA,"Forest",12534.3818639782
"834",1103,551,4.86877222055,3.64135590811,724333.1788,523137.6829,"West",NA," ",NA,"Savanna",-20427.3145080807
"835",1104,551,25.6116891386,9.60344948476,751555.33,527013.51,"East",NA," ",NA,"Savanna",5362.25938630299
"836",1105,552,1.25073756429,0.571016028471,750646.6895,525448.6742,"East",NA," ",NA,"Savanna",4388.609376293
"837",1106,552,158.565364563,29.6477685193,722801.7832,524813.6605,"West",NA," ",NA,"Forest",-20059.8606039237
"838",1107,553,5.9804202715,0.73939897785,722653.6501,521605.5136,"West",NA," ",NA,"Savanna",-22330.0906203519
"839",1108,553,81.0406680483,40.0783787085,756583.9738,534089.322,"East",NA," ",NA,"Forest",11816.294872799
"840",1109,554,0.0901926483656,0.0477121462238,725134.77,523105.87,"West",NA," ",NA,"Prairie",-19732.9510281576
"841",1110,554,233.68278929,42.6271741451,755629.9245,528436.7553,"East",NA," ",NA,"Forest",9625.57355612234
"842",1111,555,0.200563301369,0.0345531544443,753089.06,525349.67,"East",NA," ",NA,"Prairie",6832.96332724304
"843",1112,555,11.1288009253,2.3740386448,722024.3732,525672.379,"West",NA," ",NA,"Savanna",-19919.2480489094
"844",1113,556,5.504258452,1.51724261494,728125.3545,517335.4577,"West",NA," ",NA,"Savanna",-16659.7763227113
"845",1114,556,837.04463642,37.7481732075,752452.552,530215.4425,"East",NA," ",NA,"Forest",6911.10988472661
"846",1115,557,9.11282072632,2.14253596981,723650.3638,525598.1454,"West",NA," ",NA,"Savanna",-18916.210226244
"847",1116,557,42.0893513598,12.7108855181,753898.1676,525311.0976,"East",NA," ",NA,"Savanna",7608.04522001606
"848",1117,558,0,0,728255.7155,520543.4106,"West",NA," ",NA,"Prairie",-16961.9131052324
"849",1118,558,226.933291163,33.5767283994,755701.3603,531678.356,"East",NA," ",NA,"Forest",10312.3866800572
"850",1119,559,0,0,757227.6264,528368.2687,"East",NA," ",NA,"Prairie",11177.7688472748
"851",1120,559,33.2956903231,13.4969402467,728965.9241,518099.2072,"West",NA," ",NA,"Savanna",-15934.2482439001
"852",1121,560,118.083636488,76.8865123714,756495.2511,530831.9784,"East",NA," ",NA,"Forest",10987.7482941451
"853",1122,560,1515.5387469,55.2913068901,729946.761,522077.3713,"West",NA," ",NA,"Forest",-15034.3896686448
"854",1123,561,15.4831794675,0.627635426912,723614.55,524776.92,"West",NA," ",NA,"Savanna",-19585.1148147872
"855",1124,561,642.498498324,415.034404035,753263.9006,530987.0529,"East",NA," ",NA,"Forest",7795.24498908288
"856",1125,562,216.51718201,153.156382167,758811.2403,528313.7302,"East",NA," ",NA,"Forest",12729.7094089091
"857",1126,562,960.321495389,15.5712666897,729846.48,519669.26,"West",NA," ",NA,"Forest",-15379.0855012622
"858",1127,563,5.66495607915,0.287047561407,729774.63,518062.52,"West",NA," ",NA,"Savanna",-15131.0544943121
"859",1128,563,212.514402778,134.495613992,759756.14,533138.82,"East",NA," ",NA,"Forest",14579.0875439719
"860",1129,564,125.734058579,103.210828332,757990.8165,527532.925,"East",NA," ",NA,"Forest",11815.6035025705
"861",1130,564,371.418297009,15.9970364623,726589.9828,519028.4555,"West",NA," ",NA,"Forest",-18439.1487073378
"862",1131,565,23.6419250726,5.09130460818,752290.8397,525382.6068,"East",NA," ",NA,"Savanna",6034.06708520773
"863",1132,565,46.1361056257,1.72993572349,728157.22,518135.89,"West",NA," ",NA,"Savanna",-16738.0507615161
"864",1133,566,63.6116209621,10.088767523,751492.62,525415.55,"East",NA," ",NA,"Forest",5235.17216370169
"865",1134,566,186.047071648,4.90211501875,727426.8609,519784.8145,"West",NA," ",NA,"Forest",-17788.2641290732
"866",1135,567,0,0,726629.38,519827.86,"West",NA," ",NA,"Prairie",-18572.7724608566
"867",1136,567,120.554944873,10.3846356756,759572.35,526686.16,"East",NA," ",NA,"Forest",13336.6728395158
"868",1137,568,4.94289879003,0.200368302826,728331.9535,522155.3359,"West",NA," ",NA,"Savanna",-16626.2566485126
"869",1138,568,141.264499799,12.1685623585,754707.27,525272.53,"East",NA," ",NA,"Forest",8380.75454621244
"870",1139,569,51.9834574841,0.658510167414,725818.5919,519859.8686,"West",NA," ",NA,"Forest",-19368.8725029696
"871",1140,569,1782.54921397,37.9881958346,758143.8,533174.1,"East",NA," ",NA,"Forest",13022.04826756
"872",1141,570,205.439520695,25.3998489598,741623.0219,521730.8414,"West",NA," ",NA,"Forest",-3916.84589890412
"873",1142,570,1782.54921397,22.4261171656,751671.8801,531040.5062,"East",NA," ",NA,"Forest",6234.12342281635
"874",1143,571,216.476226161,59.6714268263,741713.1389,524965.7684,"West",NA," ",NA,"Forest",-3240.08803677264
"875",1144,571,249.121492873,20.4495392301,760557.2746,531495.1707,"East",NA," ",NA,"Forest",15095.5257835264
"876",1145,572,21.515164279,3.68484039311,742452.5817,522515.3728,"West",NA," ",NA,"Savanna",-2797.99343062632
"877",1146,572,405.168063217,17.4506434735,764534.6,524968.94,"East",NA," ",NA,"Forest",18044.319602687
"878",1147,573,40.6851607276,23.8314893647,761388.5,529868.15,"East",NA," ",NA,"Savanna",15558.2952716549
"879",1148,573,97.9044738142,7.24290365134,744748.9223,518388.205,"West",NA," ",NA,"Forest",-791.2105700499
"880",1149,574,21.067053506,1.9321448769,743775.7774,515999.1642,"West",NA," ",NA,"Savanna",-1019.6850073372
"881",1150,574,300.671811311,71.3010427952,762932.2168,525806.7947,"East",NA," ",NA,"Forest",16557.7245589735
"882",1151,575,0,0,762979.0112,529023.0883,"East",NA," ",NA,"Prairie",16957.1582100676
"883",1152,575,33.4332605328,1.25362535403,743971.5893,519214.4061,"West",NA," ",NA,"Savanna",-1250.12065535002
"884",1153,576,0,0,743178.4358,520052.1731,"West",NA," ",NA,"Prairie",-2131.42448499048
"885",1154,576,95.4857383564,11.8055344165,767005.3606,528137.4167,"East",NA," ",NA,"Forest",20847.3721995052
"886",1155,577,5.45456825757,0.179651584538,744799.5474,520004.3565,"West",NA," ",NA,"Savanna",-618.284539031112
"887",1156,577,185.310562169,43.5687869822,766161.6451,525736.5505,"East",NA," ",NA,"Forest",19746.1036209912
"888",1157,578,185.474112404,30.5438639786,746494.6188,523188.4845,"West",NA," ",NA,"Forest",-53.0908556337733
"889",1158,578,407.971601875,113.283799537,763855.9073,533037.6673,"East",NA," ",NA,"Forest",18579.1154029981
"890",1159,579,5.79885304103,0.211559198838,745528.1625,517556.8925,"West",NA," ",NA,"Savanna",-457.160467399598
"891",1160,579,339.697421771,161.11108189,762241.873,533078.7673,"East",NA," ",NA,"Forest",16998.8462735905
"892",1161,580,0,0,763064.1322,533863.3166,"East",NA," ",NA,"Prairie",17965.3140663264
"893",1162,580,6.027189713,0.345104497924,743069.2411,516830.5832,"West",NA," ",NA,"Savanna",-1956.88277416613
"894",1163,581,27.5349041101,3.40432261111,743283.2354,523300.298,"West",NA," ",NA,"Savanna",-1708.50158055273
"895",1164,581,389.543140406,44.4114951018,765366.5752,526557.2363,"East",NA," ",NA,"Forest",19082.0270034464
"896",1165,582,1.99177115259,0.428929269359,741509.6142,518494.4668,"West",NA," ",NA,"Savanna",-3754.52274758511
"897",1166,582,50.3395984841,9.08065257262,765414.1219,529779.3255,"East",NA," ",NA,"Forest",19484.6408638012
"898",1167,583,6.03054996825,0.271959504706,744685.9678,516779.9931,"West",NA," ",NA,"Savanna",-418.715118460739
"899",1168,583,132.167749222,54.9157173615,762955.6636,527411.6084,"East",NA," ",NA,"Forest",16754.3054968138
"900",1169,584,0,0,744718.66,517585.63,"West",NA," ",NA,"Prairie",-840.460531189865
"901",1170,584,148.615284018,12.3499340509,765432.031,531380.8584,"East",NA," ",NA,"Forest",19847.2415933871
"902",1171,585,0,0,743222.5013,521678.4995,"West",NA," ",NA,"Prairie",-2522.96097446345
"903",1172,585,80.9648513264,13.8255920546,762992.93,529832.4,"East",NA," ",NA,"Forest",17117.5294282561
"904",1173,586,0,0,744867.35,522426.11,"West",NA," ",NA,"Prairie",-1162.34623602825
"905",1174,586,161.958476723,38.4066874427,764603.87,529793.99,"East",NA," ",NA,"Forest",18690.3807115094
"906",1175,587,3.97707624716,0.993500639732,741676.8966,523346.3114,"West",NA," ",NA,"Savanna",-3252.51367258049
"907",1176,587,61.7105412834,5.65972389815,764648.5906,532209.5066,"East",NA," ",NA,"Forest",19242.00192021
"908",1177,588,4.15790618302,1.40315687877,742392.9415,520893.9681,"West",NA," ",NA,"Savanna",-3165.22135598749
"909",1178,588,161.062796961,76.0621266044,764568.289,527376.9447,"East",NA," ",NA,"Forest",18361.8964214958
"910",1179,589,0.683918565785,0.277237321902,743039.44,516024.14,"West",NA," ",NA,"Savanna",-1737.4877739503
"911",1180,589,45.8445928851,16.8183738179,761373.2124,529055.2643,"East",NA," ",NA,"Savanna",15379.3743826925
"912",1181,590,26.6903648182,6.32932909748,744653.28,515974.36,"West",NA," ",NA,"Savanna",-168.417062940712
"913",1182,590,77.5800942477,12.579332475,762918.2,525004.15,"East",NA," ",NA,"Forest",16439.5694323689
"914",1183,591,139.762528017,51.2727520085,760481.7679,528264.9874,"East",NA," ",NA,"Forest",14375.7153442133
"915",1184,591,226.112688943,11.2281530794,739806.65,516123.78,"West",NA," ",NA,"Forest",-4917.95792660484
"916",1185,592,0,0,742276.9457,516045.0291,"West",NA," ",NA,"Prairie",-2474.51416146905
"917",1186,592,33.8088967989,11.9575921659,761307.67,525037,"East",NA," ",NA,"Savanna",14842.9775958481
"918",1187,593,9.26619213068,2.15042397576,744779.19,519190.78,"West",NA," ",NA,"Savanna",-443.181631299856
"919",1188,593,116.339830066,38.1997697832,766210.3247,528957.9495,"East",NA," ",NA,"Forest",20145.6248580509
"920",1189,594,9.2638502459,0.699415268521,741421.2,516074.06,"West",NA," ",NA,"Savanna",-3316.57739488883
"921",1190,594,171.176997057,62.7973452125,766196.27,528151.24,"East",NA," ",NA,"Forest",20042.6688033748
"922",1191,595,2.37270115263,1.025532403,741538.16,519299.31,"West",NA," ",NA,"Savanna",-3682.52176734133
"923",1192,595,26.0176237055,9.54472695241,766185.9148,527348.5045,"East",NA," ",NA,"Savanna",19975.1579718337
"924",1193,596,0,0,742290.0528,517663.3237,"West",NA," ",NA,"Prairie",-2971.28669491788
"925",1194,596,89.0216468455,18.2687133746,766292.6159,533766.9701,"East",NA," ",NA,"Forest",21106.8169211991
"926",1195,597,10.5969894244,4.51581156351,741481.07,517689.62,"West",NA," ",NA,"Savanna",-3746.29414712975
"927",1196,597,83.3163185397,33.8158183897,760420.1196,525054.3797,"East",NA," ",NA,"Forest",13964.4167483576
"928",1197,598,0,0,741593,520921.62,"West",NA," ",NA,"Prairie",-3910.56697377477
"929",1198,598,148.594733585,35.2376214195,762965.09,528213.78,"East",NA," ",NA,"Forest",16834.1329066527
"930",1199,599,30.7688503767,24.2592950838,744843.6279,521622.0225,"West",NA," ",NA,"Savanna",-902.579156854888
"931",1200,599,50.6583404489,16.8388377496,764682.3914,533810.902,"East",NA," ",NA,"Forest",19535.5364643625
"932",1201,600,0,0,742507.5503,524131.2366,"West",NA," ",NA,"Prairie",-2334.05542117448
"933",1202,600,46.2625510131,9.09533327298,767032.0162,529749.6397,"East",NA," ",NA,"Savanna",21074.2114593507
"934",1203,601,0,0,744006.3939,520842.1235,"West",NA," ",NA,"Prairie",-1748.31807530923
"935",1204,601,70.0684670492,15.9413931199,763751.9152,526589.071,"East",NA," ",NA,"Forest",17499.865238458
"936",1205,602,43.1698474514,19.2932953953,742351.0769,519268.6712,"West",NA," ",NA,"Savanna",-2869.57265773727
"937",1206,602,67.6285041344,16.0373626195,761407.5,531475.27,"East",NA," ",NA,"Forest",15938.9833835323
"938",1207,603,67.8422351301,17.1880839696,762137.5298,526626.5164,"East",NA," ",NA,"Forest",15898.3485973893
"939",1208,603,207.441273129,42.0448178272,740833.7619,522553.3549,"West",NA," ",NA,"Forest",-4267.12209588806
"940",1209,604,3.05593567127,1.06689270213,744819.91,520817.93,"West",NA," ",NA,"Savanna",-1088.93181177802
"941",1210,604,55.5547297577,20.042797912,761437.96,533098.47,"East",NA," ",NA,"Forest",16214.1182015593
"942",1211,605,0,0,745621.8688,520793.4674,"West",NA," ",NA,"Prairie",-394.162685193555
"943",1212,605,0,0,761318.246,525840.2961,"East",NA," ",NA,"Prairie",14970.712439189
"944",1213,606,101.881660867,113.366742199,766175.56,526545.77,"East",NA," ",NA,"Forest",19877.4541868268
"945",1214,606,147.426233013,9.71125673477,743131.5155,518437.5281,"West",NA," ",NA,"Forest",-2176.37567660989
"946",1215,607,163.560440173,80.8882431605,743324.5893,524913.6462,"West",NA," ",NA,"Forest",-1710.25180848626
"947",1216,607,288.009149934,145.93639032,764557.59,526568.7,"East",NA," ",NA,"Forest",18287.7956122183
"948",1217,608,0,0,763020.46,531442.67,"East",NA," ",NA,"Prairie",17541.4264264493
"949",1218,608,58.7778592217,19.2995012057,740567.5609,516101.784,"West",NA," ",NA,"Forest",-4162.13858586879
"950",1219,609,64.482169459,7.97235779813,741451.131,516881.844,"West",NA," ",NA,"Forest",-3493.42023022905
"951",1220,609,197.493814107,14.9106673098,761422.7305,532286.8734,"East",NA," ",NA,"Forest",16056.6346424524
"952",1221,610,5.28484973834,2.4770324217,745667.3298,522405.0392,"West",NA," ",NA,"Savanna",-514.44772122306
"953",1222,610,187.629240368,44.1139366778,765349.0239,524947.9646,"East",NA," ",NA,"Forest",18853.3632379076
"954",1223,611,35.7818186477,22.1922401124,744932.3095,524848.7131,"West",NA," ",NA,"Savanna",-568.257965379868
"955",1224,611,65.2680199222,13.9232252068,759532.57,525071.76,"East",NA," ",NA,"Forest",13087.0930605441
"956",1225,612,62.6837627026,5.71721964829,741565.5826,520110.4662,"West",NA," ",NA,"Forest",-3722.79195508831
"957",1226,612,127.032821581,41.7107755492,765387.6286,528168.2128,"East",NA," ",NA,"Forest",19239.0898923592
"958",1227,613,4.4688685969,0.552515830442,763772.0374,528199.4821,"East",NA," ",NA,"Savanna",17634.7691424772
"959",1228,613,10.0985926193,1.7397910189,743314.35,524109.91,"West",NA," ",NA,"Savanna",-1527.27554057257
"960",1229,614,6.79448260844,3.19837527834,743908.8485,517611.327,"West",NA," ",NA,"Savanna",-1491.67144359468
"961",1230,614,18.8337276018,8.5888715716,767784.53,526509.87,"East",NA," ",NA,"Savanna",21460.5050361616
"962",1231,615,41.2080849906,4.34313253172,763740.5368,524986.2572,"East",NA," ",NA,"Savanna",17255.7007128781
"963",1232,615,126.818337261,62.7175647773,744059.7353,522458.3984,"West",NA," ",NA,"Forest",-1652.78988135469
"964",1233,616,100.050625263,36.7041936789,744893.437,523231.2048,"West",NA," ",NA,"Forest",-528.861794166522
"965",1234,616,194.243830538,94.8815088411,764666.03,533016.27,"East",NA," ",NA,"Forest",19374.2966773317
"966",1235,617,0,0,741653.04,522540.06,"West",NA," ",NA,"Prairie",-3504.80443956839
"967",1236,617,194.295877494,25.5973053138,766224.38,529764.66,"East",NA," ",NA,"Forest",20280.1828252242
"968",1237,618,24.1240336775,2.00470783962,743252.12,522490.69,"West",NA," ",NA,"Savanna",-2156.61752293023
"969",1238,618,51.9618898537,38.8623098482,764578.99,528185.19,"East",NA," ",NA,"Forest",18435.9725528028
"970",1239,619,5.55830333664,1.27302811004,766951.1356,524908.9409,"East",NA," ",NA,"Savanna",20446.3808057318
"971",1240,619,26.0341964582,1.1212963749,740881.9612,524168.3263,"West",NA," ",NA,"Savanna",-3959.90358932358
"972",1241,620,81.9773649694,41.5385439467,764546.0977,525768.8217,"East",NA," ",NA,"Forest",18148.8466458977
"973",1242,620,229.990562068,8.39073153035,741700.75,524152.56,"West",NA," ",NA,"Forest",-3140.99085784677
"974",1243,621,0.799397739356,0.0988348384466,743163.99,519238.03,"West",NA," ",NA,"Savanna",-2057.0583325938
"975",1244,621,3.39700403945,0.998346664923,769416.71,528088.2,"East",NA," ",NA,"Savanna",23246.8964333453
"976",1245,622,33.955168645,8.94677571135,713882.37,525161.48,"West",NA," ",NA,"Savanna",-26411.4827136364
"977",1246,622,114.844173358,7.44862740114,762946.24,526609.44,"East",NA," ",NA,"Forest",16706.267230887
"978",1247,623,53.6098667884,7.82338189107,715250.3516,519532.1713,"West",NA," ",NA,"Forest",-29035.3145106275
"979",1248,623,169.918621164,39.9499527884,760520.188,529889.0727,"East",NA," ",NA,"Forest",14718.9106843117
"980",1249,624,28.5231572482,5.6077240768,766275.24,532980.36,"East",NA," ",NA,"Savanna",20958.2677472127
"981",1250,624,126.596045714,20.0780620778,711082.542,517301.9838,"West",NA," ",NA,"Forest",-33570.1119380656
