"","X","FID","density","basal","POINT_X","POINT_Y","Line","water","notree","nodata","Type","distance"
"1347",1616,807,148.749792506,39.2691414685,750185.51,536870.3,"East",NA," ",NA,"Forest",6174.67652807901
"1348",1617,808,0,0,739354.4609,527473.4835,"West",NA," ",NA,"Prairie",-4994.79583812526
"1349",1618,808,61.1330823535,22.4270511953,747912.2555,541833.7644,"East",NA," ",NA,"Forest",3964.88112308002
"1350",1619,809,71.4544841289,5.9378695298,733712.49,527635.27,"West",NA," ",NA,"Forest",-10605.5920889632
"1351",1620,809,275.013093746,62.9867385358,745445.9836,541023.4851,"East",NA," ",NA,"Forest",1375.29724593638
"1352",1621,810,33.5790831129,5.78502266854,739602.3869,533906.9259,"West",NA," ",NA,"Savanna",-4441.62648201826
"1353",1622,810,92.5311075352,33.2423188042,746930.6438,536164.1941,"East",NA," ",NA,"Forest",2942.51237184746
"1354",1623,811,1.35604603209,0.197890175941,737216.3435,534789.7912,"West",NA," ",NA,"Savanna",-3773.19327875037
"1355",1624,811,367.329650923,37.2257362834,746338.8913,543431.4098,"East",NA," ",NA,"Forest",2692.64016712608
"1356",1625,812,27.6593625881,1.24735332425,736317.2342,532387.3082,"West",NA," ",NA,"Savanna",-6304.67575203788
"1357",1626,812,156.254773269,82.6591825995,746284.2048,541806.5207,"East",NA," ",NA,"Forest",2399.55817908438
"1358",1627,813,50.4481272502,6.64623527988,737186.6,533957.41,"West",NA," ",NA,"Forest",-4601.8216965878
"1359",1628,813,93.6916454447,27.5350693359,748765.121,542642.6009,"East",NA," ",NA,"Forest",5015.93856167696
"1360",1629,814,94.4324364429,44.7872460189,747707.8864,535344.6185,"East",NA," ",NA,"Forest",3714.87648160415
"1361",1630,814,171.603179391,33.7376144005,737995.6276,533947.4271,"West",NA," ",NA,"Forest",-4579.8749026452
"1362",1631,815,0,0,733800.4278,530044.4703,"West",NA," ",NA,"Prairie",-9361.59583397935
"1363",1632,815,197.8563853,36.9942094708,746133.8842,536984.7117,"East",NA," ",NA,"Forest",2122.81650159216
"1364",1633,816,47.0814443707,11.7612643547,738595.51,529116.8,"West",NA," ",NA,"Forest",-5796.76866646032
"1365",1634,816,117.582053733,32.4709397887,750287,540108.89,"East",NA," ",NA,"Forest",6094.96624724305
"1366",1635,817,2.58455182505,0.116555444848,737104.3716,531557.5707,"West",NA," ",NA,"Savanna",-6996.20130519173
"1367",1636,817,32.3117682546,8.90670236279,748581.1356,537732.2538,"East",NA," ",NA,"Savanna",4513.94835698615
"1368",1637,818,12.1237928349,2.38971122023,735589.3906,534844.0342,"West",NA," ",NA,"Savanna",-4276.70424508004
"1369",1638,818,119.760493393,41.0220714869,746953.04,536964.68,"East",NA," ",NA,"Forest",2941.85151398178
"1370",1639,819,27.706666668,3.65018555759,735414.3593,530004.0626,"West",NA," ",NA,"Savanna",-8838.05303305073
"1371",1640,819,108.194349391,43.5293715096,750206.4621,537680.1415,"East",NA," ",NA,"Forest",6139.08448514849
"1372",1641,820,25.4988369369,5.49119183829,750257.2024,539299.4368,"East",NA," ",NA,"Savanna",6079.83365727597
"1373",1642,820,41.4270699301,2.85483123922,732066.3435,526870.7578,"West",NA," ",NA,"Savanna",-12304.4518376221
"1374",1643,821,0.493882838764,0.0970986017415,737681.2674,525912.9529,"West",NA," ",NA,"Prairie",-6984.03464840882
"1375",1644,821,525.069352026,94.7161381071,747092.75,541783.77,"East",NA," ",NA,"Forest",3159.29896902282
"1376",1645,822,22.7021124769,5.33754520508,740400.12,533876.41,"West",NA," ",NA,"Savanna",-3659.22030777416
"1377",1646,822,66.5132348943,14.2899675179,745340.0841,537823.1067,"East",NA," ",NA,"Forest",1277.71768126789
"1378",1647,823,82.3214943072,27.0299701226,737012.99,529140.65,"West",NA," ",NA,"Forest",-7364.18134128031
"1379",1648,823,1064.04740683,60.9251680444,747754.9247,536947.1749,"East",NA," ",NA,"Forest",3743.50318007416
"1380",1649,824,16.6290890476,0.977425719755,736256.8985,530785.1944,"West",NA," ",NA,"Savanna",-7883.6119188234
"1381",1650,824,88.403250567,29.0268931788,747069.4155,541000.6207,"East",NA," ",NA,"Forest",2953.81364322553
"1382",1651,825,30.8560884411,9.06830625751,740228.85,529052.29,"West",NA," ",NA,"Savanna",-4182.06026100013
"1383",1652,825,58.1100493696,7.18453037682,750155.3083,536070.8545,"East",NA," ",NA,"Forest",6166.56662642667
"1384",1653,826,5.67199593503,0.701266433853,735443.2,530812.15,"West",NA," ",NA,"Savanna",-8053.74483901355
"1385",1654,826,41.5001957745,22.2901671579,746908.25,535363.71,"East",NA," ",NA,"Savanna",2915.3674561778
"1386",1655,827,1.58997450737,0.109568668526,736199.2515,529168.3161,"West",NA," ",NA,"Savanna",-8174.3977208723
"1387",1656,827,198.799554048,188.572589482,747117.3122,542597.5977,"East",NA," ",NA,"Forest",3488.10437642584
"1388",1657,828,0.474852263758,0.0753113035694,744918.8762,543468.6257,"East",NA," ",NA,"Prairie",1274.87170448871
"1389",1658,828,5.36371395868,0.404957262812,738804.65,533937.44,"West",NA," ",NA,"Savanna",-4699.25778416227
"1390",1659,829,19.0630979679,11.1662829483,748507.53,535325.53,"East",NA," ",NA,"Savanna",4514.39299368199
"1391",1660,829,26.2161091381,6.00432215505,733030.9055,530884.0582,"West",NA," ",NA,"Savanna",-8989.66265621554
"1392",1661,830,1.22636618274,0.274662741272,745285.92,535399.55,"East",NA," ",NA,"Savanna",1293.27880513134
"1393",1662,830,36.2004409225,3.81535110571,732036.46,526065.81,"West",NA," ",NA,"Savanna",-12441.5606175965
"1394",1663,831,2.65766686797,0.350131516526,750378.319,542556.7797,"East",NA," ",NA,"Savanna",6532.98846569957
"1395",1664,831,3.31535237117,0.537572429542,740315.2218,531461.8493,"West",NA," ",NA,"Savanna",-4305.34456279368
"1396",1665,832,19.7215006842,0.519637658578,736954.54,527528.4,"West",NA," ",NA,"Savanna",-7376.38973493528
"1397",1666,832,47.7808626429,33.5079139151,741513.9404,543567.3203,"East",NA," ",NA,"Forest",15.6314450277099
"1398",1667,833,105.872889746,45.1167780421,739473.5099,530689.4518,"West",NA," ",NA,"Forest",-5337.78667556026
"1399",1668,833,168.757023891,71.2302016479,744852.5394,541845.6332,"East",NA," ",NA,"Forest",1189.92859301798
"1400",1669,834,10.8280027492,1.01502654569,735358.1558,528392.1897,"West",NA," ",NA,"Savanna",-8952.61275063142
"1401",1670,834,136.859187199,44.3824471915,748670.36,540225.36,"East",NA," ",NA,"Forest",4477.08996004583
"1402",1671,835,0,0,733134.7475,534108.9262,"West",NA," ",NA,"Prairie",-6401.42588168164
"1403",1672,835,1782.54921397,292.379385128,748701.8977,541029.0278,"East",NA," ",NA,"Forest",4563.18274004555
"1404",1673,836,0,0,734748.9819,534053.846,"West",NA," ",NA,"Prairie",-5394.61113544978
"1405",1674,836,0,0,748796.81,543452.5,"East",NA," ",NA,"Prairie",5149.73627313707
"1406",1675,837,0,0,737138.15,532356.9,"West",NA," ",NA,"Prairie",-6197.44346628206
"1407",1676,837,42.0732901969,38.2886560602,749532.0332,541835.8732,"East",NA," ",NA,"Savanna",5537.04944291823
"1408",1677,838,0.602482269646,0.142872103321,732247.9655,531725.0073,"West",NA," ",NA,"Savanna",-8758.55539721345
"1409",1678,838,19.6844755,11.6698970208,746997.3,538574.83,"East",NA," ",NA,"Savanna",2864.00084826465
"1410",1679,839,76.7802805213,37.97141897,732357.9704,534942.1522,"West",NA," ",NA,"Forest",-6250.00741043094
"1411",1680,839,82.1867516773,19.073245925,749316.3147,535298.4688,"East",NA," ",NA,"Forest",5323.00235590766
"1412",1681,840,34.8731075531,2.26181944531,732848.7033,526041.1414,"West",NA," ",NA,"Savanna",-11645.6268898825
"1413",1682,840,128.514225278,155.309099099,745365.44,538641.47,"East",NA," ",NA,"Forest",1232.45677722657
"1414",1683,841,0.655260758796,0.0982795560634,750343.37,541707.94,"East",NA," ",NA,"Savanna",6303.27499839161
"1415",1684,841,40.0089975409,8.61596477119,736080.2863,525961.0433,"West",NA," ",NA,"Savanna",-8505.62193286058
"1416",1685,842,18.2123077355,1.2550505056,736370.0152,533992.5045,"West",NA," ",NA,"Savanna",-4741.36558268975
"1417",1686,842,61.1721481729,104.271839112,749371.1609,536899.985,"East",NA," ",NA,"Forest",5359.91704635636
"1418",1687,843,3.68335832453,0.569247489426,731083.3552,526092.1541,"West",NA," ",NA,"Savanna",-13378.4801085854
"1419",1688,843,149.975040835,80.5530833612,746231.1943,540217.5851,"East",NA," ",NA,"Forest",2038.17627500821
"1420",1689,844,5.55165168676,3.67104777749,735553.43,534027.6,"West",NA," ",NA,"Savanna",-5012.02651187005
"1421",1690,844,104.572450683,69.1488739438,746181.3704,538608.1529,"East",NA," ",NA,"Forest",2048.22767786674
"1422",1691,845,8.76661762298,7.71594631361,733893.37,532477,"West",NA," ",NA,"Savanna",-7182.21029251249
"1423",1692,845,162.917209588,145.703165529,749416.4368,538512.4102,"East",NA," ",NA,"Forest",5277.99409490773
"1424",1693,846,0,0,731399.9329,534173.7654,"West",NA," ",NA,"Prairie",-7408.43706276442
"1425",1694,846,50.0433980424,45.6432553215,748605.46,538534.84,"East",NA," ",NA,"Forest",4468.75551838264
"1426",1695,847,22.8663212226,6.72019087011,745505.7838,542640.3328,"East",NA," ",NA,"Savanna",1876.31742574316
"1427",1696,847,164.022880089,48.2047396488,736881.93,525943.67,"West",NA," ",NA,"Forest",-7737.80246012678
"1428",1697,848,69.5720926488,8.60165872232,734469.7964,525997.4459,"West",NA," ",NA,"Forest",-10063.8892020831
"1429",1698,848,116.451340985,84.0256339694,749478.677,540167.1245,"East",NA," ",NA,"Forest",5286.0250332821
"1430",1699,849,23.8476608157,2.05424397603,739532.3339,532293.2736,"West",NA," ",NA,"Savanna",-4869.1717218162
"1431",1700,849,40.698311912,30.7682314364,747141.88,543411.42,"East",NA," ",NA,"Savanna",3494.39670761038
"1432",1701,850,0.357314714169,0.200064712057,736918.231,526736.0344,"West",NA," ",NA,"Prairie",-7517.54430669994
"1433",1702,850,726.807588226,415.034404035,745300.3224,536202.148,"East",NA," ",NA,"Forest",1312.44711900808
"1434",1703,851,0,0,745535.91,543451.4,"East",NA," ",NA,"Prairie",1890.89206453036
"1435",1704,851,68.7915867623,11.8514519139,733660.95,526016.47,"West",NA," ",NA,"Forest",-10852.1636341386
"1436",1705,852,14.4731168757,2.70611189314,732155.57,529279.34,"West",NA," ",NA,"Savanna",-10815.1977938111
"1437",1706,852,70.3631141943,13.1561474833,745416.31,540217.7,"East",NA," ",NA,"Forest",1223.34475032404
"1438",1707,853,72.9839454218,21.0424797586,733737.7611,528434.9345,"West",NA," ",NA,"Forest",-10573.5627673432
"1439",1708,853,1338.94036087,415.034404035,748556.81,536929.67,"East",NA," ",NA,"Forest",4545.15581483519
"1440",1709,854,31.2612422251,6.14603843364,732904.3561,527655.4854,"West",NA," ",NA,"Savanna",-11412.0761441828
"1441",1710,854,145.712488009,46.3675054925,745314.73,537004.74,"East",NA," ",NA,"Forest",1303.78328186208
"1442",1711,855,0.288516621809,0.0584774120458,735278.65,525978.42,"West",NA," ",NA,"Prairie",-9279.18868944283
"1443",1712,855,416.121602569,12.8619676224,745575.8304,544279.663,"East",NA," ",NA,"Forest",2013.56013825262
"1444",1713,856,0,0,747801.3814,538554.8368,"East",NA," ",NA,"Prairie",3666.62156818719
"1445",1714,856,10.9386034537,5.12697176729,738538.17,527502,"West",NA," ",NA,"Savanna",-5802.05562866494
"1446",1715,857,16.7589350778,1.69837554913,735524.8748,533222.6586,"West",NA," ",NA,"Savanna",-5755.9588424149
"1447",1716,857,699.409294072,12.0494612887,742345.2437,544360.2961,"East",NA," ",NA,"Forest",461.004073679794
"1448",1717,858,33.1311563428,10.0055316072,735496.32,532417.72,"West",NA," ",NA,"Savanna",-6514.53534379586
"1449",1718,858,102.680960734,59.9376508012,756663.2126,537344.3598,"East",NA," ",NA,"Forest",12601.3234229506
"1450",1719,859,3.55168139014,1.61969717138,740430.7212,534708.7473,"West",NA," ",NA,"Savanna",-3565.93671465738
"1451",1720,859,83.1672775869,27.6448119096,753407.25,536721.07,"East",NA," ",NA,"Forest",9399.76644511358
"1452",1721,860,0,0,732223.99,530913.78,"West",NA," ",NA,"Prairie",-9416.12423639301
"1453",1722,860,480.624386226,70.1383596876,751857.5812,539237.0285,"East",NA," ",NA,"Forest",7679.29458391681
"1454",1723,861,53.8082561383,16.2499673102,731146.1878,527711.8022,"West",NA," ",NA,"Forest",-12679.0689488837
"1455",1724,861,195.357197691,53.8499905221,755141.2922,540662.2372,"East",NA," ",NA,"Forest",10952.7163106933
"1456",1725,862,71.5733392175,5.94774639082,733837.82,530854.34,"West",NA," ",NA,"Forest",-8617.92425073499
"1457",1726,862,137.511091825,18.7433547467,757394.0277,534903.7103,"East",NA," ",NA,"Forest",12869.5685046539
"1458",1727,863,62.5162601904,5.1317479698,738763.3225,533134.327,"West",NA," ",NA,"Forest",-5417.40050340615
"1459",1728,863,118.576736627,32.7456270162,756586.3,534938.83,"East",NA," ",NA,"Forest",12132.5755327375
"1460",1729,864,18.1010569003,7.82366559702,738566.8436,528309.4013,"West",NA," ",NA,"Savanna",-5742.89855871715
"1461",1730,864,597.994329773,70.2979022501,757439.6874,536511.6633,"East",NA," ",NA,"Forest",13437.6253761256
"1462",1731,865,21.7024093587,5.49838656824,740342.68,532255.34,"West",NA," ",NA,"Savanna",-4090.79989105046
"1463",1732,865,115.540209353,38.4055778695,751768.8266,536005.601,"East",NA," ",NA,"Forest",7779.66906588122
"1464",1733,866,8.96348040321,2.63428028425,732324.96,534137.76,"West",NA," ",NA,"Savanna",-6972.65105730368
"1465",1734,866,161.486032257,92.0544528538,759143.2641,539653.6417,"East",NA," ",NA,"Forest",14957.106475967
"1466",1735,867,39.7079053195,13.0379496078,735304.721,526783.4106,"West",NA," ",NA,"Savanna",-9101.21138692976
"1467",1736,867,1609.65317413,241.424497417,754990.8543,535830.2819,"East",NA," ",NA,"Forest",10981.9623409668
"1468",1737,868,0,0,737070.59,530758.24,"West",NA," ",NA,"Prairie",-7624.17592324281
"1469",1738,868,84.2214976585,19.8015075227,753461.3,538332.36,"East",NA," ",NA,"Forest",9321.20601384041
"1470",1739,869,28.3165375322,5.88276255337,750938.4106,535234.561,"East",NA," ",NA,"Savanna",6908.9562958981
"1471",1740,869,60.589395627,18.2978555512,734694.8455,532447.3603,"West",NA," ",NA,"Forest",-6809.43538691833
"1472",1741,870,68.3448195505,8.4499228186,737041.7908,529949.4479,"West",NA," ",NA,"Forest",-7490.60562040503
"1473",1742,870,231.194464037,162.13278225,758401.3404,542085.6807,"East",NA," ",NA,"Forest",14316.5602659098
"1474",1743,871,1.88516841623,0.597018084915,731337.3761,532566.3704,"West",NA," ",NA,"Savanna",-8767.69448522881
"1475",1744,871,88.6281828565,37.3639245094,756687.22,538142.08,"East",NA," ",NA,"Forest",12551.5112897046
"1476",1745,872,14.8548284414,8.09910867506,732189.7788,530096.5585,"West",NA," ",NA,"Savanna",-10106.7783837373
"1477",1746,872,62.2913172732,7.70148822822,751148.8743,541673.4842,"East",NA," ",NA,"Forest",7085.15412160974
"1478",1747,873,0,0,759830.7617,535601.589,"East",NA," ",NA,"Prairie",15391.2651614706
"1479",1748,873,5.5913243197,1.47324624244,733865.5954,531665.6708,"West",NA," ",NA,"Savanna",-7890.96569654752
"1480",1749,874,70.4370119838,13.1699645269,732298.4503,533336.9983,"West",NA," ",NA,"Forest",-7539.4114092769
"1481",1750,874,612.251680221,349.01156864,752556.2172,535155.0838,"East",NA," ",NA,"Forest",8462.04273698526
"1482",1751,875,3.98620091531,1.69868360408,734574.2762,529215.2905,"West",NA," ",NA,"Savanna",-9793.396556308
"1483",1752,875,701.495358262,73.9342124733,759004.2536,534834.5891,"East",NA," ",NA,"Forest",14343.990407054
"1484",1753,876,65.1613207789,19.1502825802,735385.52,529195.98,"West",NA," ",NA,"Forest",-8985.32866839441
"1485",1754,876,269.088128171,150.665608624,753564.87,541581.88,"East",NA," ",NA,"Forest",9455.35436458036
"1486",1755,877,0,0,754955.15,535026.3,"East",NA," ",NA,"Prairie",10650.407607085
"1487",1756,877,0.660895984584,0.189207730136,737746.3541,527515.2011,"West",NA," ",NA,"Savanna",-6588.66970809927
"1488",1757,878,9.38615489461,2.22582432621,738838.3086,534760.086,"West",NA," ",NA,"Savanna",-3909.95368903279
"1489",1758,878,124.55288851,15.3992987569,753543.7128,540764.5713,"East",NA," ",NA,"Forest",9360.32935131941
"1490",1759,879,230.490303477,42.0448178272,733972.0094,534890.4812,"West",NA," ",NA,"Forest",-5256.13634836045
"1491",1760,879,734.422454773,107.175556987,758201.76,534868.59,"East",NA," ",NA,"Forest",13606.6372076389
"1492",1761,880,1.07535071512,0.113336756001,740371.3983,533065.8724,"West",NA," ",NA,"Savanna",-3871.15759252757
"1493",1762,880,35.2289081079,29.703650028,751751.72,535197.72,"East",NA," ",NA,"Savanna",7690.4664169526
"1494",1763,881,65.7601354139,55.4463976613,759239.7763,542868.7293,"East",NA," ",NA,"Forest",15259.969867446
"1495",1764,881,235.078246732,131.980423618,732959.3012,529256.9706,"West",NA," ",NA,"Forest",-10440.3174834319
"1496",1765,882,1.02046757297,1.16704629051,740199.8006,528248.6264,"West",NA," ",NA,"Savanna",-4108.84022863542
"1497",1766,882,86.2032179816,6.33357321467,760054.04,542844.1,"East",NA," ",NA,"Forest",16059.4996503442
"1498",1767,883,1.59760354977,0.386139927303,737804.2509,529128.7283,"West",NA," ",NA,"Savanna",-6579.55980500841
"1499",1768,883,49.9178745433,14.6703810156,757485.7201,538100.5407,"East",NA," ",NA,"Forest",13350.7383659943
"1500",1769,884,12.0267710494,5.87466886588,738480.61,525882.24,"West",NA," ",NA,"Savanna",-6241.76107096605
"1501",1770,884,128.68201222,49.881165583,754323.7661,539902.3067,"East",NA," ",NA,"Forest",10133.8463321514
"1502",1771,885,19.5432086628,7.932054686,731273.0823,530937.342,"West",NA," ",NA,"Savanna",-9988.04345163364
"1503",1772,885,184.681172801,47.9126177316,756753.3386,540550.7663,"East",NA," ",NA,"Forest",12561.4923699257
"1504",1773,886,6.83707450609,6.26362939159,734640.5109,530833.2423,"West",NA," ",NA,"Savanna",-8301.8667664704
"1505",1774,886,130.705526532,81.0648686521,758220.9659,535672.6402,"East",NA," ",NA,"Forest",13922.8369702122
"1506",1775,887,57.472113284,7.04741501301,753360.72,535112.45,"East",NA," ",NA,"Forest",9201.84054590738
"1507",1776,887,180.113320371,12.4120082463,737162.3746,533157.1542,"West",NA," ",NA,"Forest",-5399.21738570054
"1508",1777,888,25.1967644664,18.244598887,739412.1832,529084.5443,"West",NA," ",NA,"Savanna",-4987.79054859391
"1509",1778,888,276.935497593,81.3886669576,755931.8265,539799.9091,"East",NA," ",NA,"Forest",11743.2627787727
"1510",1779,889,122.355796117,69.7484216289,734521.6407,527611.8336,"West",NA," ",NA,"Forest",-9798.57426889336
"1511",1780,889,172.513937796,55.9450256189,757610.3644,542925.7649,"East",NA," ",NA,"Forest",13666.8753958208
"1512",1781,890,75.6720618827,24.0797806208,755887.9059,538192.2505,"East",NA," ",NA,"Forest",11750.7940621989
"1513",1782,890,97.8490818453,45.8622969743,737930.0696,532344.0541,"West",NA," ",NA,"Forest",-6179.80770146765
"1514",1783,891,136.02944395,60.9315887784,758458.5195,543796.368,"East",NA," ",NA,"Forest",14676.0600026297
"1515",1784,891,157.895751055,9.36081408333,738509.3905,526692.1197,"West",NA," ",NA,"Forest",-5971.17882408935
"1516",1785,892,4.32584402112,0.922805695461,735330.8,527588.4,"West",NA," ",NA,"Savanna",-8991.99214289513
"1517",1786,892,66.6879411146,17.5714648348,759872.2338,537208.5332,"East",NA," ",NA,"Forest",15808.8052008041
"1518",1787,893,110.958458292,14.6181049783,759192.3674,541263.9999,"East",NA," ",NA,"Forest",15028.0722293143
"1519",1788,893,415.412261716,186.07536993,736142.6657,527558.4017,"West",NA," ",NA,"Forest",-8183.73750179472
"1520",1789,894,0.728015012572,0.155302964393,733944.53,534080.09,"West",NA," ",NA,"Savanna",-5863.35628305104
"1521",1790,894,66.7396023996,7.60892752977,759854.78,536402.59,"East",NA," ",NA,"Forest",15710.8746027304
"1522",1791,895,6.79798427934,3.50314749824,738627.3841,529913.6731,"West",NA," ",NA,"Savanna",-5954.44249166529
"1523",1792,895,79.3178139573,35.0464905744,758377.16,541278,"East",NA," ",NA,"Forest",14215.4956952606
"1524",1793,896,0,0,737864.924,530734.3927,"West",NA," ",NA,"Prairie",-6859.9779371152
"1525",1794,896,118.487840188,14.5293593029,759946.87,539637.94,"East",NA," ",NA,"Forest",15760.8571780441
"1526",1795,897,46.5527202821,2.35886115393,733686.716,526825.8689,"West",NA," ",NA,"Savanna",-10699.0706637312
"1527",1796,897,87.5891460333,8.87641507657,753383.9817,535916.7633,"East",NA," ",NA,"Forest",9394.26811753448
"1528",1797,898,76.354944082,16.4430890238,738721.99,532331.21,"West",NA," ",NA,"Forest",-5647.54110890447
"1529",1798,898,121.584094615,54.4610919512,755106.7839,539049.8847,"East",NA," ",NA,"Forest",10929.0176396175
"1530",1799,899,89.2905936083,32.7568091943,731207.4001,529306.0687,"West",NA," ",NA,"Forest",-11314.8084616534
"1531",1800,899,118.9161745,14.7023944612,750985.7243,536841.8945,"East",NA," ",NA,"Forest",6975.25257070696
"1532",1801,900,55.2196595401,12.4511954446,740287.77,530668.36,"West",NA," ",NA,"Forest",-4586.7743674066
"1533",1802,900,74.1195130003,23.585740475,755236.4953,543929.4009,"East",NA," ",NA,"Forest",11580.6011877674
"1534",1803,901,100.893121718,17.3819217837,755157.61,541467.12,"East",NA," ",NA,"Forest",11023.4130057127
"1535",1804,901,210.341359096,61.6041300146,732096.23,527675.7,"West",NA," ",NA,"Forest",-12218.80389577
"1536",1805,902,9.78684040016,2.72252680989,735469.7611,531614.9319,"West",NA," ",NA,"Savanna",-7280.51213217502
"1537",1806,902,287.940788068,37.9344552214,756639.2,536546.64,"East",NA," ",NA,"Forest",12636.4199238972
"1538",1807,903,28.0278335821,4.50200638897,740170.75,527444.97,"West",NA," ",NA,"Savanna",-4191.23135787624
"1539",1808,903,1782.54921397,415.034404035,755997.6405,543008.5046,"East",NA," ",NA,"Forest",12104.3150552592
"1540",1809,904,37.1982591009,16.0213406815,736983.7614,528334.5281,"West",NA," ",NA,"Savanna",-7326.01587385024
"1541",1810,904,78.0915786926,17.8854533141,758339.66,539669.34,"East",NA," ",NA,"Forest",14153.3586314745
"1542",1811,905,0,0,733763.04,529234.6,"West",NA," ",NA,"Prairie",-10115.5763457582
"1543",1812,905,148.566316782,24.0894924337,759086.9545,538036.7372,"East",NA," ",NA,"Forest",14952.043793993
"1544",1813,906,65.8143145449,31.7812209572,760007.57,541250,"East",NA," ",NA,"Forest",15840.9267018174
"1545",1814,906,167.273429169,52.9741860088,732125.8963,528477.5215,"West",NA," ",NA,"Forest",-11522.4665591525
"1546",1815,907,6.79538542111,2.70296900374,738659.25,530710.54,"West",NA," ",NA,"Savanna",-6103.24622945411
"1547",1816,907,332.209705471,231.963070215,759047.4741,536439.6401,"East",NA," ",NA,"Forest",14974.9878722232
"1548",1817,908,43.5133159711,13.4495988121,738690.622,531520.8761,"West",NA," ",NA,"Savanna",-5869.7131487483
"1549",1818,908,92.0438524853,47.2456194692,755200.07,543058.84,"East",NA," ",NA,"Forest",11335.1948623407
"1550",1819,909,37.7432666674,9.19902663836,760030.8033,542047.0485,"East",NA," ",NA,"Savanna",15930.6420556921
"1551",1820,909,257.483611129,23.6148657423,723822.94,529630.71,"West",NA," ",NA,"Forest",-15843.9285435415
"1552",1821,910,54.4004612915,37.4885640197,727779.7459,527845.1037,"West",NA," ",NA,"Forest",-14623.219971755
"1553",1822,910,76.9252878572,132.254453212,758425.52,542893.36,"East",NA," ",NA,"Forest",14462.1337800286
"1554",1823,911,10.1749272151,3.38214688776,726999.4721,528686.4402,"West",NA," ",NA,"Savanna",-14427.3695947596
"1555",1824,911,99.3466048743,36.445919424,756738.68,539742.47,"East",NA," ",NA,"Forest",12551.111447844
"1556",1825,912,79.5470496542,23.5796447249,725422.16,529562.65,"West",NA," ",NA,"Forest",-14756.1104869221
"1557",1826,912,181.147818182,81.1414355967,756795.21,542958.17,"East",NA," ",NA,"Forest",12874.1889630242
"1558",1827,913,297.066115819,63.9733896355,723784.6058,528829.189,"West",NA," ",NA,"Forest",-16424.2606751444
"1559",1828,913,304.49003729,136.390043218,755026.56,536634.26,"East",NA," ",NA,"Forest",11021.4013490166
"1560",1829,914,0,0,759918.2808,538826.2095,"East",NA," ",NA,"Prairie",15743.6924091642
"1561",1830,914,1782.54921397,415.034404035,729395.037,527778.804,"West",NA," ",NA,"Forest",-13623.0297654192
"1562",1831,915,0,0,755178.8373,542262.9818,"East",NA," ",NA,"Prairie",11155.1824949478
"1563",1832,915,65.3694222371,14.0442262644,730196.15,527747.9,"West",NA," ",NA,"Forest",-13170.8708225835
"1564",1833,916,0,0,730506.7386,535001.8403,"West",NA," ",NA,"Prairie",-7310.46699054902
"1565",1834,916,28.5782416394,4.43112748612,754157.9331,535069.3782,"East",NA," ",NA,"Savanna",9926.12432273347
"1566",1835,917,0,0,725629.48,534385.29,"West",NA," ",NA,"Prairie",-11523.6948498903
"1567",1836,917,0.127060136818,0.0623220873292,757572.5835,541318.5332,"East",NA," ",NA,"Prairie",13415.8016723247
"1568",1837,918,0,0,729661.6268,534236.9765,"West",NA," ",NA,"Prairie",-8446.69302027304
"1569",1838,918,142.848585217,58.4850167783,753434.275,537526.7172,"East",NA," ",NA,"Forest",9370.30315092843
"1570",1839,919,0,0,730362.4929,531778.7051,"West",NA," ",NA,"Prairie",-9988.57918248035
"1571",1840,919,271.793676982,158.653312011,751026.6143,538461.3494,"East",NA," ",NA,"Forest",6885.36424404297
"1572",1841,920,0,0,727282.097,535128.6822,"West",NA," ",NA,"Prairie",-9727.4479243775
"1573",1842,920,211.239308375,62.0811917112,755770.7231,534982.5664,"East",NA," ",NA,"Forest",11391.4910944136
"1574",1843,921,0,0,727914.0763,531061.4867,"West",NA," ",NA,"Prairie",-11987.0212278985
"1575",1844,921,0.100222262535,0.0325013567991,753522.55,539947.26,"East",NA," ",NA,"Prairie",9332.1649431456
"1576",1845,922,0,0,728690.0645,530225.2584,"West",NA," ",NA,"Prairie",-12196.9993626954
"1577",1846,922,727.085066114,81.4206964477,751785.93,536813.49,"East",NA," ",NA,"Forest",7775.81997286023
"1578",1847,923,0.789651788049,0.320898218443,726376.5269,532748.9216,"West",NA," ",NA,"Savanna",-11867.2886888545
"1579",1848,923,156.266909477,22.804304189,751805.8766,537623.1024,"East",NA," ",NA,"Forest",7739.05788682131
"1580",1849,924,0,0,722095.5661,527301.0749,"West",NA," ",NA,"Prairie",-18700.1904760371
"1581",1850,924,758.187274014,38.41791623,751921.8586,540840.1824,"East",NA," ",NA,"Forest",7745.36523138682
"1582",1851,925,0,0,722193.74,529703.79,"West",NA," ",NA,"Prairie",-17033.2287933841
"1583",1852,925,86.6500655631,9.13249714731,755057.5737,537438.3397,"East",NA," ",NA,"Forest",10994.606025197
"1584",1853,926,87.0890140473,30.228128514,725598.6026,533585.2559,"West",NA," ",NA,"Forest",-11983.0651048071
"1585",1854,926,274.143166524,66.2602573758,758311.9379,538864.1694,"East",NA," ",NA,"Forest",14136.9025459118
"1586",1855,927,0,0,728556.5672,527001.3253,"West",NA," ",NA,"Prairie",-14752.8685162394
"1587",1856,927,78.5761173433,16.9214201929,760076.69,543742.1226,"East",NA," ",NA,"Forest",16246.8511276241
"1588",1857,928,2.85681597298,1.66760066294,728848.35,534264.18,"West",NA," ",NA,"Savanna",-9008.46226555114
