FID,density,POINT_X,POINT_Y
250,0,704889.32190,523934.01940
251,0,707062.78570,518270.18940
252,0,707227.53000,522255.92000
253,0,709618.23190,520567.99580
254,0,733082.65540,532506.61990
255,0,733918.95260,533278.54780
256,0,722938.83650,528067.73270
257,0,727107.20000,531090.50000
258,0,729590.18580,532622.70410
259,0,730290.70360,530146.85220
260,0,711684.36600,530164.92380
261,0,712617.94200,532526.74370
262,0,712655.77000,533336.73000
263,0,712688.44720,534134.87770
264,0,712721.12000,534933.03000
265,0,712749.96760,535742.46330
266,0,713464.90030,533301.29360
267,0,713532.15640,534897.80270
268,0,714199.92000,531670.32000
269,0,714236.97170,532468.08860
270,0,714274.03000,533265.86000
271,0,714308.60960,534064.21850
272,0,714343.19000,534862.58000
273,0,714373.63120,535676.10080
274,0,715154.52740,534829.95750
275,0,715658.25010,527569.17580
276,0,715932.06880,533996.15610
277,0,719168.98000,534661.56000
278,0,719972.93150,534639.87370
279,0,702128.76770,535412.45160
280,0,710039.63140,530231.55170
281,0,710961.60000,533404.69000
282,0,734132.65260,539733.64140
283,0,731650.13220,540583.38390
284,0,723535.87350,542559.50930
285,0,723593.52230,544165.47750
286,0,724424.59510,544907.78170
287,0,725856.47730,540033.12640
288,0,725885.93000,540838.69000
289,0,730640.13130,538198.69830
290,0,730738.83000,540600.40000
291,0,711113.00000,536616.68000
292,0,711945.90700,536584.29050
293,0,712778.81000,536551.90000
294,0,713591.44240,536520.76140
295,0,714404.07000,536489.63000
296,0,718426.02280,536311.91760
297,0,718637.11400,541137.18180
298,0,719295.80000,537893.38000
299,0,719380.44000,539516.05000
300,0,720871.52590,537013.31150
301,0,721087.74560,541849.04040
302,0,721153.72700,543455.61430
303,0,703838.36340,536963.99040
304,0,705439.54460,536881.02920
305,0,706234.63000,536836.02000
306,0,707395.80300,543242.95300
307,0,722044.63920,545780.74700
308,0,722177.47220,548995.54020
309,0,722246.17290,550607.37120
310,0,722844.72000,545753.15000
311,0,722872.11400,546553.86810
312,0,722899.51000,547354.59000
313,0,723003.73660,549765.09240
314,0,723036.27000,550572.58000
315,0,723066.01120,551374.50580
316,0,723112.70250,552981.19780
317,0,723651.43120,545718.88710
318,0,723709.85070,547321.10440
319,0,723828.49860,550541.96850
320,0,724458.14000,545684.62000
321,0,724520.19000,547287.62000
322,0,724594.79560,549701.86100
323,0,724650.18390,551319.59020
324,0,724714.26380,552925.69340
325,0,724748.88000,553723.56000
326,0,725317.52470,547260.43650
327,0,726174.42000,548840.28000
328,0,726401.13640,554467.52670
329,0,726978.21770,548811.43310
330,0,727782.01000,548782.58000
331,0,727809.13750,549594.45250
332,0,728008.68390,554422.91520
333,0,728650.39660,550370.17410
334,0,729311.33630,546302.58020
335,0,730989.49530,547847.64070
336,0,731038.21400,549457.61250
337,0,714849.33000,547696.19000
338,0,715655.49480,547662.54610
339,0,716431.45670,546820.51320
340,0,716461.66000,547628.91000
341,0,716767.75000,554050.11000
342,0,716799.70860,554802.78620
343,0,717417.70440,550787.57140
344,0,718042.36340,546745.40830
345,0,718150.81000,549161.45000
346,0,718225.22000,550740.58000
347,0,718266.37690,551548.96270
348,0,718307.53000,552357.35000
349,0,718872.49310,547519.99680
350,0,719027.81960,550712.03230
351,0,719638.97490,546684.61100
352,0,719752.06000,549099.34000
353,0,720495.31800,547456.85990
354,0,720643.24430,550662.82380
355,0,721351.40060,548227.31940
356,0,721419.90860,549837.81900
357,0,721572.22620,553036.04820
358,0,721646.66620,554664.88070
359,0,721319.06000,547421.16000
360,0,704395.56780,551416.38320
361,0,706020.03220,552951.68920
362,0,706038.62680,554549.07930
363,0,706823.96000,552914.15000
364,0,706833.40280,553713.18350
365,0,706842.84000,554512.22000
366,0,706850.01950,555179.33860
367,0,708432.77500,553643.72280
368,0,708444.08000,554451.38000
369,0,708450.22130,555108.83020
370,0,709223.93790,552802.45740
371,0,740728.08850,519319.01050
372,6.433969993,740675.20490,517707.85930
373,0,710277.61000,517339.28000
374,78.88256568,739990.76500,521762.82280
375,0,737494.61490,522658.89320
376,24.51569085,738202.43570,516985.79420
377,64.84226855,738306.54000,522635.57000
378,83.91520256,736662.88350,521878.81530
379,95.355917,738220.68690,518602.17830
380,152.6287034,736682.69000,522682.22000
381,61.38497573,736643.08000,521075.41000
382,144.4321117,739160.51390,522601.11030
383,56.63920413,739041.04200,517760.59510
384,8.615000588,739108.21670,520992.94530
385,37.77953897,737425.56690,519436.46490
386,337.4090506,732002.02830,525249.39640
387,103.4502119,732746.91850,522851.82630
388,2.828918547,733596.93250,523688.17180
389,0,734321.62640,522813.04600
390,7.072068537,732792.86880,524461.96530
391,26.27777209,739967.05000,520959.00000
392,34.79518303,738228.63000,519409.26000
393,550.1231956,735837.58360,521100.09910
394,32.37211835,736632.79120,520269.54190
395,40.05190396,733575.72000,522885.39000
396,221.0979273,737446.23400,521051.15490
397,3.134167333,732587.27410,517966.01240
398,0,735875.10700,522711.45680
399,0,740084.68270,525007.26850
400,0,736600.14290,517045.00190
401,63.32468829,733463.30260,520368.69470
402,1.41508559,731942.85480,523625.61970
403,4.264315172,735231.12000,524427.41000
404,3.650262605,738356.48000,524245.89000
405,0,738418.54290,525064.06400
406,7.499045325,733377.83680,517138.54960
407,55.04320524,733618.14000,524490.95000
408,40.10302845,733484.88000,521178.17000
409,12.2628363,739837.99860,516924.93910
410,274.8066386,731918.11000,522818.26000
411,117.4504884,733441.73000,519559.22000
412,3.925365891,739073.32400,519373.98620
413,2.869961796,735067.53000,522740.70000
414,11.13329817,732487.53290,516355.12080
415,146.2837186,731967.60000,524432.98000
416,13.49876594,734424.62960,524459.18080
417,363.2692101,731729.85000,516384.17000
418,11.33991153,736617.25300,518660.21150
419,8.182961507,736612.01000,517856.75000
420,23.45817693,730621.15290,516426.59830
421,13.31256231,739209.82380,524214.98890
422,5.752639356,731799.84990,518794.16700
423,15.31979266,735111.41340,523587.65170
424,12.9956081,738192.13000,516176.49000
425,85.11494804,733359.04000,516333.43000
426,2.476676833,736588.28000,516233.25000
427,0,738951.17470,516150.78310
428,3.268668919,737412.37290,517825.92480
429,8.049232186,737351.11820,516209.54850
430,0,740063.17000,524184.09000
431,0.906847151,734966.01000,516281.19000
432,0.300771079,734233.37890,516301.95040
433,0.081866958,736713.39000,524292.19000
434,0.079543003,731862.77000,521226.26000
435,6.83815362,731015.58630,524468.46430
436,20.97312266,736797.65630,525117.92770
437,31.41869858,731753.87990,517186.26350
438,79.66488315,735041.79320,521934.53610
439,10.45976347,739869.34000,517726.09000
440,43.81751412,731777.91000,517988.35000
441,0,735254.88210,525202.91650
442,15.00508409,734203.93640,517920.66460
443,2.555257044,735845.63220,516254.21990
444,104.7959407,739918.01000,519338.71000
445,88.34218698,740038.82650,523375.36990
446,75.2502957,733530.30190,522031.77980
447,0.937284614,731821.79000,519599.98000
448,55.48643358,735011.24000,517897.66000
449,41.76593502,738239.00970,520218.07790
450,32.8187598,738212.74000,517795.10000
451,506.3466223,733396.64000,517943.67000
452,12.13288936,739893.67920,518532.40300
453,0,734988.62430,517089.42320
454,18.60400109,730834.13570,519634.62130
455,128.0128005,732673.82660,521202.21490
456,0,733639.54390,525253.71020
457,16.62368042,732631.75620,519579.60190
458,0.170542302,736622.50000,519463.67000
459,108.5224305,730776.26890,518025.43930
460,2.637409281,735972.25210,524359.80090
461,0,733419.18040,518751.44730
462,44.99795927,737534.93180,524269.03870
463,0.078272752,731890.44310,522022.26150
464,0,730954.34340,522854.00800
465,65.48023806,738331.51110,523440.72920
466,0,738277.96550,521831.23280
467,66.32805898,736698.03560,523487.20270
468,20.19847948,738249.39000,521026.89000
469,41.15018999,740014.48000,522566.65000
470,37.30822868,739942.53090,520148.85360
471,3.403561493,723531.59000,523169.49000
472,42.36452296,730130.25000,526118.50000
473,43.59594065,730096.91320,525311.22210
474,0,724055.99230,516725.95250
475,0,727488.04430,521388.93520
476,0,724412.96330,524742.41920
477,0,726688.99000,521432.82000
478,8.368490269,721841.61000,521643.52000
479,207.1759048,726829.41000,524656.53000
480,0.636008943,726724.45120,522242.34510
481,0,720810.03520,516871.63840
482,0,728190.77990,518938.82950
483,2.534326595,726550.58000,518229.05000
484,29.39733756,722585.71100,520002.81660
485,15.77121831,723287.04420,517565.14890
486,13.76723839,721180.08440,524908.83330
487,97.96894826,728376.81000,522965.62000
488,43.31515508,722427.57230,516799.21070
489,6.850041107,727284.92180,516571.25350
490,2.489120331,728442.03000,524581.13000
491,29.17201338,729990.57000,522889.76000
492,0.187568831,725007.80000,519891.88000
493,0.325885157,724938.84000,518296.25000
494,26.16082811,724870.84000,516687.13000
495,42.73065889,723359.13010,519163.33280
496,51.63041623,729183.69330,522927.68860
497,13.10730636,723430.52910,520764.08510
498,310.0854963,721915.47000,523245.32000
499,0,725673.60090,516647.30530
500,20.18561944,723465.69000,521567.51000
501,20.85818393,725744.70860,518262.65080
502,68.64468819,721952.24460,524047.86250
503,1.715146778,728409.41980,523773.37400
504,1.564945056,721742.04610,519244.68470
505,0.515451269,725250.98070,525527.64560
506,63.40074927,727568.36030,523008.74570
507,279.4522763,723251.19000,516764.30000
508,67.37245525,730063.58000,524503.95000
509,1.061922441,726794.65950,523854.20300
510,2.518199602,728093.49000,516535.03000
511,0.791577402,728224.34000,519741.77000
512,137.5283232,729810.55470,518865.89350
513,15.52851167,727353.90170,518182.47060
514,1.562888186,725211.38000,524707.92000
515,144.2943349,719986.83000,516910.51000
516,10.50447945,726513.46900,517418.26640
517,86.1674016,725041.73280,520693.15980
518,114.3086108,726865.25980,525464.80910
519,2.274759862,723573.06890,523973.20530
520,19.23694544,721776.06000,520044.97000
521,84.1983486,726476.36000,516607.48000
522,185.9117006,728899.41260,516498.85100
523,4.514339279,721633.24000,516832.77000
524,160.3977698,724270.67920,521530.97450
525,12.62765851,726659.18980,520630.33910
526,10.67151475,730027.07490,523696.85260
527,21.95345392,721808.83200,520844.24510
528,0,725947.33700,523078.87280
529,3.658931636,724130.86510,518331.12620
530,0,720886.34640,518486.03590
531,2.994808747,729252.80150,524542.53810
532,0,723322.89000,518366.00000
533,0.282050924,721708.04000,518444.40000
534,0.34751738,724973.31780,519094.06390
535,44.5079219,721989.02000,524850.40000
536,0.672844757,721670.63790,517638.58530
537,0,727635.71900,524618.83130
538,7.137238176,720961.93600,520086.44170
539,1.485222589,729739.98220,517262.60060
540,0,724201.58280,519926.27050
541,7.412720536,723395.37000,519960.66000
542,70.11434188,722515.46530,518405.20090
543,89.31732155,722723.53030,523207.40730
544,8.549393333,725075.67000,521494.44000
545,0.527515312,726759.91000,523051.87000
546,1.850870545,721104.55800,523284.07570
547,0.593802026,729094.78340,521299.82770
548,7.489962463,723498.64140,522368.49930
549,12.16169208,724904.84050,517491.68970
550,10.62796972,729035.41040,519705.51580
551,4.868772221,724333.17880,523137.68290
552,158.5653646,722801.78320,524813.66050
553,5.980420272,722653.65010,521605.51360
554,0.090192648,725134.77000,523105.87000
555,11.12880093,722024.37320,525672.37900
556,5.504258452,728125.35450,517335.45770
557,9.112820726,723650.36380,525598.14540
558,0,728255.71550,520543.41060
559,33.29569032,728965.92410,518099.20720
560,1515.538747,729946.76100,522077.37130
561,15.48317947,723614.55000,524776.92000
562,960.3214954,729846.48000,519669.26000
563,5.664956079,729774.63000,518062.52000
564,371.418297,726589.98280,519028.45550
565,46.13610563,728157.22000,518135.89000
566,186.0470716,727426.86090,519784.81450
567,0,726629.38000,519827.86000
568,4.94289879,728331.95350,522155.33590
569,51.98345748,725818.59190,519859.86860
570,205.4395207,741623.02190,521730.84140
571,216.4762262,741713.13890,524965.76840
572,21.51516428,742452.58170,522515.37280
573,97.90447381,744748.92230,518388.20500
574,21.06705351,743775.77740,515999.16420
575,33.43326053,743971.58930,519214.40610
576,0,743178.43580,520052.17310
577,5.454568258,744799.54740,520004.35650
578,185.4741124,746494.61880,523188.48450
579,5.798853041,745528.16250,517556.89250
580,6.027189713,743069.24110,516830.58320
581,27.53490411,743283.23540,523300.29800
582,1.991771153,741509.61420,518494.46680
583,6.030549968,744685.96780,516779.99310
584,0,744718.66000,517585.63000
585,0,743222.50130,521678.49950
586,0,744867.35000,522426.11000
587,3.977076247,741676.89660,523346.31140
588,4.157906183,742392.94150,520893.96810
589,0.683918566,743039.44000,516024.14000
590,26.69036482,744653.28000,515974.36000
591,226.1126889,739806.65000,516123.78000
592,0,742276.94570,516045.02910
593,9.266192131,744779.19000,519190.78000
594,9.263850246,741421.20000,516074.06000
595,2.372701153,741538.16000,519299.31000
596,0,742290.05280,517663.32370
597,10.59698942,741481.07000,517689.62000
598,0,741593.00000,520921.62000
599,30.76885038,744843.62790,521622.02250
600,0,742507.55030,524131.23660
601,0,744006.39390,520842.12350
602,43.16984745,742351.07690,519268.67120
603,207.4412731,740833.76190,522553.35490
604,3.055935671,744819.91000,520817.93000
605,0,745621.86880,520793.46740
606,147.426233,743131.51550,518437.52810
607,163.5604402,743324.58930,524913.64620
608,58.77785922,740567.56090,516101.78400
609,64.48216946,741451.13100,516881.84400
610,5.284849738,745667.32980,522405.03920
611,35.78181865,744932.30950,524848.71310
612,62.6837627,741565.58260,520110.46620
613,10.09859262,743314.35000,524109.91000
614,6.794482608,743908.84850,517611.32700
615,126.8183373,744059.73530,522458.39840
616,100.0506253,744893.43700,523231.20480
617,0,741653.04000,522540.06000
618,24.12403368,743252.12000,522490.69000
619,26.03419646,740881.96120,524168.32630
620,229.9905621,741700.75000,524152.56000
621,0.799397739,743163.99000,519238.03000
622,33.95516865,713882.37000,525161.48000
623,53.60986679,715250.35160,519532.17130
624,126.5960457,711082.54200,517301.98380
625,7.492856884,720371.15000,524967.26000
626,30.3846302,712790.73900,518820.48060
627,0.802794721,716869.86240,519456.12610
628,101.3668993,711943.77490,518060.09070
629,43.18137103,714546.02830,521959.52790
630,15.03276703,712217.11660,524435.36850
631,0,715535.49650,525940.72360
632,1.973477439,712090.41470,521247.26630
633,10.2707786,712297.19850,526069.43920
634,0.38420804,715144.30000,517125.73000
635,0,713844.96720,524360.47260
636,3.023312647,717113.03000,525047.50000
637,0,716161.51760,521902.64030
638,1.334928645,716757.17000,517052.81000
639,0,715945.19290,517089.51890
640,0.480945848,713528.67000,517188.59000
641,5.799110712,712704.41340,517223.49780
642,1.134572519,718445.51000,518586.96000
643,0,713065.38150,525195.74200
644,6.457348783,718479.89910,519383.16790
645,8.30463946,713669.94000,520382.66000
646,2.639495305,715427.62000,523528.51000
647,0,717643.60760,518620.49390
648,0.837339652,713705.87170,521179.93460
649,4.391937843,720106.23620,519327.79290
650,53.71371176,716972.78000,521863.44000
651,13.48336239,718369.44000,516981.91000
652,35.71393134,718407.47610,517784.43090
653,6.710272341,715460.18370,524322.96420
654,309.9175597,713920.36200,525997.84820
655,3.169751782,714407.44220,518755.40830
656,0,716898.02000,520258.22000
657,0,713563.43930,517984.72840
658,1.78945082,715388.93740,522735.17670
659,271.5175759,720064.66000,518527.67000
660,22.82288277,711170.01680,518898.67060
661,49.95857876,714687.55610,525139.44880
662,2.517887198,713598.21000,518780.87000
663,1.323722035,716234.87000,523493.10300
664,0.489829707,720025.74370,517719.08900
665,0.391220901,714617.59480,523543.98800
666,198.5294985,719493.06940,523403.20530
667,0,714476.98260,520358.52510
668,0,714326.62730,517157.54160
669,18.52075585,715492.74000,525117.42000
670,27.15735166,711983.27000,518860.09000
671,3.463317003,712185.84000,523640.73000
672,0.951964639,712155.89200,522840.17240
673,0.643871456,719178.13720,516946.20610
674,0,712862.41090,520418.78840
675,5.914065728,711444.15760,525294.13360
676,0.266736377,718725.94770,524234.11480
677,79.16937847,712996.70220,523600.09910
678,275.8545268,719566.75200,525000.85800
679,12.29502595,720409.31050,525764.61550
680,58.75667576,713741.80000,521977.21000
681,0.54413225,718689.54000,523433.78000
682,171.3389063,716302.88910,525082.46150
683,0.875511011,715284.03000,520334.39000
684,4.176582,719331.05270,520153.64700
685,23.19031623,711375.67890,523696.76630
686,21.8212228,715350.25000,521941.84000
687,25.45173035,715216.68000,518729.95000
688,35.80640896,712248.40000,525230.01000
689,3.389440626,717042.12000,523457.70000
690,283.6952871,715180.48660,517927.83830
691,0,713634.07320,519581.76200
692,31.98890097,717937.69420,525040.97810
693,14.16115338,716799.44030,517853.42080
694,3.335931915,720147.82000,520127.91000
695,3.723977275,720183.32490,520929.36180
696,87.32325463,711315.65280,522091.84060
697,0.533576514,717007.45020,522660.56660
698,4.249492017,719255.08260,518557.31380
699,25.98501201,720218.83000,521730.81000
700,3.956562027,715317.13920,521138.11830
701,2.001829974,712054.88000,520454.92000
702,1.526229469,712933.87550,522008.41250
703,0,716091.02270,520296.30660
704,0,716935.64480,521066.06250
705,0,716841.71000,518654.03000
706,0,711904.27930,517260.08700
707,0,710393.90880,519739.88960
708,0,704034.66630,523164.64610
709,0,706196.50100,517506.82880
710,0,710535.43970,522948.43440
711,0,702961.44830,517587.08260
712,0,701327.72240,517681.93210
713,3.806801212,708656.47000,517394.14000
714,318.6435759,705710.66000,523908.66000
715,0.630756141,710468.20680,521343.30030
716,212.8145946,704951.85830,525527.15640
717,0,707343.65580,524650.18730
718,61.58616492,703259.91080,523997.08520
719,421.8564882,710505.36000,522144.07000
720,59.10807456,703875.96000,519193.94000
721,35.89007178,701442.49460,519312.30550
722,74.83968273,709823.91500,525366.87040
723,8.53879378,701579.53550,522505.45860
724,34.49344194,707180.11000,520666.15000
725,31.19474227,701647.49080,524101.59890
726,0,710431.05000,520542.53000
727,73.11456858,703193.80950,522407.26970
728,40.87377152,709467.03860,517366.71060
729,0,704067.99000,523959.38000
730,3.128607296,705403.43000,517537.55000
731,25.75486925,705739.28420,524705.55690
732,0,704135.81000,525551.86000
733,95.5977547,708699.99960,518196.33770
734,55.85376911,710356.76000,518937.25000
735,684.6422675,703965.79920,521578.56080
736,0,707203.81930,521461.03610
737,0,705533.04930,519930.73070
738,0,708743.53000,518998.53000
739,91.5719153,709753.94710,523767.34300
740,69.22630996,707013.14000,517476.07000
741,14.76324461,707378.13000,525443.97000
742,0,705677.18090,523110.06400
743,6.924499512,705767.91000,525502.45000
744,63.89039634,704165.98620,526405.69140
745,176.3450653,708836.10210,521387.33120
746,3.890250714,710677.28420,526172.60990
747,0,703811.41000,517549.38000
748,2.400609525,706306.69670,519100.01930
749,0.84783977,705797.29000,526345.58820
750,191.122819,705452.19390,518336.64260
751,0,704586.04670,517543.27530
752,2.508151876,701720.15820,525700.76800
753,95.0221942,702260.47000,519265.69000
754,0,706372.62410,520695.93880
755,5.827291171,708047.16090,522218.56340
756,1.240644094,702322.32000,520854.57000
757,35.10391658,708975.14210,524578.68210
758,34.83003465,707992.76060,520629.80400
759,0.491604364,702486.32680,524830.26100
760,30.48329837,710602.72000,524555.53140
761,0,708942.37000,523781.89000
762,0,707822.68780,517435.71200
763,1.168847264,709550.14840,518967.88990
764,11.12349226,703068.21540,519229.81290
765,205.580512,704688.46190,519164.83470
766,38.69645743,708193.02070,525409.72670
767,4.994119172,702354.29630,521649.59410
768,7.955853465,708805.41000,520593.46000
769,4.328740381,707421.56800,526284.92080
770,47.90709594,705604.42020,521518.59670
771,485.2090733,706435.61550,522283.69410
772,22.62264405,708866.79000,522181.20000
773,4.16995661,702520.82000,525625.73000
774,193.1947231,707268.35370,523056.16170
775,0,709686.07700,522162.63580
776,146.0982588,702520.84640,526479.12120
777,7.952930115,702386.27000,522444.62000
778,3.996133804,707309.18000,523856.40000
779,145.9611574,704001.35000,522369.92000
780,17.78426069,703930.25000,520787.21000
781,0.947241299,709007.91000,525375.48000
782,0,710639.92000,525358.26000
783,32.80063851,703328.31200,525588.79470
784,45.87617239,706573.02090,525473.21270
785,0,705643.70000,522311.46000
786,563.651708,708774.47160,519795.99610
