FID,density,POINT_X,POINT_Y
787,416.4395669,707927.98250,519031.41950
788,21.87219618,710317.18740,518138.26280
789,22.40229488,705500.96000,519135.73000
790,5.74247038,707146.27150,519865.22740
791,30.61088646,703903.10680,519990.57100
792,2.948847813,706509.91910,523882.53160
793,694.7216108,702291.39460,520060.12710
794,5.895841954,703126.28600,520820.88520
795,55.29895993,704822.52520,522340.69060
796,1.41713298,707112.43000,519064.31000
797,1.185486969,705565.14000,520725.73000
798,18.177594,702451.84000,524034.79000
799,47.71809698,709045.41230,526218.16570
800,0.930875682,702419.05410,523239.70880
801,512.4056477,708125.77720,523819.14270
802,36.90479994,708904.58440,522981.54440
803,1.783478766,710565.52000,523752.80000
804,51.10273352,732271.94000,532536.24000
805,61.56562783,740138.47230,526637.70740
806,188.316025,739293.40180,525856.34360
807,28.9151314,740258.30900,529860.32300
808,0,739354.46090,527473.48350
809,71.45448413,733712.49000,527635.27000
810,33.57908311,739602.38690,533906.92590
811,1.356046032,737216.34350,534789.79120
812,27.65936259,736317.23420,532387.30820
813,50.44812725,737186.60000,533957.41000
814,171.6031794,737995.62760,533947.42710
815,0,733800.42780,530044.47030
816,47.08144437,738595.51000,529116.80000
817,2.584551825,737104.37160,531557.57070
818,12.12379283,735589.39060,534844.03420
819,27.70666667,735414.35930,530004.06260
820,41.42706993,732066.34350,526870.75780
821,0.493882839,737681.26740,525912.95290
822,22.70211248,740400.12000,533876.41000
823,82.32149431,737012.99000,529140.65000
824,16.62908905,736256.89850,530785.19440
825,30.85608844,740228.85000,529052.29000
826,5.671995935,735443.20000,530812.15000
827,1.589974507,736199.25150,529168.31610
828,5.363713959,738804.65000,533937.44000
829,26.21610914,733030.90550,530884.05820
830,36.20044092,732036.46000,526065.81000
831,3.315352371,740315.22180,531461.84930
832,19.72150068,736954.54000,527528.40000
833,105.8728897,739473.50990,530689.45180
834,10.82800275,735358.15580,528392.18970
835,0,733134.74750,534108.92620
836,0,734748.98190,534053.84600
837,0,737138.15000,532356.90000
838,0.60248227,732247.96550,531725.00730
839,76.78028052,732357.97040,534942.15220
840,34.87310755,732848.70330,526041.14140
841,40.00899754,736080.28630,525961.04330
842,18.21230774,736370.01520,533992.50450
843,3.683358325,731083.35520,526092.15410
844,5.551651687,735553.43000,534027.60000
845,8.766617623,733893.37000,532477.00000
846,0,731399.93290,534173.76540
847,164.0228801,736881.93000,525943.67000
848,69.57209265,734469.79640,525997.44590
849,23.84766082,739532.33390,532293.27360
850,0.357314714,736918.23100,526736.03440
851,68.79158676,733660.95000,526016.47000
852,14.47311688,732155.57000,529279.34000
853,72.98394542,733737.76110,528434.93450
854,31.26124223,732904.35610,527655.48540
855,0.288516622,735278.65000,525978.42000
856,10.93860345,738538.17000,527502.00000
857,16.75893508,735524.87480,533222.65860
858,33.13115634,735496.32000,532417.72000
859,3.55168139,740430.72120,534708.74730
860,0,732223.99000,530913.78000
861,53.80825614,731146.18780,527711.80220
862,71.57333922,733837.82000,530854.34000
863,62.51626019,738763.32250,533134.32700
864,18.1010569,738566.84360,528309.40130
865,21.70240936,740342.68000,532255.34000
866,8.963480403,732324.96000,534137.76000
867,39.70790532,735304.72100,526783.41060
868,0,737070.59000,530758.24000
869,60.58939563,734694.84550,532447.36030
870,68.34481955,737041.79080,529949.44790
871,1.885168416,731337.37610,532566.37040
872,14.85482844,732189.77880,530096.55850
873,5.59132432,733865.59540,531665.67080
874,70.43701198,732298.45030,533336.99830
875,3.986200915,734574.27620,529215.29050
876,65.16132078,735385.52000,529195.98000
877,0.660895985,737746.35410,527515.20110
878,9.386154895,738838.30860,534760.08600
879,230.4903035,733972.00940,534890.48120
880,1.075350715,740371.39830,533065.87240
881,235.0782467,732959.30120,529256.97060
882,1.020467573,740199.80060,528248.62640
883,1.59760355,737804.25090,529128.72830
884,12.02677105,738480.61000,525882.24000
885,19.54320866,731273.08230,530937.34200
886,6.837074506,734640.51090,530833.24230
887,180.1133204,737162.37460,533157.15420
888,25.19676447,739412.18320,529084.54430
889,122.3557961,734521.64070,527611.83360
890,97.84908185,737930.06960,532344.05410
891,157.8957511,738509.39050,526692.11970
892,4.325844021,735330.80000,527588.40000
893,415.4122617,736142.66570,527558.40170
894,0.728015013,733944.53000,534080.09000
895,6.797984279,738627.38410,529913.67310
896,0,737864.92400,530734.39270
897,46.55272028,733686.71600,526825.86890
898,76.35494408,738721.99000,532331.21000
899,89.29059361,731207.40010,529306.06870
900,55.21965954,740287.77000,530668.36000
901,210.3413591,732096.23000,527675.70000
902,9.7868404,735469.76110,531614.93190
903,28.02783358,740170.75000,527444.97000
904,37.1982591,736983.76140,528334.52810
905,0,733763.04000,529234.60000
906,167.2734292,732125.89630,528477.52150
907,6.795385421,738659.25000,530710.54000
908,43.51331597,738690.62200,531520.87610
909,257.4836111,723822.94000,529630.71000
910,54.40046129,727779.74590,527845.10370
911,10.17492722,726999.47210,528686.44020
912,79.54704965,725422.16000,529562.65000
913,297.0661158,723784.60580,528829.18900
914,1782.549214,729395.03700,527778.80400
915,65.36942224,730196.15000,527747.90000
916,0,730506.73860,535001.84030
917,0,725629.48000,534385.29000
918,0,729661.62680,534236.97650
919,0,730362.49290,531778.70510
920,0,727282.09700,535128.68220
921,0,727914.07630,531061.48670
922,0,728690.06450,530225.25840
923,0.789651788,726376.52690,532748.92160
924,0,722095.56610,527301.07490
925,0,722193.74000,529703.79000
926,87.08901405,725598.60260,533585.25590
927,0,728556.56720,527001.32530
928,2.856815973,728848.35000,534264.18000
929,50.03476691,728720.95000,531032.47000
930,71.4068426,727981.44330,532680.76200
931,0.865127109,727146.26510,531901.56230
932,0,725290.58000,526347.37000
933,134.4663984,726227.77090,529527.51750
934,1.182827499,723746.27000,528027.67000
935,0,724026.68000,534461.79000
936,2.117780063,725325.27070,527147.55220
937,1.513502467,723891.56000,531245.39000
938,0.463676354,722434.27240,535334.82950
939,21.67561473,725529.05110,531980.74760
940,485.1580104,721253.59920,526528.16120
941,0,730538.57000,535793.91000
942,42.99775908,727070.28990,530291.44260
943,32.8277654,725391.06190,528755.19370
944,11.85897689,729521.56170,530996.68740
945,9.199835762,726901.11000,526273.08000
946,8.003564905,727710.15880,526233.01350
947,25.35849229,730474.90000,534209.77000
948,10.44104098,728749.25450,531840.68640
949,68.46163743,730163.19950,526933.19840
950,2.67229168,722263.47000,531317.02000
951,19.03566595,722326.56000,532922.08000
952,34.4221995,724488.38130,526383.37190
953,27.24301393,728887.58460,535064.57000
954,7.126816646,726933.33740,527076.79200
955,19.2207021,729459.20640,529375.42320
956,86.45217029,723077.51710,531281.20090
957,22.88935022,730259.23000,529332.80000
958,0,728626.55190,528613.87790
959,100.3429736,725567.73000,532785.22000
960,10.72081461,730322.17000,530960.91000
961,20.42939814,730227.69160,528540.34930
962,0.554793263,722872.95380,526456.86390
963,2.678128109,725661.82030,535192.60600
964,0.542423904,721323.08360,528142.55170
965,108.34155,722059.73000,526494.36000
966,0.42270822,726298.78920,531133.38820
967,7.054731676,724622.55420,529596.68070
968,21.38788932,729324.72970,526155.71970
969,0.110505618,728519.21000,526192.94000
970,1.259284571,723686.18000,526419.37000
971,133.0076059,723213.07950,534498.43700
972,0.277551674,723959.03000,532852.26000
973,1.801732344,721588.18090,534576.63600
974,28.11848701,726438.57500,534351.47590
975,11.44911139,728812.95380,533456.54310
976,2.637844058,722162.57260,528905.79380
977,2.402758841,730402.81000,532596.50000
978,78.46038244,725456.27020,530369.46320
979,59.24563376,724690.96890,531210.82900
980,50.71152623,721523.60250,532964.05310
981,48.51960315,721453.08580,531352.05440
982,32.83501131,724828.08120,534423.53830
983,39.59297385,720447.47000,526561.97000
984,48.76562156,724058.59510,535263.13330
985,5.290495949,722399.48000,534535.09000
986,160.5446961,723716.22420,527223.52170
987,45.56916754,728659.18000,529418.05000
988,281.0491347,725359.96000,527947.73000
989,330.3807523,727185.33000,532712.62000
990,11.26891422,724553.11350,527987.70210
991,4.640336645,728048.00980,534290.92270
992,23.78419886,725490.38000,531176.27000
993,0,723925.29800,532048.82110
994,0,730438.85880,533403.13750
995,85.06980151,722295.01840,532119.54920
996,587.0336289,722363.02000,533728.58430
997,0.747206204,726095.84490,526310.22780
998,101.6451735,727033.38000,529492.38000
999,487.2706771,722228.60620,530510.40440
1000,19.88382552,727846.27810,529455.21430
1001,5.803105263,727216.49930,533515.14160
1002,8.26873639,726162.76320,527914.11640
1003,29.82428536,728777.56000,532648.90000
1004,4.47685967,722131.41000,528107.79000
1005,2.017608791,727247.67000,534317.66000
1006,0.605491736,724763.38020,532818.73970
1007,86.02271372,723857.25280,530438.04660
1008,0.705565236,723008.34190,529667.25010
1009,20.54813467,728593.93000,527809.71000
1010,1.237373366,721388.78750,529739.81930
1011,0.983035263,742003.72000,533801.06000
1012,174.898801,741725.53000,525778.97000
1013,8.220409278,741798.79340,528181.66760
1014,33.89061339,741028.19200,529014.93740
1015,91.09115723,741201.91890,533838.73460
1016,2.739752717,741087.45270,530627.90780
1017,92.58261691,740915.86040,525804.71050
1018,341.9777128,741770.05000,527385.75000
1019,35.56725828,743394.17000,527325.80000
1020,1.354915212,742582.10990,527355.77480
1021,6.364954249,741913.27840,531392.43430
1022,33.00915999,742035.22710,534645.60870
1023,0,744276.79880,530520.94870
1024,0,744985.64200,526462.03690
1025,16.74097641,743553.81220,532888.65490
1026,57.7601771,742736.10370,532166.88340
1027,298.064704,741971.56820,532999.23800
1028,9.823480581,744203.35500,527294.61330
1029,64.84639091,742768.42870,533768.33950
1030,27.56133492,743465.46660,529736.36570
1031,34.24883121,741141.04760,532226.37580
1032,23.79571104,743334.83000,525717.38000
1033,101.4695825,742689.17970,530565.18700
1034,33.01306971,745084.34960,529628.78400
1035,0,744958.74000,525660.65000
1036,160.6253792,740970.40200,527415.35660
1037,71.05828002,742530.17790,525748.17800
1038,37.30222697,743512.00500,531339.63620
1039,4.316871607,741827.53000,528977.59000
1040,1.670622963,743532.79000,532136.35000
1041,61.00261193,744139.96180,525689.25500
1042,0.423899126,742633.62260,528953.70100
1043,840.9945739,741887.14000,530587.45000
1044,110.40075,744251.71910,528902.28940
1045,0,743364.49770,526521.59310
1046,73.33533858,743491.22000,530542.92000
1047,13.51599384,745012.54000,527263.42000
1048,37.73721045,743439.71000,528929.81000
1049,0,743416.93910,528127.80820
1050,54.38533324,741857.33570,529782.52230
1051,249.081321,741939.42000,532197.41000
1052,89.22221799,741747.79010,526582.35970
1053,116.4050459,740106.20000,525830.45000
1054,14.00734875,745755.61110,525639.25890
1055,46.7391553,718232.08520,531493.47040
1056,115.0410274,719838.93810,531423.15850
1057,0.049231943,715862.50350,532396.89820
1058,107.7726222,717458.88880,532331.37990
1059,0,713390.01330,531693.53880
1060,18.00536695,720613.26710,530581.46940
1061,0,719640.91590,526593.76430
1062,0.425194942,720776.89000,534618.19000
1063,1.146299557,720681.66990,532196.55830
1064,0.417003539,714007.57000,526832.29000
1065,0,713329.66900,530091.13660
1066,9.325565928,718161.69680,529882.23810
1067,28.07218554,717550.39000,534727.97000
1068,0.947430914,712394.98000,526906.91000
1069,1.874446871,718834.36000,526625.56000
1070,14.57985085,717221.26000,526693.33000
1071,3.533067919,714792.90800,526798.16160
1072,0.917747351,715689.51000,528376.35000
1073,0.2262209,717584.32420,535538.70130
1074,0.572786777,718933.84640,529044.70640
1075,0.439608553,716693.52950,533165.00780
1076,0.157208543,711808.68770,533370.70720
1077,86.31731121,715790.66500,530795.90750
1078,68.94481571,717519.58570,533931.50740
1079,25.25893498,717322.98440,529112.70520
1080,4.496543752,717356.50000,529916.27000
1081,32.45337947,712429.86290,527710.31520
1082,30.56705584,717392.74640,530721.99110
1083,81.99560265,715626.99000,526762.00000
1084,29.05589133,714103.70390,529251.39460
1085,6.417202088,716555.54870,529954.62820
1086,21.22415868,715826.73000,531598.82000
1087,85.72433273,714132.42000,530058.86000
1088,7.980102251,713176.66880,526870.56530
1089,0,713269.86600,528478.82550
1090,2.130688521,717428.99000,531527.72000
1091,243.327976,715754.60000,529992.99000
1092,107.1326107,712495.83110,529318.56750
1093,23.95779565,717289.47000,528309.15000
1094,0.42245617,716489.49130,528342.74970
1095,2.615706818,720748.76330,533812.10480
1096,61.72773396,715013.32410,531634.56970
1097,0,715965.86000,534797.34000
1098,0.404020035,719201.38060,535467.98280
1099,0.42291343,719105.00000,533054.13000
1100,8.408566261,717255.36490,527501.23850
1101,0.832818948,712526.92000,530123.42000
1102,0.618744628,717488.78000,533135.04000
1103,132.2955305,719707.78050,528209.25540
1104,0.303709064,718359.68190,534694.76650
1105,0,716627.86280,531563.27040
1106,135.6155733,710714.65000,526986.96000
1107,23.07933169,714074.99000,528443.93000
1108,60.89915605,714943.50890,530025.92330
1109,0,716406.69200,526728.29120
1110,343.7323171,718900.80000,528241.20000
1111,166.9314885,719001.03550,530653.71750
1112,0.655592651,712464.74000,528513.72000
1113,6.67827211,712553.51440,530920.08990
1114,0,715898.27000,533194.97000
1115,0.936194603,714041.27750,527638.11430
1116,0,711530.32510,526947.91550
1117,21.62708971,720549.29860,528976.57730
1118,19.53353026,719912.82060,533030.07900
1119,0,720514.76000,528177.31000
1120,162.9347794,718095.13400,528275.17350
1121,51.97838318,718867.57960,527433.38170
1122,113.853441,720720.64000,533006.02000
1123,0,718966.89000,529848.21000
1124,1.137135105,720583.84000,529775.85000
1125,3.39299568,715996.30920,535605.87270
1126,0,714882.25060,528410.14400
1127,7.907731072,714166.16800,530864.58540
1128,192.8417524,719775.36450,529812.02830
1129,188.2090563,716758.12500,534762.65570
1130,0.582543576,711623.22870,528553.95170
1131,45.27986121,715722.05560,529184.67270
1132,0,719070.08890,532256.67920
1133,33.04824201,719136.98880,533857.84790
1134,3.498725189,720481.11680,527369.63790
1135,7.063639311,720807.33690,535411.85510
1136,17.28338424,720642.70000,531387.09000
1137,0.667473918,711740.21250,531750.78260
1138,0,718027.81050,526659.44680
1139,255.9323422,719035.18000,531459.22000
1140,531.7275177,709287.36000,531865.95000
1141,67.29971968,710871.06420,530995.61650
1142,0,709370.13220,534272.18490
1143,0,710811.76360,529400.30790
1144,0,704598.50090,536119.87380
1145,0,704259.69000,527256.39000
1146,0,707839.88370,535956.96270
1147,0,710781.71000,528594.19000
1148,0,710217.29620,535042.47820
1149,0.033841339,705934.39000,528795.94000
1150,0.260978318,711035.37000,535005.43000
1151,0.171613639,710900.31000,531784.80000
1152,60.47022377,705043.17730,527222.55550
1153,5.958369489,706666.24750,527156.15620
1154,0,710748.18070,527790.57190
1155,18.52613282,709100.41000,527059.87000
1156,3.669079637,708273.95960,527093.35970
1157,2.141480674,709167.17000,528665.09000
1158,21.3468961,709262.40640,531061.31000
1159,274.6671933,705867.49000,527186.45000
1160,0,711074.56600,535817.61420
1161,0,703422.49150,527293.17940
1162,117.5040255,706744.32030,528760.33280
1163,29.59698209,707465.00000,527125.87000
1164,34.35089709,701758.56980,527365.59920
1165,1.038248714,707583.28800,529522.31740
1166,129.0281073,707554.25000,528724.73000
1167,0,709907.53110,527023.41540
1168,39.21683538,709974.44100,528629.63600
1169,357.3286147,708599.23140,535118.05940
1170,0,710998.48460,534205.05710
1171,509.149327,709314.20160,532665.39250
1172,25.62558151,709428.47710,535883.69120
1173,31.72740821,705900.94140,527991.19200
1174,54.90034808,707509.62640,527925.29700
1175,39.69872109,708360.70870,528694.90660
1176,247.3269958,709133.79140,527862.47950
1177,40.16216682,709202.30880,529460.87980
1178,0,704321.97000,528865.17000
1179,146.1396343,709399.23000,535079.53000
1180,0,710930.95830,532594.74610
1181,1.692022451,709237.45000,530256.67000
1182,45.0857044,737270.06450,536430.36700
1183,585.0216995,738149.50920,538832.38060
1184,96.87369553,736484.77480,537258.85410
1185,118.8043225,737294.04000,537238.56000
1186,112.0270158,738093.10990,537217.19090
1187,18.54088435,733255.13600,537324.64840
1188,18.5131513,739666.64280,535561.90750
1189,49.49498188,734106.96000,538924.84000
1190,152.7962733,735625.35000,535660.47000
1191,567.6294157,735015.03100,542130.33270
1192,59.88939016,738049.00540,535602.69290
1193,99.78069829,734919.13700,538914.92710
1194,6.571803026,735650.42910,536469.80800
1195,0,734866.08330,537293.44830
1196,0.33395572,733504.10950,543768.64390
1197,0,731464.77610,535770.22710
1198,0,733195.23230,535723.70720
1199,0.055295187,738975.49620,539607.99370
1200,0.491380933,740486.91680,536337.74650
1201,3.814873895,735899.22000,543716.82000
1202,12.80027412,736435.71890,535641.32090
1203,5.100307007,735108.43040,543732.81320
1204,11.5598636,735675.51000,537279.15000
1205,6.877239516,734342.74510,544554.68690
1206,2.625668967,732512.78000,538956.57000
1207,0.986852571,734183.92120,541346.31790
1208,66.40806284,733999.49000,535700.87000
1209,28.08353709,732597.00080,541375.22130
1210,5.035391917,731529.68990,537365.88140
1211,0.750830343,740512.51000,537134.41000
1212,132.2739452,739759.89050,538786.28290
1213,129.7997972,732390.98000,535746.54000
1214,0.417877988,732422.29590,536544.04600
1215,156.5766266,738872.05080,536389.51680
1216,101.7803952,737324.10430,538047.12110
1217,9.480151236,740595.54470,539565.70630
1218,146.2633854,731593.63830,538981.87700
1219,4.597128547,740539.52020,537949.06290
1220,0,736542.73790,538880.34660
1221,9.483845059,732453.61000,537341.55000
1222,26.53851521,738851.92420,535583.21300
1223,42.97835425,737477.20630,542881.87660
1224,0.330560257,734969.69500,540524.63590
1225,14.26820727,738953.25000,538808.85000
1226,25.26937149,735820.56000,542110.47000
1227,5.765630062,739815.34970,540387.29970
1228,11.80159129,735933.05920,544521.98990
1229,14.69313725,735731.31000,538905.01000
1230,39.68082607,733359.88530,540554.40560
1231,17.05947493,735756.17940,539705.92160
1232,17.34460382,734317.64000,543748.81000
1233,6.405800415,734263.57190,542949.50260
1234,0,732690.58000,543788.48000
1235,18.1182952,737246.09000,535622.17000
1236,30.93498953,732661.57440,542986.27500
1237,0,734812.41810,535680.66930
1238,0.911109804,735859.88960,542913.64340
1239,37.2804292,733309.87280,538940.70740
1240,37.30628314,732721.05540,544591.16750
1241,34.81078102,733421.03670,542167.13370
1242,0.855555675,732632.57000,542184.07000
1243,41.5685594,734081.81190,538116.29580
1244,10.28650482,731710.64720,542201.41330
1245,17.79923942,736703.16050,543699.37230
1246,22.16252891,734028.07230,536504.30960
1247,32.56835483,738892.18000,537195.82000
1248,1.963693346,734209.50000,542150.20000
1249,11.35844291,732561.43000,540566.37000
1250,27.82402362,734158.34000,540542.44000
1251,1.481250123,740624.56000,540367.69000
1252,139.2379823,738922.71420,538002.33300
1253,4.728551092,734056.66000,537307.75000
1254,19.80124312,740676.94000,541981.83000
1255,2.920840047,732537.10560,539761.47150
1256,33.87050873,732483.19690,538149.06010
1257,53.68895118,735703.40840,538092.07960
1258,1.092505,739702.34390,537165.11300
1259,11.22074778,737354.17000,538855.68000
1260,34.3916127,739006.14000,540406.91000
1261,35.19420238,740566.53000,538763.72000
1262,5.500464305,731769.63660,543810.22050
1263,49.60704343,730788.72000,542218.75000
1264,14.41318448,729126.92160,541486.37760
1265,0,721923.52680,542623.33960
1266,0,724892.33420,536032.20100
1267,0,724391.05000,544130.94000
1268,0,725797.57940,538422.04190
1269,0,722820.35840,544976.58280
1270,0,722764.83960,543393.88550
1271,0,720837.79000,536205.52000
1272,0,721868.34520,541005.42060
1273,0,725019.26740,539263.69320
1274,0,723407.66950,539335.78410
1275,17.60218694,730605.77000,537390.22000
1276,6.17695639,730763.77850,541409.57580
1277,0.38214073,724123.30990,536871.82520
1278,27.06433053,730706.66480,539803.78930
1279,88.11539957,728237.89340,539119.80170
1280,11.2967609,729231.05000,543881.61000
1281,0,724266.31000,540902.92000
1282,1.288299512,728351.27230,542330.33660
1283,29.06067489,722796.00000,544200.02000
1284,1.588986497,725990.40000,544047.30000
1285,0,727346.51910,536744.09130
1286,58.51129507,729011.16780,538275.59430
1287,36.99639502,730572.17010,536592.06250
1288,0.209302372,726505.34220,535969.81230
1289,1.302583142,725768.13000,537616.52000
1290,82.76567507,727316.52000,535939.70000
1291,12.46172108,729098.76000,540678.67000
1292,14.62731542,722674.57000,540971.69000
1293,97.75252765,726631.75260,539191.59150
1294,0,727599.27000,543960.85000
1295,2.501049151,727406.49640,538352.04850
1296,48.18307177,723279.78800,536099.52590
1297,0,728121.67170,535902.32940
1298,9.48018338,726741.60990,542407.21290
1299,13.49047093,722532.00000,537747.03000
1300,26.99945638,729069.03540,539881.32990
1301,0,725731.14620,536808.21990
1302,89.91524177,728297.65900,540722.21580
1303,47.80228267,725910.84180,541643.26050
1304,16.30064535,727466.51710,539960.68760
1305,6.522951854,729971.90200,542256.41870
1306,0,725827.03000,539227.57000
1307,0,724156.11000,537679.17000
1308,9.154933693,725963.07880,543247.56950
1309,3.200180476,728926.82000,535864.96000
1310,30.9247109,725935.76000,542447.84000
1311,0,721653.42840,536170.04860
1312,0,725694.16000,535999.92000
1313,3.476133105,726691.24170,540802.22240
1314,0,724364.55620,543331.10120
1315,0,730818.70940,543025.35870
1316,0.288253226,722469.07000,536134.57000
1317,3.392457181,729918.79810,540639.53470
1318,0.741647413,721995.03980,544226.16020
1319,0.08856612,724962.12190,537647.84410
1320,0.363231365,729856.90210,539045.58460
1321,23.32248219,723344.05470,537713.10060
1322,0,724090.51000,536064.48000
1323,9.538239317,726572.32310,537582.49890
1324,0.536102337,725190.72380,544089.12080
1325,0,726022.05800,544836.00360
1326,0,724338.07000,542531.26000
1327,9.737033646,724183.80990,538489.49540
1328,48.01894455,727547.46000,542366.59000
1329,1.014793266,729039.31000,539083.99000
1330,7.418778352,727627.75220,544761.72170
1331,0.299955592,728415.15680,543921.22820
1332,2.00697011,722567.91440,538559.38930
1333,0,729257.57090,544689.82070
1334,29.45632306,726794.83360,544004.07660
1335,7.809392461,728954.92340,536666.07920
1336,27.65847198,727496.56000,540765.76000
1337,24.25763636,727522.00980,541566.17480
1338,0.582049042,721718.63030,537784.06420
1339,0.582049042,721794.10470,539407.99170
1340,38.26968457,729794.39710,537428.70800
1341,0,727573.36480,543163.72000
1342,0,724238.90630,540101.36930
1343,24.7687087,729155.08000,542294.08000
1344,27.73420945,722500.53280,536940.80130
1345,5.481755638,724302.18550,541717.09170
1346,48.40257542,723470.43850,540937.30230
1347,39.00817714,728983.03000,537467.20000
1348,0,730674.50000,539007.18000
1349,25.27829081,727436.48000,539155.62000
1350,9.183024855,722603.83000,539371.75000
1351,22.21127198,727376.51000,537548.48000
1352,0.137973108,725136.91120,542489.54980
1353,12.98408305,729193.06430,543087.84480
1354,0,728179.77080,537507.84110
1355,18.00132913,730039.87180,543856.78470
1356,0,730848.70000,543831.96000
1357,225.9823608,730874.37950,544635.52980
1358,4.95101993,729732.69640,535829.43370
1359,23.37197555,730900.06000,545439.10000
1360,93.04522708,742709.71240,537062.02390
1361,9.207733188,741264.02940,535515.62140
1362,13.27885584,741463.27850,541953.46930
1363,30.93298625,742290.72000,543535.40000
1364,14.44413446,742131.12390,537881.94220
1365,1.540627125,742200.44000,540309.66000
1366,14.14035151,741309.39790,537096.53710
1367,103.8059242,741361.24630,538734.46800
1368,29.66659373,742066.74000,535490.16000
1369,17.62727847,742178.20200,539507.43990
1370,3.743492186,742673.20590,535472.14820
1371,103.3274819,742249.61000,541925.11000
1372,4.793678155,741412.50040,540338.67820
1373,7.046723823,742225.02680,541117.38700
1374,8.947594109,740461.32000,535541.09000
1375,1.740251436,742086.51050,536274.41200
1376,211.5068205,742270.16750,542730.25290
1377,10.11958048,742760.08330,538687.61560
1378,0.388425178,742155.96000,538705.22000
1379,1.597875981,742106.29000,537058.67000
1380,1.159886915,742799.53990,540288.22970
1381,0.08073765,714658.63000,542903.16000
1382,0,716030.32040,537224.52420
1383,0,716127.25000,539661.81000
1384,0,721194.08000,544252.30000
1385,0,719559.50000,544305.53000
1386,0,719532.71090,543520.13080
1387,0,713043.67000,542966.83000
1388,0,714690.02690,543706.73760
1389,0,715201.63340,536455.06800
1390,0,717618.26000,536349.43000
1391,0,720262.64060,541070.50500
1392,0.09297978,719233.78000,536274.40000
1393,0.063200188,720905.26000,537821.10000
1394,0,721113.37000,542658.92000
1395,0,719264.79010,537083.89360
1396,0.030164762,714458.80000,538097.66000
1397,170.2688122,715999.20000,536420.51000
1398,19.560515,719582.93310,545091.09650
1399,0.065242734,716937.08300,539625.51910
1400,3.653937187,720035.78600,536239.96420
1401,0,714488.96030,538906.40970
1402,15.75266606,717778.99100,540380.86900
1403,0,720944.82060,538632.66660
1404,0,719421.80150,540308.95380
1405,33.15948417,714628.91180,542102.72480
1406,0,712834.39000,538168.76000
1407,167.4648586,713713.75220,539752.14950
1408,0.421643201,717649.72470,537158.15910
1409,230.7931085,714519.12000,539715.16000
1410,0,718747.57430,544336.00620
1411,19.40187526,712908.39000,539789.13000
1412,19.34584569,714599.19000,541302.29000
1413,15.63867979,719338.11850,538704.71830
1414,95.6445429,716061.44000,538028.54000
1415,0.510128037,720182.40910,539480.14400
1416,0.09570691,715401.29690,541263.18210
1417,194.0063534,718563.67850,539552.64100
1418,0.97473484,716871.31620,537997.71300
1419,0,716094.34710,538845.17430
1420,0,717681.19000,537966.89000
1421,0,712946.78740,540588.10630
1422,3.034955882,720309.64960,542696.82860
1423,0,717905.89210,543579.20930
1424,72.89995349,720984.38000,539444.23000
1425,52.48352396,720100.53000,537857.24090
1426,0,716822.50840,536381.91830
1427,79.30303188,717876.13000,542791.94000
1428,0,715323.11580,539686.76940
1429,15.57953243,721023.24820,540241.69520
1430,47.46246638,721062.12000,541039.16000
1431,0.103724206,719463.16000,541101.85000
1432,1.515356799,712075.94920,539823.33750
1433,0,717811.07000,541172.51000
1434,0,717007.23500,541198.29190
1435,0,717072.37500,542818.76710
1436,0,711174.99000,538240.43000
1437,0,711423.20000,543042.06000
1438,2.532813483,708004.14830,539187.42920
1439,946.085978,711502.70000,544673.27000
1440,212.9453824,710454.69420,539887.04450
1441,99.55313187,708667.86530,536716.86550
1442,1.355187834,707970.68000,538375.53000
1443,0,703371.62600,544229.89890
1444,0,709500.78000,536685.71000
1445,0,708106.21000,541594.24000
1446,0,703215.06690,541022.43960
1447,0,702203.82680,537041.26370
1448,0,703412.77000,545033.39000
1449,0,711209.94230,539048.95590
1450,0,702443.76870,541858.83650
1451,99.53097385,711243.51000,539857.54000
1452,0,704807.77000,540154.08000
1453,0.411172588,706708.95690,545682.31070
1454,1.537312255,706669.30000,544893.02000
1455,14.90972786,710533.10150,541492.43020
1456,21.15654626,709021.66190,543168.49710
1457,11.74249139,707878.46000,536756.21000
1458,15.43644047,711143.99440,537428.55880
1459,52.11491171,705000.39520,544164.91640
1460,19.26700369,703032.27000,537001.94000
1461,80.90480265,707066.44390,536795.65480
1462,0,704925.65660,542557.95790
1463,104.2954787,708320.48950,545619.50950
1464,13.80475146,711326.71000,541460.53000
1465,56.08185104,704225.48070,544997.42420
1466,0,710306.88800,536651.19810
1467,5.123088045,706462.25840,540868.65530
1468,0,702356.09100,540257.26060
1469,37.26776906,709702.77580,540722.36730
1470,134.9277702,711374.53330,542251.32650
1471,112.7491192,706418.67000,540068.48000
1472,3.622817546,708071.91450,540796.78530
1473,36.65370843,704146.36670,543392.73960
1474,45.98701164,704962.25000,543359.07000
1475,0.730001937,709739.40000,541521.94000
1476,3.571444617,707228.14190,540033.90860
1477,167.1659878,702521.43300,543459.29400
1478,0,708150.54360,542401.04190
1479,11.34521742,703295.01780,542624.72120
1480,1054.379648,704644.46000,536926.04000
1481,64.02401288,705076.35150,545758.86690
1482,59.65112497,707924.56840,537565.86830
1483,0.293924578,703330.48000,543426.41000
1484,0.759174887,707306.03100,541631.53210
1485,0,709848.31000,543126.26000
1486,16.71472899,711547.33960,545466.17640
1487,0,711285.11100,540659.03600
1488,78.85857717,706551.29050,542473.44310
1489,0,706596.73000,543278.06000
