Id,ORIG_FID,Id_1,POINT_X,POINT_Y
0,0,0,736682.63268,553949.58160
0,0,0,736678.21615,553947.23761
0,0,0,736673.79962,553944.89362
0,0,0,736669.38310,553942.54963
0,0,0,736664.96657,553940.20565
0,0,0,736660.55004,553937.86166
0,0,0,736656.13351,553935.51767
0,0,0,736651.71698,553933.17368
0,0,0,736647.30045,553930.82971
0,0,0,736642.88391,553928.48573
0,0,0,736638.46738,553926.14176
0,0,0,736634.05084,553923.79779
0,0,0,736629.63430,553921.45381
0,0,0,736625.21777,553919.10984
0,0,0,736620.80123,553916.76587
0,0,0,736616.38470,553914.42189
0,0,0,736611.96816,553912.07792
0,0,0,736607.55163,553909.73395
0,0,0,736603.13509,553907.38997
0,0,0,736598.71855,553905.04600
0,0,0,736594.30202,553902.70202
0,0,0,736589.88548,553900.35805
0,0,0,736585.46895,553898.01408
0,0,0,736581.05241,553895.67010
0,0,0,736576.63588,553893.32613
0,0,0,736572.21934,553890.98216
0,0,0,736567.80281,553888.63818
0,0,0,736563.38627,553886.29421
0,0,0,736558.96973,553883.95024
0,0,0,736554.55320,553881.60626
0,0,0,736550.13666,553879.26229
0,0,0,736545.72013,553876.91831
0,0,0,736541.30359,553874.57434
0,0,0,736536.88706,553872.23037
0,0,0,736532.47052,553869.88639
0,0,0,736528.05398,553867.54242
0,0,0,736523.63745,553865.19845
0,0,0,736519.22091,553862.85447
0,0,0,736514.80438,553860.51050
0,0,0,736510.38784,553858.16653
0,0,0,736505.97131,553855.82255
0,0,0,736501.55477,553853.47858
0,0,0,736497.13823,553851.13460
0,0,0,736492.72170,553848.79063
0,0,0,736488.30516,553846.44666
0,0,0,736483.88863,553844.10268
0,0,0,736479.47209,553841.75871
0,0,0,736475.05556,553839.41474
0,0,0,736470.63902,553837.07076
0,0,0,736466.22248,553834.72679
0,0,0,736461.80595,553832.38281
0,0,0,736457.38941,553830.03884
0,0,0,736452.97288,553827.69487
0,0,0,736448.55634,553825.35089
0,0,0,736444.13981,553823.00692
0,0,0,736439.72327,553820.66295
0,0,0,736435.30673,553818.31898
0,0,0,736430.89019,553815.97503
0,0,0,736426.47364,553813.63107
0,0,0,736422.05710,553811.28711
0,0,0,736417.64055,553808.94315
0,0,0,736413.22401,553806.59919
0,0,0,736408.80747,553804.25523
0,0,0,736404.39092,553801.91128
0,0,0,736399.97438,553799.56732
0,0,0,736395.55783,553797.22336
0,0,0,736391.14129,553794.87940
0,0,0,736386.72475,553792.53544
0,0,0,736382.30820,553790.19148
0,0,0,736377.89166,553787.84753
0,0,0,736373.47511,553785.50357
0,0,0,736369.05857,553783.15961
0,0,0,736364.64203,553780.81565
0,0,0,736360.22548,553778.47169
0,0,0,736355.80894,553776.12773
0,0,0,736351.39240,553773.78378
0,0,0,736346.97585,553771.43982
0,0,0,736342.55931,553769.09586
0,0,0,736338.14276,553766.75190
0,0,0,736333.72622,553764.40794
0,0,0,736329.30968,553762.06399
0,0,0,736324.89313,553759.72003
0,0,0,736320.47659,553757.37607
0,0,0,736316.06004,553755.03211
0,0,0,736311.64350,553752.68815
0,0,0,736307.22696,553750.34419
0,0,0,736302.81041,553748.00024
0,0,0,736298.39387,553745.65628
0,0,0,736293.97733,553743.31232
0,0,0,736289.56078,553740.96836
0,0,0,736285.14424,553738.62440
0,0,0,736280.72769,553736.28044
0,0,0,736276.31115,553733.93649
0,0,0,736271.89461,553731.59253
0,0,0,736267.47806,553729.24857
0,0,0,736263.06152,553726.90461
0,0,0,736258.64497,553724.56065
0,0,0,736254.22843,553722.21669
0,0,0,736249.81189,553719.87274
0,0,0,736245.39534,553717.52878
0,0,0,736240.97880,553715.18482
0,0,0,736236.56226,553712.84086
0,0,0,736232.14571,553710.49690
0,0,0,736227.72917,553708.15295
0,0,0,736223.31262,553705.80899
0,0,0,736218.89608,553703.46503
0,0,0,736214.47954,553701.12107
0,0,0,736210.06299,553698.77711
0,0,0,736205.64645,553696.43315
0,0,0,736201.22990,553694.08920
0,0,0,736196.81336,553691.74524
0,0,0,736192.39682,553689.40128
0,0,0,736187.98027,553687.05732
0,0,0,736183.56373,553684.71336
0,0,0,736179.14718,553682.36940
0,0,0,736174.73064,553680.02545
0,0,0,736170.31409,553677.68151
0,0,0,736165.89753,553675.33757
0,0,0,736161.48098,553672.99362
0,0,0,736157.06443,553670.64968
0,0,0,736152.64788,553668.30574
0,0,0,736148.23133,553665.96179
0,0,0,736143.81478,553663.61785
0,0,0,736139.39822,553661.27391
0,0,0,736134.98167,553658.92996
0,0,0,736130.56512,553656.58602
0,0,0,736126.14857,553654.24208
0,0,0,736121.73202,553651.89813
0,0,0,736117.31546,553649.55419
0,0,0,736112.89891,553647.21025
0,0,0,736108.48236,553644.86630
0,0,0,736104.06581,553642.52236
0,0,0,736099.64926,553640.17842
0,0,0,736095.23270,553637.83447
0,0,0,736090.81615,553635.49053
0,0,0,736086.39960,553633.14659
0,0,0,736081.98305,553630.80264
0,0,0,736077.56650,553628.45870
0,0,0,736073.14995,553626.11476
0,0,0,736068.73339,553623.77081
0,0,0,736064.31684,553621.42687
0,0,0,736059.90029,553619.08293
0,0,0,736055.48374,553616.73898
0,0,0,736051.06719,553614.39504
0,0,0,736046.65063,553612.05110
0,0,0,736042.23408,553609.70716
0,0,0,736037.81753,553607.36321
0,0,0,736033.40098,553605.01927
0,0,0,736028.98443,553602.67533
0,0,0,736024.56788,553600.33138
0,0,0,736020.15132,553597.98744
0,0,0,736015.73477,553595.64350
0,0,0,736011.31822,553593.29955
0,0,0,736006.90167,553590.95561
0,0,0,736002.48512,553588.61167
0,0,0,735998.06856,553586.26772
0,0,0,735993.65201,553583.92378
0,0,0,735989.23546,553581.57984
0,0,0,735984.81891,553579.23589
0,0,0,735980.40236,553576.89195
0,0,0,735975.98580,553574.54801
0,0,0,735971.56925,553572.20408
0,0,0,735967.15269,553569.86015
0,0,0,735962.73613,553567.51622
0,0,0,735958.31957,553565.17229
0,0,0,735953.90301,553562.82836
0,0,0,735949.48645,553560.48443
0,0,0,735945.06989,553558.14050
0,0,0,735940.65333,553555.79657
0,0,0,735936.23677,553553.45265
0,0,0,735931.82021,553551.10872
0,0,0,735927.40365,553548.76479
0,0,0,735922.98709,553546.42086
0,0,0,735918.57053,553544.07693
0,0,0,735914.15397,553541.73300
0,0,0,735909.73741,553539.38907
0,0,0,735905.32086,553537.04514
0,0,0,735900.90430,553534.70121
0,0,0,735896.48774,553532.35728
0,0,0,735892.07118,553530.01336
0,0,0,735887.65462,553527.66943
0,0,0,735883.23806,553525.32550
0,0,0,735878.82150,553522.98157
0,0,0,735874.40494,553520.63764
0,0,0,735869.98838,553518.29371
0,0,0,735865.57182,553515.94978
0,0,0,735861.15526,553513.60585
0,0,0,735856.73870,553511.26192
0,0,0,735852.32214,553508.91799
0,0,0,735847.90558,553506.57407
0,0,0,735843.48902,553504.23014
0,0,0,735839.07246,553501.88621
0,0,0,735834.65591,553499.54228
0,0,0,735830.23935,553497.19835
0,0,0,735825.82279,553494.85442
0,0,0,735821.40623,553492.51049
0,0,0,735816.98967,553490.16656
0,0,0,735812.57311,553487.82263
0,0,0,735808.15655,553485.47870
0,0,0,735803.73999,553483.13477
0,0,0,735799.32343,553480.79085
0,0,0,735794.90687,553478.44692
0,0,0,735790.49031,553476.10299
0,0,0,735786.07375,553473.75906
0,0,0,735781.65719,553471.41513
0,0,0,735777.24063,553469.07120
0,0,0,735772.82407,553466.72727
0,0,0,735768.40751,553464.38334
0,0,0,735763.99096,553462.03941
0,0,0,735759.57440,553459.69548
0,0,0,735755.15784,553457.35156
0,0,0,735750.74128,553455.00763
0,0,0,735746.32472,553452.66370
0,0,0,735741.90816,553450.31977
0,0,0,735737.49160,553447.97585
0,0,0,735733.07503,553445.63193
0,0,0,735728.65846,553443.28802
0,0,0,735724.24189,553440.94410
0,0,0,735719.82533,553438.60019
0,0,0,735715.40876,553436.25627
0,0,0,735710.99219,553433.91236
0,0,0,735706.57563,553431.56844
0,0,0,735702.15906,553429.22453
0,0,0,735697.74249,553426.88061
0,0,0,735693.32593,553424.53670
0,0,0,735688.90936,553422.19278
0,0,0,735684.49279,553419.84887
0,0,0,735680.07623,553417.50495
0,0,0,735675.65966,553415.16104
0,0,0,735671.24309,553412.81712
0,0,0,735666.82653,553410.47321
0,0,0,735662.40996,553408.12929
0,0,0,735657.99339,553405.78538
0,0,0,735653.57683,553403.44146
0,0,0,735649.16026,553401.09755
0,0,0,735644.74369,553398.75363
0,0,0,735640.32712,553396.40972
0,0,0,735635.91056,553394.06580
0,0,0,735631.49399,553391.72189
0,0,0,735627.07742,553389.37797
0,0,0,735622.66086,553387.03406
0,0,0,735618.24429,553384.69014
0,0,0,735613.82772,553382.34623
0,0,0,735609.41116,553380.00231
0,0,0,735604.99459,553377.65840
0,0,0,735600.57802,553375.31448
0,0,0,735596.16146,553372.97057
0,0,0,735591.74489,553370.62665
0,0,0,735587.32832,553368.28274
0,0,0,735582.91176,553365.93882
0,0,0,735578.49519,553363.59491
0,0,0,735574.07862,553361.25099
0,0,0,735569.66206,553358.90708
0,0,0,735565.24549,553356.56316
0,0,0,735560.82892,553354.21925
0,0,0,735556.41236,553351.87533
0,0,0,735551.99579,553349.53142
0,0,0,735547.57922,553347.18750
0,0,0,735543.16265,553344.84359
0,0,0,735538.74608,553342.49969
0,0,0,735534.32951,553340.15578
0,0,0,735529.91293,553337.81188
0,0,0,735525.49636,553335.46798
0,0,0,735521.07979,553333.12408
0,0,0,735516.66321,553330.78017
0,0,0,735512.24664,553328.43627
0,0,0,735507.83007,553326.09237
0,0,0,735503.41349,553323.74846
0,0,0,735498.99692,553321.40456
0,0,0,735494.58035,553319.06066
0,0,0,735490.16377,553316.71676
0,0,0,735485.74720,553314.37285
0,0,0,735481.33063,553312.02895
0,0,0,735476.91405,553309.68505
0,0,0,735472.49748,553307.34115
0,0,0,735468.08091,553304.99724
0,0,0,735463.66433,553302.65334
0,0,0,735459.24776,553300.30944
0,0,0,735454.83119,553297.96553
0,0,0,735450.41461,553295.62163
0,0,0,735445.99804,553293.27773
0,0,0,735441.58147,553290.93383
0,0,0,735437.16489,553288.58992
0,0,0,735432.74832,553286.24602
0,0,0,735428.33175,553283.90212
0,0,0,735423.91517,553281.55822
0,0,0,735419.49860,553279.21431
0,0,0,735415.08203,553276.87041
0,0,0,735410.66545,553274.52651
0,0,0,735406.24888,553272.18261
0,0,0,735401.83231,553269.83870
0,0,0,735397.41573,553267.49480
0,0,0,735392.99916,553265.15090
0,0,0,735388.58259,553262.80699
0,0,0,735384.16601,553260.46309
0,0,0,735379.74944,553258.11919
0,0,0,735375.33287,553255.77529
0,0,0,735370.91629,553253.43138
0,0,0,735366.49972,553251.08748
0,0,0,735362.07213,553248.81297
0,0,0,735357.14689,553249.67436
0,0,0,735352.22165,553250.53575
0,0,0,735347.29641,553251.39714
0,0,0,735342.37117,553252.25853
0,0,0,735337.44592,553253.11992
0,0,0,735332.52068,553253.98130
0,0,0,735327.59544,553254.84269
0,0,0,735322.67020,553255.70408
0,0,0,735317.74495,553256.56547
0,0,0,735312.81971,553257.42686
0,0,0,735307.89447,553258.28825
0,0,0,735302.96923,553259.14964
0,0,0,735298.04399,553260.01102
0,0,0,735293.11874,553260.87241
0,0,0,735288.19350,553261.73380
0,0,0,735283.26826,553262.59519
0,0,0,735278.34302,553263.45658
0,0,0,735273.41778,553264.31797
0,0,0,735268.49253,553265.17936
0,0,0,735263.56729,553266.04074
0,0,0,735258.64205,553266.90213
0,0,0,735253.71681,553267.76352
0,0,0,735248.79157,553268.62491
0,0,0,735243.86632,553269.48630
0,0,0,735238.94108,553270.34769
0,0,0,735234.01584,553271.20908
0,0,0,735229.09060,553272.07046
0,0,0,735224.16536,553272.93185
0,0,0,735219.24011,553273.79324
0,0,0,735214.31487,553274.65463
0,0,0,735209.38963,553275.51602
0,0,0,735204.46439,553276.37741
0,0,0,735199.53914,553277.23880
0,0,0,735194.61390,553278.10018
0,0,0,735189.68866,553278.96157
0,0,0,735184.76342,553279.82296
0,0,0,735179.83818,553280.68435
0,0,0,735174.91293,553281.54574
0,0,0,735169.98769,553282.40713
0,0,0,735165.06245,553283.26852
0,0,0,735160.13721,553284.12990
0,0,0,735155.21197,553284.99129
0,0,0,735150.28672,553285.85269
0,0,0,735145.36149,553286.71409
0,0,0,735140.43625,553287.57549
0,0,0,735135.51101,553288.43689
0,0,0,735130.58577,553289.29829
0,0,0,735125.66053,553290.15969
0,0,0,735120.73529,553291.02109
0,0,0,735115.81005,553291.88250
0,0,0,735110.88481,553292.74390
0,0,0,735105.95957,553293.60530
0,0,0,735101.03433,553294.46670
0,0,0,735096.10909,553295.32810
0,0,0,735091.18385,553296.18950
0,0,0,735086.25861,553297.05090
0,0,0,735081.33337,553297.91230
0,0,0,735076.40813,553298.77370
0,0,0,735071.48289,553299.63510
0,0,0,735066.55765,553300.49650
0,0,0,735061.63241,553301.35790
0,0,0,735056.70717,553302.21931
0,0,0,735051.78193,553303.08071
0,0,0,735046.85669,553303.94211
0,0,0,735041.93145,553304.80351
0,0,0,735037.00621,553305.66491
0,0,0,735032.08097,553306.52631
0,0,0,735027.15573,553307.38771
0,0,0,735022.23049,553308.24911
0,0,0,735017.30525,553309.11051
0,0,0,735012.38001,553309.97191
0,0,0,735007.45477,553310.83331
0,0,0,735002.52953,553311.69472
0,0,0,734997.60429,553312.55612
0,0,0,734992.67905,553313.41752
0,0,0,734987.75381,553314.27892
0,0,0,734982.82857,553315.14032
0,0,0,734977.90333,553316.00172
0,0,0,734972.97809,553316.86312
0,0,0,734968.05285,553317.72452
0,0,0,734963.12761,553318.58592
0,0,0,734958.20237,553319.44732
0,0,0,734953.27713,553320.30872
0,0,0,734948.35189,553321.17013
0,0,0,734943.42665,553322.03153
0,0,0,734938.50141,553322.89293
0,0,0,734933.57617,553323.75433
0,0,0,734928.65093,553324.61573
0,0,0,734923.72569,553325.47713
0,0,0,734918.80045,553326.33853
0,0,0,734913.87521,553327.19994
0,0,0,734908.94997,553328.06135
0,0,0,734904.02473,553328.92277
0,0,0,734899.09950,553329.78418
0,0,0,734894.17426,553330.64559
0,0,0,734889.24902,553331.50701
0,0,0,734884.32378,553332.36842
0,0,0,734879.39854,553333.22983
0,0,0,734874.47331,553334.09124
0,0,0,734869.54807,553334.95266
0,0,0,734864.62283,553335.81407
0,0,0,734859.69759,553336.67548
0,0,0,734854.77236,553337.53690
0,0,0,734849.84712,553338.39831
0,0,0,734844.92188,553339.25972
0,0,0,734839.99664,553340.12113
0,0,0,734835.07140,553340.98255
0,0,0,734830.14617,553341.84396
0,0,0,734825.22093,553342.70537
0,0,0,734820.29569,553343.56679
0,0,0,734815.37045,553344.42820
0,0,0,734810.44521,553345.28961
0,0,0,734805.51998,553346.15102
0,0,0,734800.59474,553347.01244
0,0,0,734795.66950,553347.87385
0,0,0,734790.74426,553348.73526
0,0,0,734785.81903,553349.59668
0,0,0,734780.89379,553350.45809
0,0,0,734775.96855,553351.31950
0,0,0,734771.04331,553352.18091
0,0,0,734766.11807,553353.04233
0,0,0,734761.19284,553353.90374
0,0,0,734756.26760,553354.76515
0,0,0,734751.34236,553355.62657
0,0,0,734746.41712,553356.48798
0,0,0,734741.49188,553357.34939
0,0,0,734736.56665,553358.21080
0,0,0,734731.64141,553359.07222
0,0,0,734726.71617,553359.93363
0,0,0,734721.79093,553360.79504
0,0,0,734716.86570,553361.65646
0,0,0,734711.94046,553362.51789
0,0,0,734707.01522,553363.37931
0,0,0,734702.08999,553364.24073
0,0,0,734697.16475,553365.10215
0,0,0,734692.23952,553365.96357
0,0,0,734687.31428,553366.82500
0,0,0,734682.38904,553367.68642
0,0,0,734677.46381,553368.54784
0,0,0,734672.53857,553369.40926
0,0,0,734667.61333,553370.27069
0,0,0,734662.68810,553371.13211
0,0,0,734657.76286,553371.99353
0,0,0,734652.83763,553372.85495
0,0,0,734647.91239,553373.71638
0,0,0,734642.98715,553374.57780
0,0,0,734638.06192,553375.43922
0,0,0,734633.13668,553376.30064
0,0,0,734628.21145,553377.16207
0,0,0,734623.28621,553378.02349
0,0,0,734618.36097,553378.88491
0,0,0,734613.43574,553379.74633
0,0,0,734608.51050,553380.60776
0,0,0,734603.58526,553381.46918
0,0,0,734598.66003,553382.33060
0,0,0,734593.73479,553383.19202
0,0,0,734588.80956,553384.05345
0,0,0,734583.88432,553384.91487
0,0,0,734578.95908,553385.77629
0,0,0,734574.03385,553386.63771
0,0,0,734569.10861,553387.49914
0,0,0,734564.18338,553388.36057
0,0,0,734559.25814,553389.22200
0,0,0,734554.33291,553390.08343
0,0,0,734549.40767,553390.94486
0,0,0,734544.48244,553391.80629
0,0,0,734539.55720,553392.66772
0,0,0,734534.63197,553393.52915
0,0,0,734529.70673,553394.39058
0,0,0,734524.78150,553395.25201
0,0,0,734519.85626,553396.11344
0,0,0,734514.93103,553396.97487
0,0,0,734510.00579,553397.83630
0,0,0,734505.08056,553398.69773
0,0,0,734500.15532,553399.55916
0,0,0,734495.23009,553400.42059
0,0,0,734490.30485,553401.28202
0,0,0,734485.37962,553402.14345
0,0,0,734480.45438,553403.00488
0,0,0,734475.52915,553403.86631
0,0,0,734470.60391,553404.72774
0,0,0,734465.67868,553405.58917
0,0,0,734460.75344,553406.45060
0,0,0,734455.82821,553407.31203
0,0,0,734453.06463,553406.56320
0,0,0,734455.29987,553402.09065
0,0,0,734457.53511,553397.61810
0,0,0,734459.77035,553393.14555
0,0,0,734462.00559,553388.67300
0,0,0,734464.24083,553384.20045
0,0,0,734466.47607,553379.72790
0,0,0,734468.71131,553375.25535
0,0,0,734470.94655,553370.78280
0,0,0,734473.18179,553366.31025
0,0,0,734475.41703,553361.83770
0,0,0,734477.65227,553357.36515
0,0,0,734479.88751,553352.89260
0,0,0,734482.12275,553348.42005
0,0,0,734484.35799,553343.94750
0,0,0,734486.59323,553339.47495
0,0,0,734488.82847,553335.00240
0,0,0,734491.06371,553330.52985
0,0,0,734493.29895,553326.05730
0,0,0,734495.53419,553321.58475
0,0,0,734497.76944,553317.11220
0,0,0,734500.00468,553312.63965
0,0,0,734502.23992,553308.16710
0,0,0,734504.47516,553303.69455
0,0,0,734506.71040,553299.22200
0,0,0,734508.94564,553294.74945
0,0,0,734511.18088,553290.27690
0,0,0,734513.41612,553285.80435
0,0,0,734515.65136,553281.33181
0,0,0,734517.88660,553276.85926
0,0,0,734520.12184,553272.38671
0,0,0,734522.35708,553267.91416
0,0,0,734524.59232,553263.44161
0,0,0,734526.82756,553258.96906
0,0,0,734529.06280,553254.49651
0,0,0,734531.29804,553250.02396
0,0,0,734533.53328,553245.55141
0,0,0,734535.76852,553241.07886
0,0,0,734538.00376,553236.60631
0,0,0,734540.23900,553232.13376
0,0,0,734542.47424,553227.66121
0,0,0,734544.70948,553223.18866
0,0,0,734546.94472,553218.71611
0,0,0,734549.17996,553214.24356
0,0,0,734551.41522,553209.77102
0,0,0,734553.65047,553205.29848
0,0,0,734555.88573,553200.82593
0,0,0,734558.12099,553196.35339
0,0,0,734560.35624,553191.88085
0,0,0,734562.59150,553187.40831
0,0,0,734564.82676,553182.93577
0,0,0,734567.06201,553178.46323
0,0,0,734569.29727,553173.99069
0,0,0,734571.53253,553169.51814
0,0,0,734573.76778,553165.04560
